house,state,mp_name,constituency,vendor_name,payment_status,work_title,work_id,expenditure_date,disbursed_amount,log_amount,mean,std,state_log_deviation,vendor_count,vendor_mean,vendor_count_log,vendor_mean_ratio,anomaly_prediction,anomaly_score,is_anomaly
Lok Sabha,West Bengal,KALIPADA SAREN,JHARGRAM(ST),ATANU PATRA,Payment Success,Lighting of public spaces,WS/MP18272/2024-2025/163441,2025-07-30,3156302.0,6.499178688108847,5.595904606090499,0.4383067199146974,2.060826450924919,48.0,717232.0208333334,3.8918202981106265,4.400670784793983,-1,-0.06852110691895974,True
Lok Sabha,Uttar Pradesh,AKSHAYA YADAV,FIROZABAD,Pradeep Kumar,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18217/2025-2026/197963,2025-07-31,5199096.0,6.715927920178677,5.2394868954404945,0.5548947427641531,2.660758718641734,42.0,1623768.857142857,3.7612001156935624,3.201869513095724,-1,-0.06850818639834699,True
Lok Sabha,Rajasthan,Bhagirath Chaudhary,AJMER,GOPI SINGH,Payment Success,Construction of community centers and community halls,WS/MP719/2024-2025/140136,2026-03-11,100.0,2.0043213737826426,4.465815975724242,0.9043060886805357,-2.7219706167555966,2.0,157308.5,1.0986122886681098,0.0006356935575636409,-1,-0.06840168410368341,True
Lok Sabha,Uttar Pradesh,DAROGA PRASAD SAROJ,LALGANJ (SC),Ajay Kumar Singh,Payment Success,Lighting of public spaces,WS/MP18227/2024-2025/148773,2025-05-22,1126549.0,6.0517504719073445,5.2394868954404945,0.5548947427641531,1.463815592161929,336.0,121453.13095238095,5.820082930352362,9.275586320139368,-1,-0.06802677828142711,True
Lok Sabha,Uttar Pradesh,Prof SP Singh Baghel,AGRA(SC),TANYA CONSTRUCTION,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP494/2025-2026/226498,2025-10-09,2193224.0,6.341083187649236,5.2394868954404945,0.5548947427641531,1.9852346892335813,98.0,398686.2755102041,4.59511985013459,5.50112741451484,-1,-0.06797704782521041,True
Rajya Sabha,Uttar Pradesh,Smt. Sangeeta Yadav (2022-28) (2022-2028),,P S ASSOCIATE,Payment Success,Lighting of public spaces,WS/MP201/2025-2026/238280,2026-08-13,4009560.0,6.603096825060473,5.2394868954404945,0.5548947427641531,2.4574208845938803,32.0,1130380.1875,3.4965075614664802,3.5470897706263984,-1,-0.0674193716663255,True
Lok Sabha,Uttar Pradesh,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),SHRI GURU KRIPA NARSINGH ASSOCIATES,Payment Success,Lighting of public spaces,WS/MP492/2026-2027/282269,2026-06-15,4243200.0,6.627693604739346,5.2394868954404945,0.5548947427641531,2.5017478132584894,133.0,1279451.2030075188,4.897839799950911,3.3164219081007533,-1,-0.06740047643526115,True
Lok Sabha,Uttar Pradesh,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),SHRI GURU KRIPA NARSINGH ASSOCIATES,Payment Success,Lighting of public spaces,WS/MP492/2026-2027/282269,2026-07-01,4243200.0,6.627693604739346,5.2394868954404945,0.5548947427641531,2.5017478132584894,133.0,1279451.2030075188,4.897839799950911,3.3164219081007533,-1,-0.06740047643526115,True
Rajya Sabha,Uttar Pradesh,Shri Mithlesh Kumar (2022-28) (2022-2028),,SHRI GURU KRIPA NARSINGH ASSOCIATES,Payment Success,Lighting of public spaces,WS/MP190/2026-2027/282964,2026-06-16,4243200.0,6.627693604739346,5.2394868954404945,0.5548947427641531,2.5017478132584894,133.0,1279451.2030075188,4.897839799950911,3.3164219081007533,-1,-0.06740047643526115,True
Lok Sabha,Uttar Pradesh,Ashok Kumar Rawat,MISRIKH(SC),SHRI GURU KRIPA NARSINGH ASSOCIATES,Payment In-Progress,Lighting of public spaces,WS/MP507/2026-2027/290535,2026-08-24,4238575.0,6.627219974702178,5.2394868954404945,0.5548947427641531,2.5008942639262157,133.0,1279451.2030075188,4.897839799950911,3.3128070770004125,-1,-0.06740047643526115,True
Lok Sabha,Uttar Pradesh,R.K. CHAUDHARY,MOHANLALGANJ(SC),SHREE HARIOM INFOTECH,Payment Success,Lighting of public spaces,WS/MP18230/2025-2026/161094,2025-09-23,2100925.0,6.322410755710264,5.2394868954404945,0.5548947427641531,1.9515842858328258,79.0,392566.7848101266,4.382026634673881,5.351764543748034,-1,-0.06715423369244866,True
Lok Sabha,West Bengal,ARUP CHAKRABORTY,BANKURA,GOPAL CHANDRA CHOWDHURY,Payment Success,Installing community drinking water plants,WS/MP18247/2025-2026/207625,2026-02-24,4247224.0,6.628105268683188,5.595904606090499,0.4383067199146974,2.3549733912215056,37.0,1143382.4864864864,3.6375861597263857,3.714613482537541,-1,-0.06710801433355018,True
Rajya Sabha,Madhya Pradesh,Shri Vivek K. Tankha (2022-28) (2022-2028),,TRATIYA RAJYA AYOG GRAM PANCHAYAT BARGAON,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP106/2023-2024/16088,2025-12-18,308.0,2.4899584794248346,5.188665529226982,0.4692888662406491,-5.7506308884350625,16.0,62500.0,2.833213344056216,0.004928,-1,-0.06707576128210802,True
Rajya Sabha,Uttar Pradesh,Smt. Sangeeta Yadav (2022-28) (2022-2028),,BIHARI JI MAHADEV ASSOCIATES,Payment Success,Lighting of public spaces,WS/MP201/2024-2025/155340,2025-03-03,2760000.0,6.4409092394182625,5.2394868954404945,0.5548947427641531,2.165135567861036,193.0,649899.8445595854,5.267858159063328,4.246808216842021,-1,-0.0669604803952667,True
Lok Sabha,Uttar Pradesh,RAM PRASAD CHAUDHARY,BASTI,JAI CONSTRUCTION,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18208/2025-2026/194588,2025-10-17,3178920.0,6.5022797353100605,5.2394868954404945,0.5548947427641531,2.2757340132276056,156.0,846926.5128205129,5.056245805348308,3.7534779604587736,-1,-0.06663844457949986,True
Rajya Sabha,Uttar Pradesh,Shri Brij Lal (2020-26) (2020-2026),,JAI CONSTRUCTION,Payment Success,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP196/2025-2026/227627,2026-02-24,3152960.0,6.498718598851442,5.2394868954404945,0.5548947427641531,2.2693163340099605,156.0,846926.5128205129,5.056245805348308,3.722825950388212,-1,-0.06663844457949986,True
Rajya Sabha,West Bengal,Smt. Mamata Thakur (2024-30) (2024-2030),,MAA KALI BUILDERS,Payment Success,Construction of culverts and bridges,WS/MP18382/2026-2027/220474,2026-08-12,7137950.0,6.853573562321987,5.595904606090499,0.4383067199146974,2.869380958786701,10.0,2257065.5,2.3978952727983707,3.1624912967745065,-1,-0.06640246538328343,True
Rajya Sabha,Punjab,Shri Harbhajan Singh (2022-28) (2022-2028),,ALODIA LIFE SCIENCES PRIVATE LIMITED,Payment Success,Purchase of hospital equipment,WS/MP141/2024-2025/146613,2025-04-23,2002768.0,6.301630860521392,4.699928377134102,0.5546092002274752,2.887983976339278,8.0,447607.625,2.1972245773362196,4.474383116239363,-1,-0.06634729916628002,True
Rajya Sabha,Gujarat,Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),,WEHEAR INNOVATIONS PRIVATE LIMITED,Payment Success,Purchase of other aids / devices required for P/ M/ V/ H impaired for differently abled persons,WS/MP18288/2025-2026/174593,2026-05-05,4230000.0,6.62634047004512,5.406212311570647,0.33663521492486204,3.6244816477290103,5.0,1429200.0,1.791759469228055,2.959697732997481,-1,-0.06602379772507994,True
Lok Sabha,Manipur,ANGOMCHA BIMOL AKOIJAM,INNER MANIPUR,Murphy Thumrah,Payment Success,Installing community drinking water plants,WS/MP18371/2025-2026/209334,2025-07-15,6000000.0,6.7781513227660515,5.931047171769868,0.4101736976150395,2.065232743887972,56.0,1456708.0892857143,4.04305126783455,4.118876008261926,-1,-0.06598521358918974,True
Rajya Sabha,Odisha,Shri Subhasish Khuntia (2024-30) (2024-2030),,DMF FUND NAYAGARH,Payment Success,Construction of community centers and community halls,WS/MP18283/2025-2026/238264,2026-07-17,2.0,0.47712125471966244,4.463319681510083,1.1908092186143866,-3.3474702450059297,42.0,215.14285714285714,3.7612001156935624,0.009296148738379814,-1,-0.06581399292112355,True
Lok Sabha,West Bengal,KALIPADA SAREN,JHARGRAM(ST),ATANU PATRA,Payment Success,Street lights,WS/MP18272/2024-2025/163368,2025-03-13,3127353.0,6.495177043873241,5.595904606090499,0.4383067199146974,2.0516966702170514,48.0,717232.0208333334,3.8918202981106265,4.36030867161565,-1,-0.06576556310088133,True
Lok Sabha,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,Construction of public staircase/ stair ghat for public convenience,WS/MP18236/2026-2027/287844,2026-08-22,1125000.0,6.051152908486749,5.2394868954404945,0.5548947427641531,1.4627386970779734,310.0,113501.53548387096,5.739792912179234,9.911760181956897,-1,-0.0655376596578372,True
Lok Sabha,Uttar Pradesh,RAMBHUAL NISHAD,SULTANPUR,Priyanka yadau,Payment Success,Lighting of public spaces,WS/MP18242/2025-2026/156951,2025-12-24,2511040.0,6.399853803883129,5.2394868954404945,0.5548947427641531,2.0911477781576773,26.0,530727.5,3.295836866004329,4.731316918757743,-1,-0.06520495262457926,True
Lok Sabha,Madhya Pradesh,Mahendra Singh Solanky,DEWAS(SC),MPEB Dewas,Payment Success,Improvement of electricity distribution infrastructure,WS/MP653/2025-2026/209005,2025-12-16,362.0,2.5599066250361124,5.188665529226982,0.4692888662406491,-5.60157952446043,7.0,279424.85714285716,2.0794415416798357,0.0012955182430850307,-1,-0.06516377133437623,True
Lok Sabha,Uttar Pradesh,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),RMK ENTERPRISES,Payment Success,Lighting of public spaces,WS/MP492/2024-2025/134984,2024-09-07,2916000.0,6.464787668580919,5.2394868954404945,0.5548947427641531,2.208167925752387,165.0,752549.0303030303,5.111987788356544,3.874830585889944,-1,-0.06508482059737242,True
Lok Sabha,Uttar Pradesh,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),RAMJI CONSTRUCTION,Payment Success,Construction of bus-sheds or bus-stops,WS/MP492/2026-2027/294027,2026-08-26,8580000.0,6.933487338465775,5.2394868954404945,0.5548947427641531,3.0528320282632078,58.0,2902403.4482758623,4.07753744390572,2.956170688501919,-1,-0.06460209271785022,True
Lok Sabha,Uttar Pradesh,TANUJ PUNIA,BARABANKI(SC),Praharsh Infrastructure,Payment Success,Lighting of public spaces,WS/MP18207/2026-2027/274517,2026-06-18,8592595.0,6.9341243929521035,5.2394868954404945,0.5548947427641531,3.0539800919178663,26.0,2952758.730769231,3.295836866004329,2.910022722297233,-1,-0.0643991499595431,True
Rajya Sabha,Himachal Pradesh,Dr. Sikander Kumar (2022-28) (2022-2028),,Nek Mohammad,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2025-2026/272028,2026-07-01,165.0,2.220108088040055,5.0357558139091765,0.3981897135113444,-7.071121202604607,4.0,360.25,1.6094379124341003,0.4580152671755725,-1,-0.0642720483876249,True
Lok Sabha,Punjab,Smt Harsimrat Kaur Badal,BHATINDA,Rajvinder Singh,Payment Success,Construction of additional rooms and halls in the existing public and community building,WS/MP716/2025-2026/203937,2026-02-02,511.0,2.709269960975831,4.699928377134102,0.5546092002274752,-3.5892993036209897,3.0,27471.0,1.3862943611198906,0.01860143423974373,-1,-0.06423071464249663,True
Rajya Sabha,Jammu And Kashmir,Shri Gulam Ali (2022-28) (2022-2028),,RMK ENTERPRISES,Payment Success,Lighting of public spaces,WS/MP839/2024-2025/134187,2024-08-27,2673000.0,6.42699912123106,5.368253220391357,0.4197357532673082,2.5224105704558415,165.0,752549.0303030303,5.111987788356544,3.551928037065782,-1,-0.06404968360553476,True
Lok Sabha,Odisha,BIBHU PRASAD TARAI,JAGATSINGHPUR(SC),EMF,Payment Success,Construction of community centers and community halls,WS/MP18142/2025-2026/185334,2026-03-11,8.0,0.9542425094393249,4.463319681510083,1.1908092186143866,-2.946800475859504,158.0,190.0126582278481,5.0689042022202315,0.04210245819732196,-1,-0.06403846013068248,True
Lok Sabha,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,EMF,Payment Success,Construction of community centers and community halls,WS/MP18350/2025-2026/178846,2026-01-26,8.0,0.9542425094393249,4.463319681510083,1.1908092186143866,-2.946800475859504,158.0,190.0126582278481,5.0689042022202315,0.04210245819732196,-1,-0.06403846013068248,True
Lok Sabha,Uttar Pradesh,KISHORI LAL,AMETHI,AADI AND RUDRANSH CONSTRUCTION COMPANY,Payment Success,Setting up public non-conventional energy plants,WS/MP18200/2025-2026/189870,2025-10-06,4481400.0,6.6514138067328075,5.2394868954404945,0.5548947427641531,2.5444950230721943,46.0,1385226.3043478262,3.8501476017100584,3.235139259147893,-1,-0.06383786700807192,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,EMF,Payment Success,Installing community drinking water plants,WS/MP300/2024-2025/179267,2026-06-20,9.0,1.0,4.463319681510083,1.1908092186143866,-2.90837493308959,158.0,190.0126582278481,5.0689042022202315,0.04736526547198721,-1,-0.06372862743968233,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,EMF,Payment Success,Installing community drinking water plants,WS/MP300/2024-2025/179265,2026-04-24,9.0,1.0,4.463319681510083,1.1908092186143866,-2.90837493308959,158.0,190.0126582278481,5.0689042022202315,0.04736526547198721,-1,-0.06372862743968233,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,EMF,Payment Success,Installing community drinking water plants,WS/MP300/2024-2025/179266,2026-06-20,9.0,1.0,4.463319681510083,1.1908092186143866,-2.90837493308959,158.0,190.0126582278481,5.0689042022202315,0.04736526547198721,-1,-0.06372862743968233,True
Lok Sabha,Delhi,Bansuri Swaraj,NEW DELHI,Greenz,Payment Success,Development of playfields and sports grounds,WS/MP18397/2025-2026/194463,2026-01-30,2879532.0,6.4593220599924335,5.649264549534103,0.3569187115608803,2.2695854384203593,38.0,727692.7631578947,3.6635616461296463,3.957071096191731,-1,-0.06350727920087851,True
Lok Sabha,Punjab,DR DHARAMVIRA GANDHI,PATIALA,KOURA IRON STORE,Payment Success,Setting up of kitchen and pantries,WS/MP18158/2025-2026/231484,2026-03-19,438.0,2.6424645202421213,4.699928377134102,0.5546092002274752,-3.7097542847253586,4.0,25399.5,1.6094379124341003,0.01724443394555011,-1,-0.06346885737039754,True
Lok Sabha,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,EMF,Payment Success,Construction of community centers and community halls,WS/MP18350/2025-2026/178756,2026-03-28,10.0,1.0413926851582251,4.463319681510083,1.1908092186143866,-2.873614801482287,158.0,190.0126582278481,5.0689042022202315,0.05262807274665245,-1,-0.06341893446954117,True
Rajya Sabha,Uttar Pradesh,Smt. Darshana Singh (2022-28) (2022-2028),,RMK ENTERPRISES,Payment Success,Lighting of public spaces,WS/MP203/2025-2026/238277,2025-11-26,2851200.0,6.455027834676648,5.2394868954404945,0.5548947427641531,2.1905793037091272,165.0,752549.0303030303,5.111987788356544,3.788723239536834,-1,-0.06322509102031149,True
Rajya Sabha,Jammu And Kashmir,Shri Gulam Ali (2022-28) (2022-2028),,COMPUTER SOLUTIONS,Payment Success,Lighting of public spaces,WS/MP839/2025-2026/191381,2025-05-26,2673000.0,6.42699912123106,5.368253220391357,0.4197357532673082,2.5224105704558415,102.0,738529.4117647059,4.634728988229636,3.6193548387096772,-1,-0.06312917571317156,True
Rajya Sabha,Jammu And Kashmir,Shri Gulam Ali (2022-28) (2022-2028),,BIHARI JI MAHADEV ASSOCIATES,Payment Success,Lighting of public spaces,WS/MP839/2024-2025/174297,2025-03-09,2430000.0,6.3856064523202845,5.368253220391357,0.4197357532673082,2.423794551714129,193.0,649899.8445595854,5.267858159063328,3.7390376691761276,-1,-0.06298307486342314,True
Lok Sabha,West Bengal,KALIPADA SAREN,JHARGRAM(ST),ATANU PATRA,Payment Success,Lighting of public spaces,WS/MP18272/2024-2025/163369,2025-04-24,3020897.0,6.4801360616569275,5.595904606090499,0.4383067199146974,2.0173805588436258,48.0,717232.0208333334,3.8918202981106265,4.211882504200102,-1,-0.06297509655012978,True
Lok Sabha,Kerala,SHAFI PARAMBIL,VADAKARA,TEAM SPORTS WEARS,Payment Success,Purchase of sports equipment,WS/MP18097/2026-2027/178965,2026-05-23,1701.0,3.230959555748569,5.501593744247948,0.48467972305758084,-4.684813662463911,2.0,76134.5,1.0986122886681098,0.02234203941708424,-1,-0.0628065435041043,True
Lok Sabha,Jammu And Kashmir,AGA SYED RUHULLAH MEHDI,SRINAGAR,Alyas ahmad mir,Payment In-Progress,Street lights,WS/MP18260/2025-2026/186682,2026-03-31,682.0,2.8344207036815328,5.368253220391357,0.4197357532673082,-6.036732627578084,4.0,669454.75,1.6094379124341003,0.0010187395040516182,-1,-0.06243908510864937,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2025-2026/187255,2025-12-19,13.0,1.146128035678238,4.463319681510083,1.1908092186143866,-2.785661711362711,158.0,190.0126582278481,5.0689042022202315,0.06841649457064819,-1,-0.06238958465929367,True
Rajya Sabha,Uttar Pradesh,Shri Javed Ali Khan (2022-28) (2022-2028),,COMPUTER SOLUTIONS,Payment Success,Lighting of public spaces,WS/MP187/2025-2026/194547,2025-06-23,2916000.0,6.464787668580919,5.2394868954404945,0.5548947427641531,2.208167925752387,102.0,738529.4117647059,4.634728988229636,3.9483870967741934,-1,-0.06235556239791962,True
Lok Sabha,Rajasthan,Bhagirath Chaudhary,AJMER,DIPALI GOYAL,Payment In-Progress,Construction of community centers and community halls,WS/MP719/2025-2026/230890,2026-08-18,60.0,1.7853298350107671,4.465815975724242,0.9043060886805357,-2.9641358985258477,6.0,5543.833333333333,1.9459101490553132,0.010822836184348978,-1,-0.06233876060214516,True
Lok Sabha,Punjab,Shri Amar Singh,FATEHGARH SAHIB(SC),AGGARWAL IRON STORE,Payment Success,Construction of rooms and halls in school and colleges,WS/MP380/2025-2026/199112,2025-12-09,449.0,2.6532125137753435,4.699928377134102,0.5546092002274752,-3.690374884728363,4.0,80889.25,1.6094379124341003,0.005550799395469732,-1,-0.062231391447493345,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,EMF,Payment Success,Construction of public libraries and reading rooms,WS/MP300/2025-2026/199511,2026-07-18,14.0,1.1760912590556813,4.463319681510083,1.1908092186143866,-2.760499642654251,158.0,190.0126582278481,5.0689042022202315,0.07367930184531343,-1,-0.06208049553830397,True
Lok Sabha,Uttar Pradesh,ANAND BHADAURIYA,DHAURAHRA,MANNAT CONSTRUCTION,Payment Success,Lighting of public spaces,WS/MP18212/2025-2026/259219,2026-04-09,1253155.0,6.09800513781143,5.2394868954404945,0.5548947427641531,1.5471731415120504,259.0,200486.14671814672,5.560681631015528,6.250581501582485,-1,-0.061530269656409176,True
Lok Sabha,Punjab,MALVINDER SINGH KANG,ANANDPUR SAHIB,Raj Digital Studio,Payment Success,Construction of buildings for community cultural activities,WS/MP18311/2025-2026/193260,2025-09-25,83.0,1.9242792860618816,4.699928377134102,0.5546092002274752,-5.004693557073659,1.0,83.0,0.6931471805599453,1.0,-1,-0.061332057542780705,True
Lok Sabha,Uttar Pradesh,Prof SP Singh Baghel,AGRA(SC),TANYA CONSTRUCTION,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP494/2024-2025/137215,2024-10-11,2097168.0,6.321633429421028,5.2394868954404945,0.5548947427641531,1.9501834322486602,98.0,398686.2755102041,4.59511985013459,5.260196121163756,-1,-0.061098879491473745,True
Rajya Sabha,Uttar Pradesh,Shri Mithlesh Kumar (2022-28) (2022-2028),,SHRI GURU KRIPA NARSINGH ASSOCIATES,Payment Success,Lighting of public spaces,WS/MP190/2026-2027/282964,2026-06-15,3993600.0,6.601364672413914,5.2394868954404945,0.5548947427641531,2.4542992968168353,133.0,1279451.2030075188,4.897839799950911,3.121338266447768,-1,-0.06041802915135719,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,CDO Zilla Parishad DMF,Payment Success,Installing community drinking water plants,WS/MP300/2024-2025/179262,2026-05-25,6.0,0.8450980400142568,4.463319681510083,1.1908092186143866,-3.0384561900737985,32.0,388.8125,3.4965075614664802,0.015431602636232116,-1,-0.06040601579885019,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,CDO Zilla Parishad DMF,Payment Success,Installing community drinking water plants,WS/MP300/2024-2025/179268,2026-06-30,5.0,0.7781512503836436,4.463319681510083,1.1908092186143866,-3.0946757662948423,32.0,388.8125,3.4965075614664802,0.012859668863526763,-1,-0.06040601579885019,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,CDO Zilla Parishad DMF,Payment Success,Installing community drinking water plants,WS/MP300/2024-2025/179263,2026-05-25,6.0,0.8450980400142568,4.463319681510083,1.1908092186143866,-3.0384561900737985,32.0,388.8125,3.4965075614664802,0.015431602636232116,-1,-0.06040601579885019,True
Lok Sabha,Manipur,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),Raman Chihansung,Payment Success,Installing hand pumps,WS/MP18370/2025-2026/275361,2026-03-30,6000000.0,6.7781513227660515,5.931047171769868,0.4101736976150395,2.065232743887972,24.0,1750000.0,3.2188758248682006,3.4285714285714284,-1,-0.060401096493900575,True
Lok Sabha,Manipur,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),Raman Chihansung,Payment Success,Installing tube-wells and borewells,WS/MP18370/2025-2026/229508,2025-11-18,6000000.0,6.7781513227660515,5.931047171769868,0.4101736976150395,2.065232743887972,24.0,1750000.0,3.2188758248682006,3.4285714285714284,-1,-0.060401096493900575,True
Lok Sabha,Manipur,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),Raman Chihansung,Payment Success,Installing hand pumps,WS/MP18370/2026-2027/282656,2026-07-22,6000000.0,6.7781513227660515,5.931047171769868,0.4101736976150395,2.065232743887972,24.0,1750000.0,3.2188758248682006,3.4285714285714284,-1,-0.060401096493900575,True
Rajya Sabha,Sikkim,Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),,RAJU ENTERPRISES,Payment Success,Construction of boundary walls of existing public and community buildings,WS/MP18282/2024-2025/137625,2024-10-29,2343869.0,6.369933520380049,5.616676176043141,0.47087436241887004,1.5996992073797422,51.0,431634.8431372549,3.9512437185814275,5.430212683860364,-1,-0.06013701567641694,True
Lok Sabha,Uttar Pradesh,KISHORI LAL,AMETHI,AADI AND RUDRANSH CONSTRUCTION COMPANY,Payment Success,Setting up public non-conventional energy plants,WS/MP18200/2025-2026/228662,2025-10-06,4323900.0,6.635875741792393,5.2394868954404945,0.5548947427641531,2.5164931990451493,46.0,1385226.3043478262,3.8501476017100584,3.1214394257664067,-1,-0.06013016526045134,True
Rajya Sabha,Uttar Pradesh,Shri Hardeep Singh Puri (2020-26) (2020-2026),,ASHIRWAD ENTERPRISES,Payment Success,Construction of additional rooms and halls in the existing public and community building,WS/MP019/2023-2024/48381,2025-03-31,2335534.0,6.368386379948773,5.2394868954404945,0.5548947427641531,2.0344389620358947,17.0,456227.2694117647,2.8903717578961645,5.119233672751114,-1,-0.06012218780437539,True
Lok Sabha,Uttar Pradesh,Ashok Kumar Rawat,MISRIKH(SC),SHRI GURU KRIPA NARSINGH ASSOCIATES,Payment In-Progress,Lighting of public spaces,WS/MP507/2026-2027/290535,2026-08-24,4003098.0,6.602396330705168,5.2394868954404945,0.5548947427641531,2.456158493186429,133.0,1279451.2030075188,4.897839799950911,3.128761761753938,-1,-0.06010982911482232,True
Lok Sabha,Haryana,SATPAL BRAHAMCHARI,SONEPAT,Pradeep,Payment Success,Construction of common work sheds/ common covered sitting area,WS/MP18067/2025-2026/180213,2026-02-12,664.0,2.8228216453031045,5.128163022969908,0.5620398924688407,-4.101739767154714,6.0,73151.16666666667,1.9459101490553132,0.009077093780687025,-1,-0.06005006681841918,True
Lok Sabha,Uttar Pradesh,RAM PRASAD CHAUDHARY,BASTI,JAI CONSTRUCTION,Payment Success,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18208/2024-2025/150097,2025-02-19,3007820.0,6.478251987163824,5.2394868954404945,0.5548947427641531,2.2324325610881517,156.0,846926.5128205129,5.056245805348308,3.551453348630072,-1,-0.05999850838020826,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,EMF,Payment In-Progress,Construction of community centers and community halls,WS/MP300/2026-2027/226384,2026-08-29,17.0,1.255272505103306,4.463319681510083,1.1908092186143866,-2.6940059971484165,158.0,190.0126582278481,5.0689042022202315,0.08946772366930918,-1,-0.05998466018902804,True
Lok Sabha,Odisha,ANANTA NAYAK,KEONJHAR(ST),EMF,Payment Success,Construction of community centers and community halls,WS/MP18146/2025-2026/157689,2026-06-20,17.0,1.255272505103306,4.463319681510083,1.1908092186143866,-2.6940059971484165,158.0,190.0126582278481,5.0689042022202315,0.08946772366930918,-1,-0.05998466018902804,True
Lok Sabha,Odisha,Smt Aparajita Sarangi,BHUBANESWAR,EMF,Payment Success,Construction of public libraries and reading rooms,WS/MP300/2025-2026/199515,2026-08-13,17.0,1.255272505103306,4.463319681510083,1.1908092186143866,-2.6940059971484165,158.0,190.0126582278481,5.0689042022202315,0.08946772366930918,-1,-0.05998466018902804,True
Lok Sabha,Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,R K Construction,Payment Success,Street lights,WS/MP18041/2024-2025/143087,2025-03-27,3400000.0,6.5314790447759075,5.736858468527226,0.41014968640951016,1.9373916464617267,182.0,861203.7912087912,5.209486152841421,3.947962183524225,-1,-0.05944096808357302,True
Rajya Sabha,Odisha,Dr. Sasmit Patra (2022-28) (2022-2028),,EMF,Payment Success,Construction of rooms and halls in school and colleges,WS/MP131/2024-2025/92627,2025-12-11,628.0,2.798650645445269,4.463319681510083,1.1908092186143866,-1.397930928013646,158.0,190.0126582278481,5.0689042022202315,3.305042968489774,-1,-0.05943002124957186,True
Lok Sabha,Odisha,Shri Bhartruhari Mahtab,CUTTACK,DMF FUND NAYAGARH,Payment Success,Construction of community centers and community halls,WS/MP372/2025-2026/185708,2025-09-23,5.0,0.7781512503836436,4.463319681510083,1.1908092186143866,-3.0946757662948423,42.0,215.14285714285714,3.7612001156935624,0.023240371845949535,-1,-0.059320025345048655,True
Lok Sabha,Uttar Pradesh,UTKARSH VERMA MADHUR,KHERI,Shiv kumar thekedar,Payment Success,Lighting of public spaces,WS/MP18226/2025-2026/259848,2026-05-12,968050.0,5.985898237923194,5.2394868954404945,0.5548947427641531,1.3451404112508352,294.0,117241.88775510204,5.68697535633982,8.25686125100688,-1,-0.05923189924989192,True
Lok Sabha,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,B VEERESH,Payment Success,Development of playground,WS/MP18011/2025-2026/221108,2025-12-13,2831133.0,6.451960425381823,5.60773170892532,0.3625772186175567,2.32841081322042,11.0,710876.6363636364,2.4849066497880004,3.982593962409793,-1,-0.05874768438939448,True
Rajya Sabha,Uttar Pradesh,Shri Ramji (2020-26) (2020-2026),,BALAJI SUPPLIER,Payment Success,Lighting of public spaces,WS/MP198/2023-2024/56888,2024-01-29,1980996.0,6.296883817848274,5.2394868954404945,0.5548947427641531,1.9055810785671918,158.0,394371.7088607595,5.0689042022202315,5.023169653123948,-1,-0.058456776552770706,True
