house,state,work_category,work_title,mp_name,constituency,recommended_date,sanction_date,sanction_amount,work_status,delay_days,delay_days_cleaned,delay_days_filled,log_amount,cat_amount_diff,anomaly_prediction,anomaly_score,is_anomaly
Rajya Sabha,Uttar Pradesh,Normal/Others,WS/MP196/2025-2026/208469-Purchase of books and periodicals for libraries/digitization of library books,Shri Brij Lal (2020-26) (2020-2026),,2025-06-13,2025-12-31,7500000.0,Vendor Identification,201,201,201,6.875061321297627,1.3417464150860834,-1,-0.047346745489468156,True
Lok Sabha,Uttar Pradesh,Normal/Others,WS/MP18210/2025-2026/195532-Lighting of public spaces,VIRENDRA SINGH,CHANDAULI,2025-04-30,2025-05-01,9026089.0,Physical Inspection,1,1,1,6.955499659597212,1.4221847533856682,-1,-0.047078076191406026,True
Lok Sabha,West Bengal,Normal/Others,WS/MP858/2025-2026/157697-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Asit Kumar Mal,BOLPUR(SC),2024-12-10,2025-09-25,5832150.0,Sanction,289,289,289,6.765828759757418,1.232513853545874,-1,-0.04704600051363472,True
Lok Sabha,Uttar Pradesh,Normal/Others,WS/MP815/2026-2027/263826-Street lights,Ram Shiromani,SHRAWASTI,2026-02-04,2026-08-18,2610.0,Sanction,195,195,195,3.4168068718229443,-2.1165080343885996,-1,-0.04703594568519631,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP112/2026-2027/146631-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),,2024-10-10,2026-05-20,2500000.0,Physical Inspection,587,587,587,6.397940182389796,0.864625276178252,-1,-0.04700201452751296,True
Lok Sabha,Maharashtra,Normal/Others,WS/MP664/2026-2027/146583-Construction of community centers and community halls,Arvind Ganpat Sawant,MUMBAI SOUTH,2024-10-09,2026-05-18,2500000.0,Vendor Identification,586,586,586,6.397940182389796,0.864625276178252,-1,-0.04700201452751296,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP755/2026-2027/152826-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,2024-11-16,2026-06-22,2500000.0,Physical Inspection,583,583,583,6.397940182389796,0.864625276178252,-1,-0.04700201452751296,True
Lok Sabha,Haryana,Normal/Others,"WS/MP18063/2025-2026/246454-Construction of roads, link roads, pathways or any other road with or without drainage system",MANOHAR LAL,KARNAL,2025-12-16,2025-12-19,9386764.0,Vendor Identification,3,3,3,6.972515945331417,1.4392010391198733,-1,-0.04696511846293239,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP18290/2025-2026/224958-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Chandrakant Damodar Handore (2024-30) (2024-2030),,2025-09-01,2026-03-16,7500000.0,Vendor Identification,196,196,196,6.875061321297627,1.3417464150860834,-1,-0.04671167454058989,True
Lok Sabha,Uttar Pradesh,Normal/Others,WS/MP18233/2025-2026/218164-Lighting of public spaces,PRAVEEN PATEL,PHULPUR,2025-07-14,2025-08-23,10471626.0,Physical Inspection,40,40,40,7.0200141642219585,1.4866992580104146,-1,-0.046598452008236424,True
Rajya Sabha,Uttar Pradesh,Normal/Others,WS/MP201/2026-2027/285918-Lighting of public spaces,Smt. Sangeeta Yadav (2022-28) (2022-2028),,2026-06-15,2026-07-14,10732800.0,Work partially Completed,29,29,29,7.030713077054201,1.497398170842657,-1,-0.04642405435198638,True
Lok Sabha,Manipur,Normal/Others,WS/MP18370/2024-2025/155524-Development of playground,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),2024-11-28,2024-12-27,11000000.0,Vendor Identification,29,29,29,7.04139272463954,1.5080778184279957,-1,-0.04642405435198638,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP18290/2025-2026/224957-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Chandrakant Damodar Handore (2024-30) (2024-2030),,2025-09-01,2026-03-16,7000000.0,Vendor Identification,196,196,196,6.845098102056321,1.311783195844777,-1,-0.04607717624045937,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP18290/2025-2026/224955-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Chandrakant Damodar Handore (2024-30) (2024-2030),,2025-09-01,2026-03-16,7000000.0,Vendor Identification,196,196,196,6.845098102056321,1.311783195844777,-1,-0.04607717624045937,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP18290/2025-2026/224956-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Chandrakant Damodar Handore (2024-30) (2024-2030),,2025-09-01,2026-03-16,7000000.0,Vendor Identification,196,196,196,6.845098102056321,1.311783195844777,-1,-0.04607717624045937,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP116/2025-2026/174233-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Sanjay Raut (2022-28) (2022-2028),,2025-02-07,2026-03-31,3500000.0,Sanction,417,417,417,6.5440681684343955,1.0107532622228517,-1,-0.046033588499639455,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP116/2025-2026/174184-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Sanjay Raut (2022-28) (2022-2028),,2025-02-07,2026-03-31,3500000.0,Sanction,417,417,417,6.5440681684343955,1.0107532622228517,-1,-0.046033588499639455,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP116/2025-2026/174221-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Sanjay Raut (2022-28) (2022-2028),,2025-02-07,2026-03-31,3500000.0,Sanction,417,417,417,6.5440681684343955,1.0107532622228517,-1,-0.046033588499639455,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP116/2025-2026/174225-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Sanjay Raut (2022-28) (2022-2028),,2025-02-07,2026-03-31,3500000.0,Sanction,417,417,417,6.5440681684343955,1.0107532622228517,-1,-0.046033588499639455,True
Rajya Sabha,Maharashtra,Normal/Others,"WS/MP116/2025-2026/174229-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Sanjay Raut (2022-28) (2022-2028),,2025-02-07,2026-03-31,3500000.0,Sanction,417,417,417,6.5440681684343955,1.0107532622228517,-1,-0.046033588499639455,True
Rajya Sabha,Maharashtra,Normal/Others,WS/MP116/2025-2026/174222-Construction of public toilets and bathrooms,Shri Sanjay Raut (2022-28) (2022-2028),,2025-02-07,2026-03-31,3500000.0,Sanction,417,417,417,6.5440681684343955,1.0107532622228517,-1,-0.046033588499639455,True
Lok Sabha,Tamil Nadu,Normal/Others,WS/MP458/2025-2026/149728-Construction of rooms and halls in school and colleges,Kanimozhi Karunanidhi,THOOTHUKKUDI,2024-11-02,2025-11-28,3600000.0,Physical Inspection,391,391,391,6.556302621404627,1.022987715193083,-1,-0.04601486534649912,True
Lok Sabha,Uttar Pradesh,Normal/Others,WS/MP18200/2025-2026/203486-Setting up public non-conventional energy plants,KISHORI LAL,AMETHI,2025-05-25,2025-11-13,7908440.0,Physical Inspection,172,172,172,6.898090878968193,1.3647759727566493,-1,-0.04596597541392622,True
Lok Sabha,Kerala,Normal/Others,WS/MP632/2026-2027/134591-Purchase of furniture and fixtures for educational purposes,Anto Antony,PATHANAMTHITTA,2024-09-20,2026-07-09,96734.0,Sanction,657,657,657,4.985583635993023,-0.5477312702185211,-1,-0.045948808089054105,True
Rajya Sabha,Karnataka,Normal/Others,"WS/MP838/2026-2027/228293-Construction of roads, link roads, pathways or any other road with or without drainage system",Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),,2025-08-22,2026-07-15,5000000.0,Sanction,327,327,327,6.698970091194907,1.165655184983363,-1,-0.04594674329593651,True
Rajya Sabha,Karnataka,Normal/Others,"WS/MP838/2026-2027/228289-Construction of roads, link roads, pathways or any other road with or without drainage system",Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),,2025-08-22,2026-07-15,5000000.0,Time Estimation,327,327,327,6.698970091194907,1.165655184983363,-1,-0.04594674329593651,True
Rajya Sabha,Karnataka,Normal/Others,"WS/MP838/2026-2027/228294-Construction of roads, link roads, pathways or any other road with or without drainage system",Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),,2025-08-22,2026-07-15,5000000.0,Sanction,327,327,327,6.698970091194907,1.165655184983363,-1,-0.04594674329593651,True
Rajya Sabha,Karnataka,Normal/Others,"WS/MP838/2026-2027/228288-Construction of roads, link roads, pathways or any other road with or without drainage system",Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),,2025-08-22,2026-07-15,5000000.0,Vendor Identification,327,327,327,6.698970091194907,1.165655184983363,-1,-0.04594674329593651,True
Rajya Sabha,Karnataka,Normal/Others,"WS/MP833/2025-2026/177983-Construction of roads, link roads, pathways or any other road with or without drainage system",Shri Jairam Ramesh (2022-28) (2022-2028),,2025-02-28,2026-01-21,5000000.0,Work partially Completed,327,327,327,6.698970091194907,1.165655184983363,-1,-0.04594674329593651,True
Rajya Sabha,Kerala,Normal/Others,"WS/MP102/2025-2026/229641-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",Smt. Jebi Mather Hisham (2022-28) (2022-2028),,2025-08-27,2025-09-23,10000000.0,Sanction,27,27,27,7.000000043429446,1.466685137217902,-1,-0.045519912373136795,True
Lok Sabha,Uttar Pradesh,Normal/Others,WS/MP18242/2024-2025/156952-Lighting of public spaces,RAMBHUAL NISHAD,SULTANPUR,2024-12-04,2024-12-31,10074960.0,Physical Inspection,27,27,27,7.003243373669963,1.469928467458419,-1,-0.045519912373136795,True
Rajya Sabha,Uttar Pradesh,Normal/Others,"WS/MP183/2024-2025/133372-Construction of roads, link roads, pathways or any other road with or without drainage system",Prof. Ram Gopal Yadav (2020-26) (2020-2026),,2024-07-11,2024-10-17,9100000.0,Work partially Completed,98,98,98,6.959041440045759,1.425726533834215,-1,-0.045435817433727155,True
Rajya Sabha,Chhattisgarh,Normal/Others,"WS/MP225/2025-2026/140121-Purchase of ambulances (Four, three and two wheelers)",Smt. Ranjeet Ranjan (2022-28) (2022-2028),,2024-09-09,2026-02-18,2700000.0,Vendor Identification,527,527,527,6.431363925008766,0.8980490187972219,-1,-0.04539769405961558,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224839-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224835-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224862-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224865-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224837-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224863-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224861-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224872-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224838-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224840-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224836-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224873-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224864-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224871-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224857-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224858-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224849-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224850-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224851-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224853-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224852-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224860-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224859-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224854-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224870-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224869-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224856-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224867-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224855-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224866-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224868-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224877-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224875-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224881-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224882-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224884-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224883-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224886-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224885-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224878-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224880-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224876-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224874-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224879-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224848-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224887-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224842-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224846-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224841-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224893-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224892-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224889-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224888-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224891-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224890-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
Lok Sabha,Chhattisgarh,Normal/Others,WS/MP18278/2025-2026/224847-Purchase of books and periodicals for libraries/digitization of library books,KAMLESH JANGDE,JANJGIR CHAMPA(SC),2025-08-04,2026-01-22,10000.0,Physical Inspection,171,171,171,4.000043427276863,-1.5332714789346813,-1,-0.04518026949040843,True
