sr_no,state,constituency,mp_name,work,work_category,recommended_date,recommended_amount
862,Bihar,Constituency_155,MP_Name_155,BR/569/2021-2022/1862 - Construction of Roads facility,Drinking Water,07-11-2024,1632041
863,Bihar,Constituency_155,MP_Name_155,BR/788/2023-2024/1863 - Construction of Health facility,Roads,01-08-2022,1829017
864,Delhi,Constituency_156,MP_Name_156,DL/453/2021-2022/1864 - Construction of Education facility,Drinking Water,14-07-2021,844311
865,Delhi,Constituency_156,MP_Name_156,DL/657/2021-2022/1865 - Construction of Health facility,Education,22-11-2024,519207
866,Delhi,Constituency_156,MP_Name_156,DL/448/2022-2023/1866 - Construction of Health facility,Sanitation,23-06-2023,1023557
867,Delhi,Constituency_156,MP_Name_156,DL/239/2023-2024/1867 - Construction of Electricity facility,Education,27-02-2024,1151570
868,Delhi,Constituency_156,MP_Name_156,DL/701/2021-2022/1868 - Construction of Roads facility,Electricity,29-07-2022,902429
869,Delhi,Constituency_156,MP_Name_156,DL/555/2023-2024/1869 - Construction of Roads facility,Health,29-06-2023,1855389
870,Madhya Pradesh,Constituency_157,MP_Name_157,MP/533/2021-2022/1870 - Construction of Drinking Water facility,Sanitation,31-10-2023,642332
871,Madhya Pradesh,Constituency_157,MP_Name_157,MP/729/2022-2023/1871 - Construction of Health facility,Electricity,07-05-2022,671209
872,Madhya Pradesh,Constituency_157,MP_Name_157,MP/171/2022-2023/1872 - Construction of Drinking Water facility,Roads,28-06-2023,569618
873,Madhya Pradesh,Constituency_157,MP_Name_157,MP/190/2022-2023/1873 - Construction of Drinking Water facility,Roads,20-05-2024,1960158
874,Madhya Pradesh,Constituency_157,MP_Name_157,MP/581/2022-2023/1874 - Construction of Health facility,Health,20-09-2021,1466845
875,Madhya Pradesh,Constituency_157,MP_Name_157,MP/631/2023-2024/1875 - Construction of Roads facility,Education,19-02-2022,1508160
876,Madhya Pradesh,Constituency_157,MP_Name_157,MP/648/2022-2023/1876 - Construction of Health facility,Health,26-05-2021,1253731
877,Maharashtra,Constituency_158,MP_Name_158,MH/521/2022-2023/1877 - Construction of Education facility,Electricity,23-07-2023,962064
878,Maharashtra,Constituency_158,MP_Name_158,MH/275/2021-2022/1878 - Construction of Sanitation facility,Electricity,20-09-2021,1494575
879,Maharashtra,Constituency_158,MP_Name_158,MH/721/2023-2024/1879 - Construction of Drinking Water facility,Electricity,22-02-2024,839133
880,Maharashtra,Constituency_158,MP_Name_158,MH/526/2023-2024/1880 - Construction of Health facility,Roads,30-09-2022,770088
881,Maharashtra,Constituency_158,MP_Name_158,MH/957/2021-2022/1881 - Construction of Health facility,Electricity,30-05-2023,1983563
882,Maharashtra,Constituency_158,MP_Name_158,MH/151/2021-2022/1882 - Construction of Health facility,Roads,02-10-2024,690516
883,Maharashtra,Constituency_158,MP_Name_158,MH/575/2023-2024/1883 - Construction of Drinking Water facility,Health,13-04-2023,1645963
884,Bihar,Constituency_159,MP_Name_159,BR/947/2021-2022/1884 - Construction of Roads facility,Health,09-10-2024,859086
885,Bihar,Constituency_159,MP_Name_159,BR/904/2022-2023/1885 - Construction of Health facility,Health,27-05-2023,952680
886,Bihar,Constituency_159,MP_Name_159,BR/766/2021-2022/1886 - Construction of Drinking Water facility,Sanitation,01-03-2022,970472
887,Rajasthan,Constituency_160,MP_Name_160,RJ/286/2023-2024/1887 - Construction of Health facility,Drinking Water,04-07-2021,505406
888,Rajasthan,Constituency_160,MP_Name_160,RJ/977/2022-2023/1888 - Construction of Electricity facility,Drinking Water,15-09-2023,1684828
889,Rajasthan,Constituency_160,MP_Name_160,RJ/974/2023-2024/1889 - Construction of Electricity facility,Drinking Water,19-05-2024,1818852
890,Rajasthan,Constituency_160,MP_Name_160,RJ/737/2023-2024/1890 - Construction of Health facility,Health,19-11-2023,966885
891,Rajasthan,Constituency_160,MP_Name_160,RJ/892/2022-2023/1891 - Construction of Education facility,Electricity,15-12-2022,839169
892,Rajasthan,Constituency_160,MP_Name_160,RJ/712/2023-2024/1892 - Construction of Sanitation facility,Electricity,27-06-2024,1390148
893,Tamil Nadu,Constituency_161,MP_Name_161,TN/223/2023-2024/1893 - Construction of Roads facility,Sanitation,26-06-2021,1937200
894,Tamil Nadu,Constituency_161,MP_Name_161,TN/627/2023-2024/1894 - Construction of Education facility,Health,29-12-2024,1688729
895,Tamil Nadu,Constituency_161,MP_Name_161,TN/294/2022-2023/1895 - Construction of Sanitation facility,Roads,09-11-2021,1677334
896,Tamil Nadu,Constituency_161,MP_Name_161,TN/460/2022-2023/1896 - Construction of Drinking Water facility,Drinking Water,10-03-2022,1757212
897,Tamil Nadu,Constituency_161,MP_Name_161,TN/145/2021-2022/1897 - Construction of Education facility,Education,31-12-2022,1905684
898,Tamil Nadu,Constituency_161,MP_Name_161,TN/357/2021-2022/1898 - Construction of Drinking Water facility,Drinking Water,05-05-2024,766397
899,Tamil Nadu,Constituency_161,MP_Name_161,TN/760/2022-2023/1899 - Construction of Roads facility,Health,28-09-2022,1251462
900,Tamil Nadu,Constituency_161,MP_Name_161,TN/172/2023-2024/1900 - Construction of Roads facility,Roads,09-06-2022,1025963
901,Madhya Pradesh,Constituency_162,MP_Name_162,MP/726/2022-2023/1901 - Construction of Roads facility,Health,18-01-2024,1127160
902,Madhya Pradesh,Constituency_162,MP_Name_162,MP/991/2023-2024/1902 - Construction of Roads facility,Sanitation,07-04-2022,659258
903,Madhya Pradesh,Constituency_162,MP_Name_162,MP/798/2023-2024/1903 - Construction of Roads facility,Health,16-10-2024,1161281
904,Madhya Pradesh,Constituency_162,MP_Name_162,MP/772/2022-2023/1904 - Construction of Roads facility,Electricity,23-12-2023,1594166
905,Madhya Pradesh,Constituency_162,MP_Name_162,MP/806/2022-2023/1905 - Construction of Education facility,Electricity,11-12-2024,1496878
906,Gujarat,Constituency_163,MP_Name_163,GJ/635/2022-2023/1906 - Construction of Education facility,Roads,10-12-2022,1437569
907,Gujarat,Constituency_163,MP_Name_163,GJ/790/2023-2024/1907 - Construction of Drinking Water facility,Electricity,13-05-2023,907392
908,Gujarat,Constituency_163,MP_Name_163,GJ/469/2021-2022/1908 - Construction of Electricity facility,Health,14-05-2022,1396827
909,Gujarat,Constituency_163,MP_Name_163,GJ/998/2022-2023/1909 - Construction of Sanitation facility,Electricity,19-01-2023,1039729
910,Gujarat,Constituency_163,MP_Name_163,GJ/840/2022-2023/1910 - Construction of Education facility,Sanitation,26-05-2021,754560
911,Gujarat,Constituency_163,MP_Name_163,GJ/589/2022-2023/1911 - Construction of Drinking Water facility,Health,19-05-2023,1494326
912,Karnataka,Constituency_164,MP_Name_164,KA/152/2021-2022/1912 - Construction of Education facility,Electricity,30-06-2021,1336973
913,Karnataka,Constituency_164,MP_Name_164,KA/287/2023-2024/1913 - Construction of Roads facility,Electricity,19-01-2022,515020
914,Karnataka,Constituency_164,MP_Name_164,KA/554/2022-2023/1914 - Construction of Drinking Water facility,Electricity,02-08-2022,1660874
915,Karnataka,Constituency_164,MP_Name_164,KA/604/2023-2024/1915 - Construction of Education facility,Roads,19-10-2024,1758011
916,Karnataka,Constituency_164,MP_Name_164,KA/755/2022-2023/1916 - Construction of Electricity facility,Sanitation,13-03-2022,920935
917,Karnataka,Constituency_164,MP_Name_164,KA/772/2022-2023/1917 - Construction of Sanitation facility,Electricity,22-01-2021,1173529
918,Karnataka,Constituency_164,MP_Name_164,KA/725/2023-2024/1918 - Construction of Electricity facility,Drinking Water,22-04-2024,534776
919,Karnataka,Constituency_164,MP_Name_164,KA/833/2021-2022/1919 - Construction of Roads facility,Roads,07-10-2021,1188726
920,Rajasthan,Constituency_165,MP_Name_165,RJ/198/2022-2023/1920 - Construction of Roads facility,Sanitation,13-02-2024,976212
921,Rajasthan,Constituency_165,MP_Name_165,RJ/618/2023-2024/1921 - Construction of Education facility,Education,04-10-2021,1376347
922,Rajasthan,Constituency_165,MP_Name_165,RJ/478/2022-2023/1922 - Construction of Roads facility,Sanitation,24-09-2021,1908795
923,Rajasthan,Constituency_165,MP_Name_165,RJ/802/2021-2022/1923 - Construction of Roads facility,Roads,25-11-2022,926440
924,Rajasthan,Constituency_165,MP_Name_165,RJ/258/2022-2023/1924 - Construction of Roads facility,Electricity,22-10-2023,1033857
925,Rajasthan,Constituency_165,MP_Name_165,RJ/967/2022-2023/1925 - Construction of Roads facility,Education,11-07-2021,906077
926,Rajasthan,Constituency_165,MP_Name_165,RJ/586/2021-2022/1926 - Construction of Roads facility,Education,16-07-2022,1093398
927,Delhi,Constituency_166,MP_Name_166,DL/560/2022-2023/1927 - Construction of Health facility,Electricity,19-02-2023,1919827
928,Delhi,Constituency_166,MP_Name_166,DL/476/2023-2024/1928 - Construction of Health facility,Sanitation,13-06-2021,1231892
929,Delhi,Constituency_166,MP_Name_166,DL/554/2021-2022/1929 - Construction of Health facility,Roads,25-05-2021,613768
930,Delhi,Constituency_166,MP_Name_166,DL/929/2021-2022/1930 - Construction of Sanitation facility,Health,19-01-2022,1804008
931,Delhi,Constituency_166,MP_Name_166,DL/895/2021-2022/1931 - Construction of Health facility,Education,07-07-2023,1394111
932,Delhi,Constituency_166,MP_Name_166,DL/973/2022-2023/1932 - Construction of Sanitation facility,Roads,24-05-2024,1716669
933,Delhi,Constituency_166,MP_Name_166,DL/328/2021-2022/1933 - Construction of Sanitation facility,Health,24-02-2023,558474
934,Delhi,Constituency_166,MP_Name_166,DL/832/2023-2024/1934 - Construction of Sanitation facility,Drinking Water,17-12-2022,662194
935,Uttar Pradesh,Constituency_167,MP_Name_167,UP/446/2022-2023/1935 - Construction of Health facility,Education,25-06-2022,569243
936,Uttar Pradesh,Constituency_167,MP_Name_167,UP/216/2021-2022/1936 - Construction of Roads facility,Education,30-08-2024,1652667
937,Uttar Pradesh,Constituency_167,MP_Name_167,UP/163/2023-2024/1937 - Construction of Health facility,Electricity,25-01-2022,1020319
938,Uttar Pradesh,Constituency_167,MP_Name_167,UP/366/2023-2024/1938 - Construction of Drinking Water facility,Electricity,20-10-2023,895993
939,Uttar Pradesh,Constituency_167,MP_Name_167,UP/998/2023-2024/1939 - Construction of Health facility,Health,27-04-2023,1256096
940,Uttar Pradesh,Constituency_167,MP_Name_167,UP/574/2021-2022/1940 - Construction of Sanitation facility,Sanitation,27-10-2022,1078438
941,Uttar Pradesh,Constituency_167,MP_Name_167,UP/295/2023-2024/1941 - Construction of Drinking Water facility,Health,10-12-2022,1134195
942,Rajasthan,Constituency_168,MP_Name_168,RJ/799/2023-2024/1942 - Construction of Health facility,Electricity,01-02-2021,744536
943,Rajasthan,Constituency_168,MP_Name_168,RJ/255/2023-2024/1943 - Construction of Drinking Water facility,Sanitation,16-12-2022,765266
944,Rajasthan,Constituency_168,MP_Name_168,RJ/886/2021-2022/1944 - Construction of Sanitation facility,Education,12-09-2022,1371088
945,Rajasthan,Constituency_168,MP_Name_168,RJ/423/2023-2024/1945 - Construction of Electricity facility,Electricity,05-01-2023,1428598
946,Rajasthan,Constituency_168,MP_Name_168,RJ/417/2022-2023/1946 - Construction of Roads facility,Electricity,04-03-2024,711911
947,Tamil Nadu,Constituency_169,MP_Name_169,TN/615/2023-2024/1947 - Construction of Electricity facility,Education,21-02-2021,779289
948,Tamil Nadu,Constituency_169,MP_Name_169,TN/316/2021-2022/1948 - Construction of Health facility,Health,27-04-2021,1569895
949,Tamil Nadu,Constituency_169,MP_Name_169,TN/283/2022-2023/1949 - Construction of Electricity facility,Health,30-09-2023,506381
950,Tamil Nadu,Constituency_169,MP_Name_169,TN/297/2023-2024/1950 - Construction of Roads facility,Sanitation,22-06-2023,1977249
951,Tamil Nadu,Constituency_169,MP_Name_169,TN/776/2021-2022/1951 - Construction of Roads facility,Education,29-05-2023,1734608
952,Uttar Pradesh,Constituency_170,MP_Name_170,UP/369/2023-2024/1952 - Construction of Electricity facility,Roads,26-05-2024,1583572
953,Uttar Pradesh,Constituency_170,MP_Name_170,UP/911/2023-2024/1953 - Construction of Roads facility,Sanitation,27-08-2024,1966073
954,Uttar Pradesh,Constituency_170,MP_Name_170,UP/941/2021-2022/1954 - Construction of Electricity facility,Sanitation,13-03-2023,1714190
955,Uttar Pradesh,Constituency_171,MP_Name_171,UP/474/2021-2022/1955 - Construction of Sanitation facility,Education,06-04-2024,505268
956,Uttar Pradesh,Constituency_171,MP_Name_171,UP/516/2023-2024/1956 - Construction of Electricity facility,Education,01-07-2024,621693
957,Uttar Pradesh,Constituency_171,MP_Name_171,UP/228/2021-2022/1957 - Construction of Drinking Water facility,Drinking Water,29-08-2021,1589340
958,Uttar Pradesh,Constituency_171,MP_Name_171,UP/333/2022-2023/1958 - Construction of Electricity facility,Drinking Water,04-04-2022,786663
959,Uttar Pradesh,Constituency_171,MP_Name_171,UP/229/2022-2023/1959 - Construction of Drinking Water facility,Roads,24-06-2021,1261534
960,Uttar Pradesh,Constituency_171,MP_Name_171,UP/582/2021-2022/1960 - Construction of Electricity facility,Sanitation,11-08-2023,1383986
961,Uttar Pradesh,Constituency_171,MP_Name_171,UP/885/2021-2022/1961 - Construction of Roads facility,Drinking Water,12-07-2021,1394684
962,Maharashtra,Constituency_172,MP_Name_172,MH/999/2022-2023/1962 - Construction of Health facility,Education,02-04-2023,950575
963,Maharashtra,Constituency_172,MP_Name_172,MH/644/2021-2022/1963 - Construction of Sanitation facility,Roads,12-07-2023,1394783
964,Maharashtra,Constituency_172,MP_Name_172,MH/105/2021-2022/1964 - Construction of Roads facility,Roads,06-12-2022,541732
965,Maharashtra,Constituency_172,MP_Name_172,MH/395/2021-2022/1965 - Construction of Health facility,Sanitation,22-03-2023,690610
966,Gujarat,Constituency_173,MP_Name_173,GJ/972/2023-2024/1966 - Construction of Education facility,Roads,21-08-2024,1381899
967,Gujarat,Constituency_173,MP_Name_173,GJ/685/2023-2024/1967 - Construction of Education facility,Electricity,03-08-2024,722321
968,Gujarat,Constituency_173,MP_Name_173,GJ/715/2023-2024/1968 - Construction of Health facility,Electricity,22-05-2024,1406530
969,Gujarat,Constituency_173,MP_Name_173,GJ/416/2022-2023/1969 - Construction of Health facility,Electricity,28-11-2023,1570019
970,Gujarat,Constituency_173,MP_Name_173,GJ/781/2023-2024/1970 - Construction of Electricity facility,Education,17-03-2023,1302193
971,Gujarat,Constituency_173,MP_Name_173,GJ/241/2022-2023/1971 - Construction of Electricity facility,Health,03-08-2023,1996974
972,Gujarat,Constituency_173,MP_Name_173,GJ/898/2023-2024/1972 - Construction of Health facility,Health,30-01-2023,901920
973,Bihar,Constituency_174,MP_Name_174,BR/780/2021-2022/1973 - Construction of Roads facility,Drinking Water,13-02-2023,694766
974,Bihar,Constituency_174,MP_Name_174,BR/788/2021-2022/1974 - Construction of Drinking Water facility,Drinking Water,31-03-2022,1392669
975,Bihar,Constituency_174,MP_Name_174,BR/477/2022-2023/1975 - Construction of Health facility,Roads,31-07-2024,1149085
976,Bihar,Constituency_174,MP_Name_174,BR/113/2023-2024/1976 - Construction of Electricity facility,Education,23-09-2022,1440590
977,Bihar,Constituency_174,MP_Name_174,BR/163/2022-2023/1977 - Construction of Electricity facility,Sanitation,12-08-2023,1676918
978,Bihar,Constituency_174,MP_Name_174,BR/671/2023-2024/1978 - Construction of Education facility,Health,13-09-2023,1880155
979,Bihar,Constituency_174,MP_Name_174,BR/420/2023-2024/1979 - Construction of Sanitation facility,Electricity,08-10-2021,1964342
980,Rajasthan,Constituency_175,MP_Name_175,RJ/179/2021-2022/1980 - Construction of Electricity facility,Electricity,23-12-2022,1443040
981,Rajasthan,Constituency_175,MP_Name_175,RJ/988/2023-2024/1981 - Construction of Sanitation facility,Sanitation,26-05-2022,1267190
982,Rajasthan,Constituency_175,MP_Name_175,RJ/839/2023-2024/1982 - Construction of Education facility,Health,19-04-2023,1011768
983,Rajasthan,Constituency_175,MP_Name_175,RJ/745/2022-2023/1983 - Construction of Roads facility,Drinking Water,12-10-2023,1332002
984,Rajasthan,Constituency_175,MP_Name_175,RJ/748/2023-2024/1984 - Construction of Roads facility,Roads,23-02-2023,1736152
985,Rajasthan,Constituency_175,MP_Name_175,RJ/116/2021-2022/1985 - Construction of Drinking Water facility,Health,30-09-2021,1489355
986,Karnataka,Constituency_176,MP_Name_176,KA/696/2022-2023/1986 - Construction of Education facility,Education,02-11-2024,1744898
987,Karnataka,Constituency_176,MP_Name_176,KA/249/2022-2023/1987 - Construction of Sanitation facility,Sanitation,13-10-2021,959627
988,Karnataka,Constituency_176,MP_Name_176,KA/330/2021-2022/1988 - Construction of Health facility,Roads,20-04-2023,1883291
989,Madhya Pradesh,Constituency_177,MP_Name_177,MP/612/2023-2024/1989 - Construction of Roads facility,Electricity,23-10-2023,504057
990,Madhya Pradesh,Constituency_177,MP_Name_177,MP/356/2022-2023/1990 - Construction of Electricity facility,Health,30-07-2024,1990067
991,Madhya Pradesh,Constituency_177,MP_Name_177,MP/538/2023-2024/1991 - Construction of Drinking Water facility,Education,29-12-2024,1788662
992,Madhya Pradesh,Constituency_177,MP_Name_177,MP/609/2023-2024/1992 - Construction of Drinking Water facility,Education,16-05-2024,1588801
993,Madhya Pradesh,Constituency_177,MP_Name_177,MP/805/2021-2022/1993 - Construction of Sanitation facility,Sanitation,20-06-2024,1249820
994,Madhya Pradesh,Constituency_177,MP_Name_177,MP/723/2023-2024/1994 - Construction of Electricity facility,Health,27-08-2024,1692538
995,Madhya Pradesh,Constituency_177,MP_Name_177,MP/260/2022-2023/1995 - Construction of Sanitation facility,Health,04-07-2021,850079
996,Madhya Pradesh,Constituency_177,MP_Name_177,MP/116/2021-2022/1996 - Construction of Sanitation facility,Roads,23-10-2022,655182
997,Maharashtra,Constituency_178,MP_Name_178,MH/580/2022-2023/1997 - Construction of Electricity facility,Roads,17-03-2023,653232
998,Maharashtra,Constituency_178,MP_Name_178,MH/111/2022-2023/1998 - Construction of Education facility,Sanitation,05-09-2023,1182159
999,Maharashtra,Constituency_178,MP_Name_178,MH/632/2023-2024/1999 - Construction of Health facility,Drinking Water,15-09-2022,743809
1000,Maharashtra,Constituency_178,MP_Name_178,MH/613/2021-2022/2000 - Construction of Sanitation facility,Electricity,28-04-2024,1359290
1001,Maharashtra,Constituency_178,MP_Name_178,MH/768/2021-2022/2001 - Construction of Drinking Water facility,Health,20-06-2022,1657446
1002,Maharashtra,Constituency_178,MP_Name_178,MH/154/2021-2022/2002 - Construction of Health facility,Education,31-05-2021,1140544
1003,Tamil Nadu,Constituency_179,MP_Name_179,TN/367/2021-2022/2003 - Construction of Drinking Water facility,Electricity,12-09-2023,841054
1004,Tamil Nadu,Constituency_179,MP_Name_179,TN/954/2023-2024/2004 - Construction of Health facility,Education,17-11-2021,1901943
1005,Tamil Nadu,Constituency_179,MP_Name_179,TN/725/2022-2023/2005 - Construction of Education facility,Drinking Water,05-10-2022,688208
1006,Tamil Nadu,Constituency_179,MP_Name_179,TN/711/2023-2024/2006 - Construction of Electricity facility,Sanitation,13-07-2023,971771
1007,West Bengal,Constituency_180,MP_Name_180,WB/812/2023-2024/2007 - Construction of Sanitation facility,Education,14-11-2024,544128
1008,West Bengal,Constituency_180,MP_Name_180,WB/463/2022-2023/2008 - Construction of Drinking Water facility,Health,17-06-2022,1010190
1009,West Bengal,Constituency_180,MP_Name_180,WB/721/2021-2022/2009 - Construction of Health facility,Education,11-09-2023,700015
1010,West Bengal,Constituency_180,MP_Name_180,WB/765/2021-2022/2010 - Construction of Health facility,Health,16-05-2022,663764
1011,West Bengal,Constituency_180,MP_Name_180,WB/513/2023-2024/2011 - Construction of Sanitation facility,Drinking Water,25-07-2023,1360160
1012,West Bengal,Constituency_180,MP_Name_180,WB/194/2022-2023/2012 - Construction of Sanitation facility,Electricity,17-07-2022,1715141
1013,West Bengal,Constituency_180,MP_Name_180,WB/320/2023-2024/2013 - Construction of Sanitation facility,Drinking Water,28-11-2022,1189205
1014,Maharashtra,Constituency_181,MP_Name_181,MH/166/2021-2022/2014 - Construction of Drinking Water facility,Education,11-04-2023,619967
1015,Maharashtra,Constituency_181,MP_Name_181,MH/869/2022-2023/2015 - Construction of Health facility,Health,09-04-2022,766440
1016,Maharashtra,Constituency_181,MP_Name_181,MH/329/2022-2023/2016 - Construction of Health facility,Roads,18-11-2024,1708331
1017,Maharashtra,Constituency_181,MP_Name_181,MH/221/2022-2023/2017 - Construction of Sanitation facility,Education,22-12-2023,876304
1018,Maharashtra,Constituency_181,MP_Name_181,MH/538/2021-2022/2018 - Construction of Education facility,Education,12-07-2022,770818
1019,Maharashtra,Constituency_181,MP_Name_181,MH/964/2023-2024/2019 - Construction of Health facility,Education,30-04-2021,750934
1020,Maharashtra,Constituency_181,MP_Name_181,MH/679/2021-2022/2020 - Construction of Sanitation facility,Health,16-12-2024,995908
1021,Tamil Nadu,Constituency_182,MP_Name_182,TN/472/2021-2022/2021 - Construction of Health facility,Roads,02-12-2021,1097571
1022,Tamil Nadu,Constituency_182,MP_Name_182,TN/576/2022-2023/2022 - Construction of Education facility,Education,28-06-2023,1948311
1023,Tamil Nadu,Constituency_182,MP_Name_182,TN/241/2022-2023/2023 - Construction of Sanitation facility,Health,27-08-2022,1432152
1024,Tamil Nadu,Constituency_182,MP_Name_182,TN/864/2023-2024/2024 - Construction of Sanitation facility,Education,22-03-2021,1827058
1025,Tamil Nadu,Constituency_182,MP_Name_182,TN/738/2023-2024/2025 - Construction of Education facility,Drinking Water,08-10-2022,796579
1026,Tamil Nadu,Constituency_182,MP_Name_182,TN/686/2022-2023/2026 - Construction of Education facility,Sanitation,25-09-2023,785272
1027,Tamil Nadu,Constituency_182,MP_Name_182,TN/235/2023-2024/2027 - Construction of Health facility,Roads,12-09-2024,700597
1028,Uttar Pradesh,Constituency_183,MP_Name_183,UP/355/2021-2022/2028 - Construction of Roads facility,Roads,07-04-2023,1833444
1029,Uttar Pradesh,Constituency_183,MP_Name_183,UP/881/2021-2022/2029 - Construction of Education facility,Drinking Water,08-10-2021,805061
1030,Uttar Pradesh,Constituency_183,MP_Name_183,UP/507/2023-2024/2030 - Construction of Education facility,Education,23-05-2021,1151313
1031,Delhi,Constituency_184,MP_Name_184,DL/210/2022-2023/2031 - Construction of Health facility,Health,15-10-2022,1417563
1032,Delhi,Constituency_184,MP_Name_184,DL/687/2021-2022/2032 - Construction of Health facility,Drinking Water,21-07-2024,1100200
1033,Delhi,Constituency_184,MP_Name_184,DL/857/2023-2024/2033 - Construction of Health facility,Sanitation,21-04-2023,1121383
1034,Delhi,Constituency_184,MP_Name_184,DL/867/2022-2023/2034 - Construction of Drinking Water facility,Health,05-09-2024,1577788
1035,Delhi,Constituency_184,MP_Name_184,DL/556/2022-2023/2035 - Construction of Sanitation facility,Drinking Water,29-05-2023,1112487
1036,Delhi,Constituency_184,MP_Name_184,DL/916/2021-2022/2036 - Construction of Health facility,Sanitation,25-08-2023,1705600
1037,Delhi,Constituency_184,MP_Name_184,DL/539/2021-2022/2037 - Construction of Health facility,Sanitation,05-10-2024,1590534
1038,West Bengal,Constituency_185,MP_Name_185,WB/698/2022-2023/2038 - Construction of Drinking Water facility,Drinking Water,04-10-2022,1248756
1039,West Bengal,Constituency_185,MP_Name_185,WB/729/2021-2022/2039 - Construction of Education facility,Education,06-03-2023,1250797
1040,West Bengal,Constituency_185,MP_Name_185,WB/539/2023-2024/2040 - Construction of Sanitation facility,Sanitation,29-07-2021,1072396
1041,West Bengal,Constituency_185,MP_Name_185,WB/328/2021-2022/2041 - Construction of Health facility,Health,06-01-2022,658134
1042,West Bengal,Constituency_185,MP_Name_185,WB/441/2023-2024/2042 - Construction of Sanitation facility,Electricity,24-03-2022,1928173
1043,West Bengal,Constituency_185,MP_Name_185,WB/474/2022-2023/2043 - Construction of Sanitation facility,Health,03-06-2024,787625
1044,Tamil Nadu,Constituency_186,MP_Name_186,TN/216/2023-2024/2044 - Construction of Electricity facility,Roads,06-05-2024,1759215
1045,Tamil Nadu,Constituency_186,MP_Name_186,TN/453/2021-2022/2045 - Construction of Electricity facility,Education,08-07-2024,1169578
1046,Tamil Nadu,Constituency_186,MP_Name_186,TN/884/2022-2023/2046 - Construction of Sanitation facility,Roads,14-11-2022,1393997
1047,Tamil Nadu,Constituency_186,MP_Name_186,TN/265/2023-2024/2047 - Construction of Drinking Water facility,Drinking Water,02-05-2021,850062
1048,Tamil Nadu,Constituency_186,MP_Name_186,TN/804/2022-2023/2048 - Construction of Education facility,Drinking Water,26-11-2021,1469446
1049,Tamil Nadu,Constituency_186,MP_Name_186,TN/197/2022-2023/2049 - Construction of Drinking Water facility,Roads,10-10-2021,643820
1050,Tamil Nadu,Constituency_186,MP_Name_186,TN/763/2022-2023/2050 - Construction of Electricity facility,Electricity,23-06-2024,1068750
1051,Tamil Nadu,Constituency_186,MP_Name_186,TN/761/2021-2022/2051 - Construction of Roads facility,Roads,02-03-2024,1232624
1052,Gujarat,Constituency_187,MP_Name_187,GJ/877/2023-2024/2052 - Construction of Drinking Water facility,Roads,21-01-2021,1530057
1053,Gujarat,Constituency_187,MP_Name_187,GJ/311/2021-2022/2053 - Construction of Education facility,Sanitation,21-11-2022,610298
1054,Gujarat,Constituency_187,MP_Name_187,GJ/857/2023-2024/2054 - Construction of Sanitation facility,Education,15-07-2023,958380
1055,Gujarat,Constituency_187,MP_Name_187,GJ/144/2023-2024/2055 - Construction of Education facility,Electricity,03-10-2021,1058193
1056,Gujarat,Constituency_187,MP_Name_187,GJ/199/2022-2023/2056 - Construction of Education facility,Health,22-02-2024,1101004
1057,Gujarat,Constituency_187,MP_Name_187,GJ/460/2023-2024/2057 - Construction of Drinking Water facility,Drinking Water,12-12-2022,1526501
1058,Gujarat,Constituency_187,MP_Name_187,GJ/127/2022-2023/2058 - Construction of Roads facility,Health,21-11-2023,1941508
1059,Tamil Nadu,Constituency_188,MP_Name_188,TN/164/2023-2024/2059 - Construction of Sanitation facility,Electricity,14-02-2024,1996929
1060,Tamil Nadu,Constituency_188,MP_Name_188,TN/940/2021-2022/2060 - Construction of Drinking Water facility,Sanitation,12-08-2021,1438491
1061,Tamil Nadu,Constituency_188,MP_Name_188,TN/788/2022-2023/2061 - Construction of Sanitation facility,Electricity,19-08-2021,1652392
1062,Tamil Nadu,Constituency_188,MP_Name_188,TN/593/2022-2023/2062 - Construction of Sanitation facility,Health,28-05-2024,1048532
1063,Tamil Nadu,Constituency_188,MP_Name_188,TN/947/2021-2022/2063 - Construction of Sanitation facility,Drinking Water,14-10-2023,1934125
1064,Tamil Nadu,Constituency_188,MP_Name_188,TN/140/2021-2022/2064 - Construction of Roads facility,Roads,24-06-2024,1651429
1065,West Bengal,Constituency_189,MP_Name_189,WB/500/2021-2022/2065 - Construction of Roads facility,Education,04-01-2022,1633429
1066,West Bengal,Constituency_189,MP_Name_189,WB/710/2022-2023/2066 - Construction of Electricity facility,Sanitation,13-06-2024,1493661
1067,West Bengal,Constituency_189,MP_Name_189,WB/813/2023-2024/2067 - Construction of Roads facility,Roads,15-04-2024,1529778
1068,West Bengal,Constituency_189,MP_Name_189,WB/645/2022-2023/2068 - Construction of Health facility,Education,26-07-2024,1402495
1069,West Bengal,Constituency_189,MP_Name_189,WB/653/2022-2023/2069 - Construction of Health facility,Sanitation,26-09-2022,1683019
1070,West Bengal,Constituency_189,MP_Name_189,WB/201/2022-2023/2070 - Construction of Electricity facility,Roads,30-11-2024,1339348
1071,West Bengal,Constituency_189,MP_Name_189,WB/841/2022-2023/2071 - Construction of Electricity facility,Sanitation,03-01-2022,1003352
1072,Karnataka,Constituency_190,MP_Name_190,KA/114/2021-2022/2072 - Construction of Roads facility,Electricity,23-03-2023,684642
1073,Karnataka,Constituency_190,MP_Name_190,KA/830/2023-2024/2073 - Construction of Drinking Water facility,Roads,09-05-2022,1542278
