sr_no,state,constituency,mp_name,work,completion_date,work_status
229,Delhi,Constituency_79,MP_Name_79,DL/725/2022-2023/1439 - Construction of Drinking Water facility,19-01-2023,Completed
230,Madhya Pradesh,Constituency_381,MP_Name_381,MP/380/2021-2022/3120 - Construction of Roads facility,02-06-2023,Completed
231,West Bengal,Constituency_44,MP_Name_44,WB/854/2023-2024/1244 - Construction of Drinking Water facility,30-10-2023,Completed
232,Delhi,Constituency_62,MP_Name_62,DL/283/2021-2022/1342 - Construction of Drinking Water facility,26-05-2024,Completed
233,Gujarat,Constituency_428,MP_Name_428,GJ/675/2022-2023/3379 - Construction of Roads facility,26-11-2024,Completed
234,West Bengal,Constituency_36,MP_Name_36,WB/853/2022-2023/1193 - Construction of Drinking Water facility,01-08-2024,Completed
235,Karnataka,Constituency_130,MP_Name_130,KA/313/2022-2023/1719 - Construction of Sanitation facility,04-05-2022,Completed
236,Maharashtra,Constituency_482,MP_Name_482,MH/265/2022-2023/3675 - Construction of Electricity facility,17-02-2024,Completed
237,Gujarat,Constituency_469,MP_Name_469,GJ/705/2021-2022/3608 - Construction of Sanitation facility,02-04-2023,Completed
238,Tamil Nadu,Constituency_457,MP_Name_457,TN/855/2021-2022/3535 - Construction of Sanitation facility,25-08-2022,Completed
239,West Bengal,Constituency_196,MP_Name_196,WB/390/2022-2023/2109 - Construction of Sanitation facility,07-06-2024,Completed
240,Delhi,Constituency_31,MP_Name_31,DL/699/2022-2023/1166 - Construction of Education facility,21-07-2022,Completed
241,Tamil Nadu,Constituency_284,MP_Name_284,TN/194/2023-2024/2598 - Construction of Drinking Water facility,28-06-2024,Completed
242,Maharashtra,Constituency_114,MP_Name_114,MH/597/2022-2023/1636 - Construction of Education facility,15-10-2024,Completed
243,Karnataka,Constituency_391,MP_Name_391,KA/510/2022-2023/3186 - Construction of Drinking Water facility,26-01-2022,Completed
244,Rajasthan,Constituency_48,MP_Name_48,RJ/704/2023-2024/1262 - Construction of Roads facility,17-06-2024,Completed
245,Tamil Nadu,Constituency_367,MP_Name_367,TN/405/2021-2022/3036 - Construction of Health facility,17-07-2024,Completed
246,Gujarat,Constituency_379,MP_Name_379,GJ/470/2021-2022/3103 - Construction of Sanitation facility,28-04-2022,Completed
247,Tamil Nadu,Constituency_506,MP_Name_506,TN/391/2021-2022/3812 - Construction of Roads facility,10-10-2024,Completed
248,Rajasthan,Constituency_200,MP_Name_200,RJ/443/2023-2024/2137 - Construction of Roads facility,17-09-2023,Completed
249,Madhya Pradesh,Constituency_243,MP_Name_243,MP/768/2023-2024/2385 - Construction of Health facility,12-05-2023,Completed
250,Gujarat,Constituency_226,MP_Name_226,GJ/447/2022-2023/2295 - Construction of Electricity facility,23-02-2021,Completed
251,Uttar Pradesh,Constituency_126,MP_Name_126,UP/708/2023-2024/1697 - Construction of Drinking Water facility,07-04-2024,Completed
252,West Bengal,Constituency_313,MP_Name_313,WB/750/2023-2024/2753 - Construction of Health facility,14-09-2023,Completed
253,Karnataka,Constituency_509,MP_Name_509,KA/447/2023-2024/3832 - Construction of Roads facility,04-08-2024,Completed
254,Maharashtra,Constituency_533,MP_Name_533,MH/222/2023-2024/3967 - Construction of Health facility,05-03-2022,Completed
255,Maharashtra,Constituency_30,MP_Name_30,MH/380/2023-2024/1164 - Construction of Sanitation facility,21-01-2021,Completed
256,Maharashtra,Constituency_461,MP_Name_461,MH/937/2022-2023/3562 - Construction of Roads facility,15-10-2022,Completed
257,Tamil Nadu,Constituency_188,MP_Name_188,TN/140/2021-2022/2064 - Construction of Roads facility,28-04-2021,Completed
258,Madhya Pradesh,Constituency_359,MP_Name_359,MP/202/2023-2024/2997 - Construction of Education facility,06-07-2023,Completed
259,Karnataka,Constituency_519,MP_Name_519,KA/560/2023-2024/3882 - Construction of Roads facility,01-11-2021,Completed
260,Karnataka,Constituency_276,MP_Name_276,KA/761/2021-2022/2555 - Construction of Sanitation facility,09-07-2021,Completed
261,Maharashtra,Constituency_417,MP_Name_417,MH/713/2023-2024/3322 - Construction of Electricity facility,27-10-2021,Completed
262,Uttar Pradesh,Constituency_343,MP_Name_343,UP/256/2023-2024/2925 - Construction of Electricity facility,20-05-2021,Completed
263,Madhya Pradesh,Constituency_21,MP_Name_21,MP/564/2023-2024/1110 - Construction of Roads facility,18-01-2024,Completed
264,Maharashtra,Constituency_417,MP_Name_417,MH/669/2021-2022/3323 - Construction of Drinking Water facility,27-06-2024,Completed
265,Delhi,Constituency_238,MP_Name_238,DL/416/2021-2022/2357 - Construction of Drinking Water facility,17-01-2024,Completed
266,Karnataka,Constituency_132,MP_Name_132,KA/922/2021-2022/1734 - Construction of Sanitation facility,25-10-2022,Completed
267,Bihar,Constituency_525,MP_Name_525,BR/668/2022-2023/3917 - Construction of Roads facility,16-01-2024,Completed
268,Bihar,Constituency_214,MP_Name_214,BR/525/2021-2022/2224 - Construction of Education facility,08-09-2024,Completed
269,Gujarat,Constituency_358,MP_Name_358,GJ/865/2022-2023/2994 - Construction of Sanitation facility,06-07-2023,Completed
270,Gujarat,Constituency_264,MP_Name_264,GJ/544/2021-2022/2496 - Construction of Drinking Water facility,30-07-2024,Completed
271,Tamil Nadu,Constituency_400,MP_Name_400,TN/378/2021-2022/3235 - Construction of Drinking Water facility,30-03-2021,Completed
272,Bihar,Constituency_448,MP_Name_448,BR/745/2021-2022/3494 - Construction of Sanitation facility,10-03-2023,Completed
273,Madhya Pradesh,Constituency_88,MP_Name_88,MP/654/2022-2023/1487 - Construction of Health facility,16-12-2023,Completed
274,Karnataka,Constituency_60,MP_Name_60,KA/693/2023-2024/1333 - Construction of Sanitation facility,16-03-2022,Completed
275,Tamil Nadu,Constituency_345,MP_Name_345,TN/188/2021-2022/2939 - Construction of Education facility,27-12-2024,Completed
276,West Bengal,Constituency_374,MP_Name_374,WB/185/2023-2024/3083 - Construction of Education facility,16-07-2023,Completed
277,Bihar,Constituency_534,MP_Name_534,BR/176/2023-2024/3972 - Construction of Sanitation facility,27-03-2022,Completed
278,West Bengal,Constituency_180,MP_Name_180,WB/765/2021-2022/2010 - Construction of Health facility,01-06-2022,Completed
279,Karnataka,Constituency_201,MP_Name_201,KA/871/2023-2024/2145 - Construction of Roads facility,22-12-2022,Completed
280,Uttar Pradesh,Constituency_193,MP_Name_193,UP/719/2023-2024/2091 - Construction of Electricity facility,30-08-2022,Completed
281,Maharashtra,Constituency_288,MP_Name_288,MH/584/2022-2023/2628 - Construction of Electricity facility,24-10-2021,Completed
282,Madhya Pradesh,Constituency_471,MP_Name_471,MP/976/2021-2022/3622 - Construction of Sanitation facility,22-04-2022,Completed
283,West Bengal,Constituency_87,MP_Name_87,WB/878/2023-2024/1481 - Construction of Health facility,27-05-2022,Completed
284,Tamil Nadu,Constituency_449,MP_Name_449,TN/558/2023-2024/3498 - Construction of Electricity facility,24-07-2024,Completed
285,Bihar,Constituency_107,MP_Name_107,BR/194/2021-2022/1599 - Construction of Roads facility,22-12-2022,Completed
286,Maharashtra,Constituency_513,MP_Name_513,MH/652/2022-2023/3850 - Construction of Education facility,13-02-2022,Completed
287,Gujarat,Constituency_497,MP_Name_497,GJ/652/2022-2023/3763 - Construction of Drinking Water facility,23-06-2021,Completed
288,Tamil Nadu,Constituency_210,MP_Name_210,TN/957/2023-2024/2199 - Construction of Roads facility,25-06-2022,Completed
289,Uttar Pradesh,Constituency_411,MP_Name_411,UP/543/2023-2024/3293 - Construction of Electricity facility,10-07-2021,Completed
290,Madhya Pradesh,Constituency_447,MP_Name_447,MP/423/2023-2024/3486 - Construction of Health facility,19-01-2024,Completed
291,Maharashtra,Constituency_482,MP_Name_482,MH/150/2021-2022/3671 - Construction of Education facility,09-08-2023,Completed
292,Maharashtra,Constituency_102,MP_Name_102,MH/367/2022-2023/1562 - Construction of Health facility,12-08-2021,Completed
293,Tamil Nadu,Constituency_169,MP_Name_169,TN/283/2022-2023/1949 - Construction of Electricity facility,28-08-2021,Completed
294,Madhya Pradesh,Constituency_256,MP_Name_256,MP/665/2022-2023/2454 - Construction of Sanitation facility,05-12-2024,Completed
295,West Bengal,Constituency_336,MP_Name_336,WB/104/2022-2023/2886 - Construction of Health facility,05-02-2023,Completed
296,Uttar Pradesh,Constituency_133,MP_Name_133,UP/111/2022-2023/1737 - Construction of Health facility,08-11-2021,Completed
297,Bihar,Constituency_491,MP_Name_491,BR/160/2022-2023/3730 - Construction of Roads facility,05-10-2022,Completed
298,Karnataka,Constituency_519,MP_Name_519,KA/317/2023-2024/3880 - Construction of Electricity facility,17-12-2023,Completed
299,Tamil Nadu,Constituency_179,MP_Name_179,TN/954/2023-2024/2004 - Construction of Health facility,12-03-2024,Completed
300,West Bengal,Constituency_215,MP_Name_215,WB/981/2021-2022/2233 - Construction of Electricity facility,28-06-2021,Completed
301,Madhya Pradesh,Constituency_396,MP_Name_396,MP/719/2023-2024/3212 - Construction of Sanitation facility,27-07-2023,Completed
302,Rajasthan,Constituency_542,MP_Name_542,RJ/570/2023-2024/4025 - Construction of Drinking Water facility,10-09-2023,Completed
303,Bihar,Constituency_65,MP_Name_65,BR/695/2022-2023/1363 - Construction of Sanitation facility,28-07-2022,Completed
304,Delhi,Constituency_64,MP_Name_64,DL/386/2021-2022/1356 - Construction of Sanitation facility,23-09-2023,Completed
305,Uttar Pradesh,Constituency_411,MP_Name_411,UP/738/2023-2024/3294 - Construction of Sanitation facility,03-11-2024,Completed
306,Tamil Nadu,Constituency_263,MP_Name_263,TN/604/2023-2024/2490 - Construction of Health facility,05-09-2022,Completed
307,Delhi,Constituency_9,MP_Name_9,DL/263/2022-2023/1048 - Construction of Health facility,29-06-2024,Completed
308,Gujarat,Constituency_163,MP_Name_163,GJ/840/2022-2023/1910 - Construction of Education facility,23-06-2021,Completed
309,Madhya Pradesh,Constituency_111,MP_Name_111,MP/955/2023-2024/1619 - Construction of Drinking Water facility,19-07-2023,Completed
310,Tamil Nadu,Constituency_406,MP_Name_406,TN/535/2022-2023/3269 - Construction of Sanitation facility,17-07-2023,Completed
311,Delhi,Constituency_233,MP_Name_233,DL/896/2023-2024/2334 - Construction of Sanitation facility,13-05-2021,Completed
312,Bihar,Constituency_356,MP_Name_356,BR/766/2023-2024/2984 - Construction of Health facility,07-09-2024,Completed
313,Tamil Nadu,Constituency_97,MP_Name_97,TN/137/2022-2023/1538 - Construction of Sanitation facility,04-04-2024,Completed
314,Maharashtra,Constituency_23,MP_Name_23,MH/618/2022-2023/1122 - Construction of Sanitation facility,24-02-2022,Completed
315,West Bengal,Constituency_44,MP_Name_44,WB/359/2023-2024/1240 - Construction of Sanitation facility,22-05-2022,Completed
316,Karnataka,Constituency_130,MP_Name_130,KA/213/2023-2024/1718 - Construction of Roads facility,25-01-2023,Completed
317,Madhya Pradesh,Constituency_272,MP_Name_272,MP/307/2021-2022/2535 - Construction of Sanitation facility,09-06-2022,Completed
318,Maharashtra,Constituency_417,MP_Name_417,MH/115/2023-2024/3321 - Construction of Health facility,31-01-2024,Completed
319,Bihar,Constituency_274,MP_Name_274,BR/593/2022-2023/2546 - Construction of Education facility,25-07-2021,Completed
320,Madhya Pradesh,Constituency_318,MP_Name_318,MP/663/2023-2024/2786 - Construction of Roads facility,10-04-2024,Completed
321,West Bengal,Constituency_113,MP_Name_113,WB/176/2021-2022/1628 - Construction of Electricity facility,14-05-2022,Completed
322,Uttar Pradesh,Constituency_236,MP_Name_236,UP/642/2021-2022/2345 - Construction of Health facility,16-09-2021,Completed
323,Delhi,Constituency_216,MP_Name_216,DL/135/2021-2022/2238 - Construction of Roads facility,19-08-2021,Completed
324,Delhi,Constituency_488,MP_Name_488,DL/933/2022-2023/3709 - Construction of Roads facility,14-08-2022,Completed
325,Karnataka,Constituency_132,MP_Name_132,KA/785/2023-2024/1731 - Construction of Sanitation facility,30-04-2023,Completed
326,Tamil Nadu,Constituency_345,MP_Name_345,TN/657/2022-2023/2937 - Construction of Roads facility,25-02-2021,Completed
327,Bihar,Constituency_467,MP_Name_467,BR/628/2022-2023/3595 - Construction of Sanitation facility,11-03-2024,Completed
328,Tamil Nadu,Constituency_541,MP_Name_541,TN/950/2023-2024/4016 - Construction of Roads facility,06-06-2022,Completed
329,Rajasthan,Constituency_35,MP_Name_35,RJ/968/2022-2023/1186 - Construction of Education facility,27-02-2022,Completed
330,Tamil Nadu,Constituency_524,MP_Name_524,TN/456/2023-2024/3911 - Construction of Drinking Water facility,06-11-2021,Completed
331,Karnataka,Constituency_420,MP_Name_420,KA/277/2021-2022/3339 - Construction of Sanitation facility,22-10-2021,Completed
332,Karnataka,Constituency_368,MP_Name_368,KA/291/2022-2023/3042 - Construction of Electricity facility,03-08-2021,Completed
333,Gujarat,Constituency_271,MP_Name_271,GJ/859/2022-2023/2534 - Construction of Health facility,26-02-2024,Completed
334,Delhi,Constituency_59,MP_Name_59,DL/843/2022-2023/1328 - Construction of Roads facility,18-09-2024,Completed
335,Delhi,Constituency_79,MP_Name_79,DL/438/2021-2022/1438 - Construction of Education facility,21-02-2024,Completed
336,Uttar Pradesh,Constituency_310,MP_Name_310,UP/186/2021-2022/2738 - Construction of Electricity facility,04-06-2022,Completed
337,Bihar,Constituency_222,MP_Name_222,BR/219/2022-2023/2275 - Construction of Drinking Water facility,24-02-2024,Completed
338,Gujarat,Constituency_225,MP_Name_225,GJ/804/2021-2022/2290 - Construction of Roads facility,12-09-2021,Completed
339,Gujarat,Constituency_495,MP_Name_495,GJ/876/2021-2022/3750 - Construction of Electricity facility,07-10-2021,Completed
340,Gujarat,Constituency_187,MP_Name_187,GJ/127/2022-2023/2058 - Construction of Roads facility,14-12-2024,Completed
341,Tamil Nadu,Constituency_212,MP_Name_212,TN/818/2023-2024/2214 - Construction of Roads facility,19-03-2023,Completed
342,West Bengal,Constituency_322,MP_Name_322,WB/657/2023-2024/2810 - Construction of Electricity facility,01-04-2021,Completed
343,Madhya Pradesh,Constituency_390,MP_Name_390,MP/657/2023-2024/3184 - Construction of Drinking Water facility,18-06-2024,Completed
344,Gujarat,Constituency_321,MP_Name_321,GJ/587/2021-2022/2808 - Construction of Sanitation facility,07-12-2024,Completed
345,Tamil Nadu,Constituency_345,MP_Name_345,TN/887/2021-2022/2935 - Construction of Electricity facility,07-09-2023,Completed
346,Gujarat,Constituency_387,MP_Name_387,GJ/594/2023-2024/3164 - Construction of Electricity facility,26-06-2022,Completed
347,Gujarat,Constituency_154,MP_Name_154,GJ/734/2023-2024/1855 - Construction of Health facility,16-10-2022,Completed
348,Gujarat,Constituency_428,MP_Name_428,GJ/190/2023-2024/3381 - Construction of Sanitation facility,10-06-2023,Completed
349,Madhya Pradesh,Constituency_76,MP_Name_76,MP/784/2021-2022/1428 - Construction of Education facility,07-11-2021,Completed
350,Uttar Pradesh,Constituency_223,MP_Name_223,UP/833/2022-2023/2277 - Construction of Roads facility,08-08-2024,Completed
351,Maharashtra,Constituency_181,MP_Name_181,MH/166/2021-2022/2014 - Construction of Drinking Water facility,19-10-2021,Completed
352,Gujarat,Constituency_502,MP_Name_502,GJ/270/2023-2024/3790 - Construction of Electricity facility,14-01-2023,Completed
353,Madhya Pradesh,Constituency_327,MP_Name_327,MP/819/2022-2023/2839 - Construction of Drinking Water facility,07-12-2022,Completed
354,Rajasthan,Constituency_376,MP_Name_376,RJ/613/2022-2023/3091 - Construction of Education facility,31-05-2024,Completed
355,Delhi,Constituency_501,MP_Name_501,DL/155/2022-2023/3784 - Construction of Roads facility,24-01-2022,Completed
356,Karnataka,Constituency_299,MP_Name_299,KA/788/2022-2023/2683 - Construction of Drinking Water facility,16-02-2023,Completed
357,Madhya Pradesh,Constituency_204,MP_Name_204,MP/379/2022-2023/2165 - Construction of Sanitation facility,23-08-2022,Completed
358,Madhya Pradesh,Constituency_398,MP_Name_398,MP/707/2022-2023/3221 - Construction of Health facility,26-07-2022,Completed
359,West Bengal,Constituency_240,MP_Name_240,WB/554/2021-2022/2370 - Construction of Drinking Water facility,03-04-2024,Completed
360,Tamil Nadu,Constituency_440,MP_Name_440,TN/274/2022-2023/3452 - Construction of Roads facility,13-12-2024,Completed
361,Tamil Nadu,Constituency_434,MP_Name_434,TN/680/2021-2022/3415 - Construction of Electricity facility,21-09-2023,Completed
362,Madhya Pradesh,Constituency_540,MP_Name_540,MP/471/2021-2022/4012 - Construction of Roads facility,25-12-2022,Completed
363,Gujarat,Constituency_119,MP_Name_119,GJ/872/2023-2024/1661 - Construction of Sanitation facility,09-06-2023,Completed
364,Maharashtra,Constituency_127,MP_Name_127,MH/835/2023-2024/1702 - Construction of Electricity facility,03-10-2021,Completed
365,Maharashtra,Constituency_259,MP_Name_259,MH/597/2021-2022/2468 - Construction of Drinking Water facility,13-11-2021,Completed
366,Karnataka,Constituency_378,MP_Name_378,KA/471/2021-2022/3101 - Construction of Education facility,25-08-2024,Completed
367,Maharashtra,Constituency_403,MP_Name_403,MH/754/2022-2023/3249 - Construction of Electricity facility,14-09-2024,Completed
368,Uttar Pradesh,Constituency_426,MP_Name_426,UP/561/2022-2023/3365 - Construction of Health facility,01-08-2024,Completed
369,Delhi,Constituency_156,MP_Name_156,DL/453/2021-2022/1864 - Construction of Education facility,19-07-2023,Completed
370,Karnataka,Constituency_424,MP_Name_424,KA/266/2022-2023/3357 - Construction of Electricity facility,04-04-2022,Completed
371,West Bengal,Constituency_313,MP_Name_313,WB/321/2023-2024/2759 - Construction of Sanitation facility,15-02-2021,Completed
372,Karnataka,Constituency_463,MP_Name_463,KA/659/2023-2024/3574 - Construction of Health facility,24-09-2024,Completed
373,Rajasthan,Constituency_247,MP_Name_247,RJ/805/2021-2022/2411 - Construction of Sanitation facility,07-11-2022,Completed
374,Gujarat,Constituency_125,MP_Name_125,GJ/965/2023-2024/1695 - Construction of Drinking Water facility,06-11-2022,Completed
375,Maharashtra,Constituency_127,MP_Name_127,MH/145/2021-2022/1704 - Construction of Electricity facility,19-10-2024,Completed
376,Bihar,Constituency_107,MP_Name_107,BR/636/2022-2023/1595 - Construction of Sanitation facility,04-03-2021,Completed
377,Bihar,Constituency_103,MP_Name_103,BR/589/2021-2022/1575 - Construction of Electricity facility,02-10-2021,Completed
378,Uttar Pradesh,Constituency_413,MP_Name_413,UP/756/2022-2023/3300 - Construction of Health facility,05-03-2024,Completed
379,Bihar,Constituency_202,MP_Name_202,BR/247/2022-2023/2151 - Construction of Education facility,07-09-2024,Completed
380,Tamil Nadu,Constituency_151,MP_Name_151,TN/899/2021-2022/1834 - Construction of Health facility,20-02-2024,Completed
381,Tamil Nadu,Constituency_524,MP_Name_524,TN/140/2022-2023/3916 - Construction of Drinking Water facility,29-03-2023,Completed
382,Maharashtra,Constituency_482,MP_Name_482,MH/473/2022-2023/3672 - Construction of Health facility,05-07-2022,Completed
383,West Bengal,Constituency_283,MP_Name_283,WB/103/2022-2023/2596 - Construction of Drinking Water facility,06-01-2023,Completed
384,Rajasthan,Constituency_376,MP_Name_376,RJ/381/2021-2022/3090 - Construction of Drinking Water facility,04-02-2022,Completed
385,Tamil Nadu,Constituency_443,MP_Name_443,TN/919/2022-2023/3466 - Construction of Roads facility,03-02-2021,Completed
386,Maharashtra,Constituency_404,MP_Name_404,MH/472/2023-2024/3259 - Construction of Health facility,30-09-2021,Completed
387,Uttar Pradesh,Constituency_144,MP_Name_144,UP/376/2022-2023/1799 - Construction of Sanitation facility,18-11-2021,Completed
388,Karnataka,Constituency_42,MP_Name_42,KA/235/2023-2024/1228 - Construction of Health facility,09-10-2023,Completed
389,Bihar,Constituency_525,MP_Name_525,BR/889/2023-2024/3923 - Construction of Education facility,13-11-2022,Completed
390,Uttar Pradesh,Constituency_52,MP_Name_52,UP/796/2021-2022/1288 - Construction of Roads facility,09-06-2022,Completed
391,West Bengal,Constituency_283,MP_Name_283,WB/252/2023-2024/2597 - Construction of Roads facility,02-06-2023,Completed
392,Maharashtra,Constituency_309,MP_Name_309,MH/157/2023-2024/2727 - Construction of Education facility,26-09-2024,Completed
393,West Bengal,Constituency_479,MP_Name_479,WB/998/2023-2024/3661 - Construction of Education facility,05-02-2023,Completed
394,Karnataka,Constituency_299,MP_Name_299,KA/810/2022-2023/2686 - Construction of Roads facility,09-02-2022,Completed
395,Maharashtra,Constituency_493,MP_Name_493,MH/466/2021-2022/3739 - Construction of Education facility,26-09-2022,Completed
396,West Bengal,Constituency_357,MP_Name_357,WB/457/2023-2024/2989 - Construction of Drinking Water facility,01-12-2023,Completed
397,Madhya Pradesh,Constituency_383,MP_Name_383,MP/358/2021-2022/3141 - Construction of Roads facility,03-04-2022,Completed
398,Uttar Pradesh,Constituency_464,MP_Name_464,UP/105/2021-2022/3582 - Construction of Roads facility,18-05-2022,Completed
399,West Bengal,Constituency_360,MP_Name_360,WB/791/2022-2023/3002 - Construction of Health facility,09-02-2022,Completed
400,Bihar,Constituency_489,MP_Name_489,BR/905/2023-2024/3712 - Construction of Sanitation facility,22-11-2024,Completed
401,Madhya Pradesh,Constituency_527,MP_Name_527,MP/522/2023-2024/3930 - Construction of Health facility,30-07-2022,Completed
402,Gujarat,Constituency_192,MP_Name_192,GJ/537/2022-2023/2084 - Construction of Health facility,02-03-2024,Completed
403,West Bengal,Constituency_189,MP_Name_189,WB/645/2022-2023/2068 - Construction of Health facility,30-10-2022,Completed
404,Rajasthan,Constituency_63,MP_Name_63,RJ/223/2023-2024/1347 - Construction of Sanitation facility,03-04-2023,Completed
405,Bihar,Constituency_155,MP_Name_155,BR/756/2021-2022/1857 - Construction of Health facility,15-07-2021,Completed
406,Maharashtra,Constituency_128,MP_Name_128,MH/959/2023-2024/1707 - Construction of Health facility,16-01-2022,Completed
407,West Bengal,Constituency_336,MP_Name_336,WB/262/2023-2024/2888 - Construction of Roads facility,08-03-2023,Completed
408,Delhi,Constituency_233,MP_Name_233,DL/381/2021-2022/2333 - Construction of Sanitation facility,18-12-2023,Completed
409,Delhi,Constituency_436,MP_Name_436,DL/383/2021-2022/3426 - Construction of Roads facility,25-07-2024,Completed
410,Uttar Pradesh,Constituency_144,MP_Name_144,UP/332/2022-2023/1797 - Construction of Roads facility,20-09-2022,Completed
411,West Bengal,Constituency_189,MP_Name_189,WB/653/2022-2023/2069 - Construction of Health facility,29-10-2022,Completed
412,Rajasthan,Constituency_518,MP_Name_518,RJ/716/2023-2024/3877 - Construction of Roads facility,27-10-2021,Completed
413,Karnataka,Constituency_311,MP_Name_311,KA/154/2022-2023/2745 - Construction of Roads facility,23-01-2024,Completed
414,Karnataka,Constituency_454,MP_Name_454,KA/885/2022-2023/3525 - Construction of Drinking Water facility,02-05-2022,Completed
415,Delhi,Constituency_61,MP_Name_61,DL/175/2021-2022/1339 - Construction of Health facility,23-07-2023,Completed
416,Tamil Nadu,Constituency_242,MP_Name_242,TN/707/2021-2022/2377 - Construction of Roads facility,25-12-2021,Completed
417,Maharashtra,Constituency_305,MP_Name_305,MH/996/2023-2024/2709 - Construction of Sanitation facility,30-08-2024,Completed
418,Madhya Pradesh,Constituency_390,MP_Name_390,MP/602/2021-2022/3183 - Construction of Roads facility,11-04-2022,Completed
419,Karnataka,Constituency_415,MP_Name_415,KA/438/2022-2023/3311 - Construction of Education facility,25-05-2023,Completed
420,West Bengal,Constituency_215,MP_Name_215,WB/233/2022-2023/2234 - Construction of Sanitation facility,21-03-2021,Completed
421,Madhya Pradesh,Constituency_381,MP_Name_381,MP/886/2021-2022/3125 - Construction of Education facility,01-02-2024,Completed
422,Bihar,Constituency_489,MP_Name_489,BR/326/2023-2024/3715 - Construction of Sanitation facility,14-02-2021,Completed
423,Madhya Pradesh,Constituency_316,MP_Name_316,MP/375/2022-2023/2776 - Construction of Roads facility,02-10-2024,Completed
424,Karnataka,Constituency_95,MP_Name_95,KA/666/2022-2023/1527 - Construction of Roads facility,02-01-2023,Completed
425,Maharashtra,Constituency_127,MP_Name_127,MH/648/2022-2023/1700 - Construction of Health facility,24-09-2023,Completed
426,Uttar Pradesh,Constituency_343,MP_Name_343,UP/519/2022-2023/2924 - Construction of Education facility,23-09-2022,Completed
427,Madhya Pradesh,Constituency_177,MP_Name_177,MP/116/2021-2022/1996 - Construction of Sanitation facility,04-08-2022,Completed
428,Karnataka,Constituency_131,MP_Name_131,KA/686/2023-2024/1727 - Construction of Health facility,27-10-2021,Completed
429,Uttar Pradesh,Constituency_14,MP_Name_14,UP/100/2023-2024/1071 - Construction of Drinking Water facility,26-07-2024,Completed
430,Madhya Pradesh,Constituency_327,MP_Name_327,MP/398/2022-2023/2844 - Construction of Education facility,10-01-2023,Completed
431,Maharashtra,Constituency_481,MP_Name_481,MH/585/2022-2023/3669 - Construction of Education facility,14-02-2022,Completed
432,Delhi,Constituency_501,MP_Name_501,DL/924/2023-2024/3783 - Construction of Roads facility,04-11-2024,Completed
433,Gujarat,Constituency_217,MP_Name_217,GJ/572/2023-2024/2249 - Construction of Education facility,08-01-2023,Completed
434,Gujarat,Constituency_500,MP_Name_500,GJ/905/2023-2024/3780 - Construction of Education facility,30-10-2023,Completed
435,Tamil Nadu,Constituency_434,MP_Name_434,TN/931/2023-2024/3420 - Construction of Roads facility,14-11-2024,Completed
436,Tamil Nadu,Constituency_38,MP_Name_38,TN/917/2023-2024/1204 - Construction of Health facility,23-10-2024,Completed
437,Bihar,Constituency_504,MP_Name_504,BR/275/2022-2023/3798 - Construction of Roads facility,02-11-2021,Completed
438,Rajasthan,Constituency_306,MP_Name_306,RJ/284/2022-2023/2715 - Construction of Sanitation facility,14-05-2024,Completed
439,Bihar,Constituency_352,MP_Name_352,BR/190/2022-2023/2964 - Construction of Drinking Water facility,05-01-2021,Completed
440,Maharashtra,Constituency_460,MP_Name_460,MH/339/2022-2023/3552 - Construction of Drinking Water facility,26-07-2021,Completed
441,Uttar Pradesh,Constituency_101,MP_Name_101,UP/654/2023-2024/1558 - Construction of Drinking Water facility,19-03-2023,Completed
442,Madhya Pradesh,Constituency_111,MP_Name_111,MP/149/2023-2024/1618 - Construction of Roads facility,07-08-2022,Completed
443,Bihar,Constituency_254,MP_Name_254,BR/660/2021-2022/2442 - Construction of Education facility,22-09-2021,Completed
444,Karnataka,Constituency_3,MP_Name_3,KA/700/2022-2023/1019 - Construction of Roads facility,29-04-2024,Completed
445,Gujarat,Constituency_123,MP_Name_123,GJ/959/2023-2024/1682 - Construction of Electricity facility,01-12-2024,Completed
446,Tamil Nadu,Constituency_213,MP_Name_213,TN/245/2021-2022/2218 - Construction of Sanitation facility,28-11-2023,Completed
447,Madhya Pradesh,Constituency_50,MP_Name_50,MP/632/2021-2022/1276 - Construction of Roads facility,20-01-2023,Completed
448,Karnataka,Constituency_148,MP_Name_148,KA/631/2021-2022/1816 - Construction of Health facility,08-07-2023,Completed
449,Gujarat,Constituency_329,MP_Name_329,GJ/192/2022-2023/2849 - Construction of Health facility,06-01-2023,Completed
450,West Bengal,Constituency_298,MP_Name_298,WB/737/2023-2024/2681 - Construction of Electricity facility,01-08-2024,Completed
451,West Bengal,Constituency_336,MP_Name_336,WB/534/2023-2024/2890 - Construction of Roads facility,31-10-2024,Completed
452,Delhi,Constituency_409,MP_Name_409,DL/434/2021-2022/3287 - Construction of Drinking Water facility,25-08-2021,Completed
453,Karnataka,Constituency_473,MP_Name_473,KA/776/2023-2024/3627 - Construction of Electricity facility,30-09-2023,Completed
454,Bihar,Constituency_448,MP_Name_448,BR/724/2023-2024/3493 - Construction of Health facility,05-07-2023,Completed
455,Tamil Nadu,Constituency_191,MP_Name_191,TN/661/2023-2024/2081 - Construction of Roads facility,14-03-2023,Completed
456,Rajasthan,Constituency_199,MP_Name_199,RJ/434/2022-2023/2127 - Construction of Electricity facility,20-06-2021,Completed
457,Gujarat,Constituency_68,MP_Name_68,GJ/767/2023-2024/1379 - Construction of Education facility,15-10-2021,Completed
