sr_no,state,ida,constituency,mp_name,work,work_category,sanction_date,sanction_amount,work_status
582,Uttar Pradesh,District_2,Constituency_40,MP_Name_40,Work_582,Sanitation,18-06-2022,801309,Sanctioned
583,Uttar Pradesh,District_3,Constituency_41,MP_Name_41,Work_583,Drinking Water,07-05-2021,1091764,Sanctioned
584,Delhi,District_4,Constituency_42,MP_Name_42,Work_584,Education,01-11-2023,1872568,Sanctioned
585,Gujarat,District_5,Constituency_43,MP_Name_43,Work_585,Roads,30-11-2022,1150253,Sanctioned
586,Uttar Pradesh,District_6,Constituency_44,MP_Name_44,Work_586,Drinking Water,27-10-2023,903043,Sanctioned
587,Uttar Pradesh,District_7,Constituency_45,MP_Name_45,Work_587,Electricity,24-01-2022,1365353,Sanctioned
588,Delhi,District_8,Constituency_46,MP_Name_46,Work_588,Education,12-11-2021,1371846,Sanctioned
589,Gujarat,District_9,Constituency_47,MP_Name_47,Work_589,Roads,17-06-2021,1203392,Sanctioned
590,Gujarat,District_0,Constituency_48,MP_Name_48,Work_590,Education,17-06-2022,1887493,Sanctioned
591,Gujarat,District_1,Constituency_49,MP_Name_49,Work_591,Education,10-08-2022,1381465,Sanctioned
592,Tamil Nadu,District_2,Constituency_50,MP_Name_50,Work_592,Education,16-07-2023,627465,Sanctioned
593,Maharashtra,District_3,Constituency_51,MP_Name_51,Work_593,Roads,22-09-2023,1606679,Sanctioned
594,Tamil Nadu,District_4,Constituency_52,MP_Name_52,Work_594,Sanitation,29-11-2021,1320547,Sanctioned
595,Delhi,District_5,Constituency_53,MP_Name_53,Work_595,Roads,20-02-2021,704661,Sanctioned
596,Delhi,District_6,Constituency_54,MP_Name_54,Work_596,Health,14-11-2023,1736997,Sanctioned
597,Uttar Pradesh,District_7,Constituency_55,MP_Name_55,Work_597,Electricity,19-01-2023,1191371,Sanctioned
598,Uttar Pradesh,District_8,Constituency_56,MP_Name_56,Work_598,Sanitation,29-09-2022,1202144,Sanctioned
599,Maharashtra,District_9,Constituency_57,MP_Name_57,Work_599,Roads,18-03-2023,1263950,Sanctioned
600,Uttar Pradesh,District_0,Constituency_58,MP_Name_58,Work_600,Sanitation,17-05-2023,1268836,Sanctioned
601,Uttar Pradesh,District_1,Constituency_59,MP_Name_59,Work_601,Drinking Water,27-08-2021,1641657,Sanctioned
602,Maharashtra,District_2,Constituency_60,MP_Name_60,Work_602,Drinking Water,30-06-2021,1574657,Sanctioned
603,Maharashtra,District_3,Constituency_61,MP_Name_61,Work_603,Health,30-03-2022,1107383,Sanctioned
604,Delhi,District_4,Constituency_62,MP_Name_62,Work_604,Drinking Water,17-03-2023,1433582,Sanctioned
605,Delhi,District_5,Constituency_63,MP_Name_63,Work_605,Electricity,31-07-2023,623403,Sanctioned
606,Gujarat,District_6,Constituency_64,MP_Name_64,Work_606,Health,05-10-2023,1559636,Sanctioned
607,Uttar Pradesh,District_7,Constituency_65,MP_Name_65,Work_607,Health,30-11-2023,517961,Sanctioned
608,Maharashtra,District_8,Constituency_66,MP_Name_66,Work_608,Drinking Water,27-12-2021,928912,Sanctioned
609,Uttar Pradesh,District_9,Constituency_67,MP_Name_67,Work_609,Electricity,25-05-2021,1726661,Sanctioned
610,Delhi,District_0,Constituency_68,MP_Name_68,Work_610,Health,05-02-2023,1890731,Sanctioned
611,Maharashtra,District_1,Constituency_69,MP_Name_69,Work_611,Roads,06-05-2023,1656233,Sanctioned
612,Gujarat,District_2,Constituency_70,MP_Name_70,Work_612,Electricity,08-01-2021,1807070,Sanctioned
613,Karnataka,District_3,Constituency_71,MP_Name_71,Work_613,Health,06-02-2022,1879783,Sanctioned
614,Gujarat,District_4,Constituency_72,MP_Name_72,Work_614,Health,25-05-2022,1667216,Sanctioned
615,Uttar Pradesh,District_5,Constituency_73,MP_Name_73,Work_615,Education,12-12-2023,880476,Sanctioned
616,Uttar Pradesh,District_6,Constituency_74,MP_Name_74,Work_616,Education,12-08-2022,800145,Sanctioned
617,Maharashtra,District_7,Constituency_75,MP_Name_75,Work_617,Roads,24-02-2021,1045471,Sanctioned
618,Karnataka,District_8,Constituency_76,MP_Name_76,Work_618,Drinking Water,24-12-2021,1329367,Sanctioned
619,Karnataka,District_9,Constituency_77,MP_Name_77,Work_619,Roads,07-01-2021,744763,Sanctioned
620,Karnataka,District_0,Constituency_78,MP_Name_78,Work_620,Education,19-04-2022,625610,Sanctioned
621,Delhi,District_1,Constituency_79,MP_Name_79,Work_621,Health,11-05-2022,1467995,Sanctioned
622,Karnataka,District_2,Constituency_80,MP_Name_80,Work_622,Electricity,19-12-2023,1336446,Sanctioned
623,Gujarat,District_3,Constituency_81,MP_Name_81,Work_623,Education,18-01-2022,453770,Sanctioned
624,Karnataka,District_4,Constituency_82,MP_Name_82,Work_624,Education,01-01-2023,1213734,Sanctioned
625,Gujarat,District_5,Constituency_83,MP_Name_83,Work_625,Electricity,18-12-2021,1751676,Sanctioned
626,Karnataka,District_6,Constituency_84,MP_Name_84,Work_626,Sanitation,11-03-2023,752708,Sanctioned
627,Maharashtra,District_7,Constituency_85,MP_Name_85,Work_627,Roads,27-07-2021,1717656,Sanctioned
628,Delhi,District_8,Constituency_86,MP_Name_86,Work_628,Sanitation,20-04-2021,1118021,Sanctioned
629,Maharashtra,District_9,Constituency_87,MP_Name_87,Work_629,Electricity,29-07-2022,1137423,Sanctioned
630,Gujarat,District_0,Constituency_88,MP_Name_88,Work_630,Sanitation,04-02-2021,641361,Sanctioned
631,Uttar Pradesh,District_1,Constituency_89,MP_Name_89,Work_631,Roads,04-01-2021,790123,Sanctioned
632,Karnataka,District_2,Constituency_90,MP_Name_90,Work_632,Roads,19-05-2023,1142798,Sanctioned
633,Delhi,District_3,Constituency_91,MP_Name_91,Work_633,Electricity,14-03-2022,591576,Sanctioned
634,Tamil Nadu,District_4,Constituency_92,MP_Name_92,Work_634,Electricity,18-03-2021,1672383,Sanctioned
635,Karnataka,District_5,Constituency_93,MP_Name_93,Work_635,Drinking Water,05-10-2022,1798914,Sanctioned
636,Tamil Nadu,District_6,Constituency_94,MP_Name_94,Work_636,Sanitation,27-07-2023,1743423,Sanctioned
637,Delhi,District_7,Constituency_95,MP_Name_95,Work_637,Electricity,14-04-2023,505791,Sanctioned
638,Gujarat,District_8,Constituency_96,MP_Name_96,Work_638,Electricity,13-07-2021,1643224,Sanctioned
639,Gujarat,District_9,Constituency_97,MP_Name_97,Work_639,Sanitation,11-04-2022,964936,Sanctioned
640,Maharashtra,District_0,Constituency_98,MP_Name_98,Work_640,Education,12-06-2022,1287200,Sanctioned
641,Delhi,District_1,Constituency_99,MP_Name_99,Work_641,Health,27-05-2021,1865967,Sanctioned
642,Uttar Pradesh,District_2,Constituency_100,MP_Name_100,Work_642,Drinking Water,24-03-2022,650113,Sanctioned
643,Uttar Pradesh,District_3,Constituency_101,MP_Name_101,Work_643,Roads,14-04-2023,844575,Sanctioned
644,Maharashtra,District_4,Constituency_102,MP_Name_102,Work_644,Roads,31-10-2021,1742095,Sanctioned
645,Tamil Nadu,District_5,Constituency_103,MP_Name_103,Work_645,Drinking Water,24-03-2023,492659,Sanctioned
646,Uttar Pradesh,District_6,Constituency_104,MP_Name_104,Work_646,Roads,22-03-2021,1630357,Sanctioned
647,Maharashtra,District_7,Constituency_105,MP_Name_105,Work_647,Drinking Water,24-07-2022,1015419,Sanctioned
648,Delhi,District_8,Constituency_106,MP_Name_106,Work_648,Roads,02-10-2022,1730296,Sanctioned
649,Gujarat,District_9,Constituency_107,MP_Name_107,Work_649,Roads,29-05-2021,1812431,Sanctioned
650,Tamil Nadu,District_0,Constituency_108,MP_Name_108,Work_650,Electricity,15-07-2023,1166122,Sanctioned
651,Maharashtra,District_1,Constituency_109,MP_Name_109,Work_651,Sanitation,30-10-2021,1494100,Sanctioned
652,Maharashtra,District_2,Constituency_110,MP_Name_110,Work_652,Roads,10-12-2023,1695528,Sanctioned
653,Maharashtra,District_3,Constituency_111,MP_Name_111,Work_653,Education,16-05-2021,1262499,Sanctioned
654,Uttar Pradesh,District_4,Constituency_112,MP_Name_112,Work_654,Education,06-08-2022,648789,Sanctioned
655,Karnataka,District_5,Constituency_113,MP_Name_113,Work_655,Electricity,15-07-2021,887005,Sanctioned
656,Maharashtra,District_6,Constituency_114,MP_Name_114,Work_656,Drinking Water,17-04-2023,810877,Sanctioned
657,Delhi,District_7,Constituency_115,MP_Name_115,Work_657,Electricity,01-03-2021,1390557,Sanctioned
658,Delhi,District_8,Constituency_116,MP_Name_116,Work_658,Drinking Water,21-12-2022,1864927,Sanctioned
659,Delhi,District_9,Constituency_117,MP_Name_117,Work_659,Education,27-03-2021,1541969,Sanctioned
660,Tamil Nadu,District_0,Constituency_118,MP_Name_118,Work_660,Health,17-07-2023,681074,Sanctioned
661,Delhi,District_1,Constituency_119,MP_Name_119,Work_661,Health,22-04-2021,743693,Sanctioned
662,Delhi,District_2,Constituency_120,MP_Name_120,Work_662,Roads,19-05-2021,529733,Sanctioned
663,Tamil Nadu,District_3,Constituency_121,MP_Name_121,Work_663,Health,21-12-2023,1066971,Sanctioned
664,Gujarat,District_4,Constituency_122,MP_Name_122,Work_664,Drinking Water,01-12-2023,859031,Sanctioned
665,Maharashtra,District_5,Constituency_123,MP_Name_123,Work_665,Electricity,04-11-2022,447213,Sanctioned
666,Maharashtra,District_6,Constituency_124,MP_Name_124,Work_666,Education,22-12-2022,478574,Sanctioned
667,Delhi,District_7,Constituency_125,MP_Name_125,Work_667,Roads,21-02-2022,1511271,Sanctioned
668,Gujarat,District_8,Constituency_126,MP_Name_126,Work_668,Health,31-08-2022,1344013,Sanctioned
669,Delhi,District_9,Constituency_127,MP_Name_127,Work_669,Education,07-03-2023,879054,Sanctioned
670,Tamil Nadu,District_0,Constituency_128,MP_Name_128,Work_670,Health,03-09-2022,1167246,Sanctioned
671,Delhi,District_1,Constituency_129,MP_Name_129,Work_671,Electricity,21-04-2022,875258,Sanctioned
672,Karnataka,District_2,Constituency_130,MP_Name_130,Work_672,Electricity,19-02-2023,572628,Sanctioned
673,Uttar Pradesh,District_3,Constituency_131,MP_Name_131,Work_673,Drinking Water,10-07-2023,1450558,Sanctioned
674,Delhi,District_4,Constituency_132,MP_Name_132,Work_674,Sanitation,25-10-2021,1890053,Sanctioned
675,Uttar Pradesh,District_5,Constituency_133,MP_Name_133,Work_675,Drinking Water,14-06-2022,491669,Sanctioned
676,Gujarat,District_6,Constituency_134,MP_Name_134,Work_676,Roads,31-05-2022,937647,Sanctioned
677,Karnataka,District_7,Constituency_135,MP_Name_135,Work_677,Electricity,26-07-2021,1446700,Sanctioned
678,Tamil Nadu,District_8,Constituency_136,MP_Name_136,Work_678,Drinking Water,09-12-2022,1508116,Sanctioned
679,Gujarat,District_9,Constituency_137,MP_Name_137,Work_679,Health,07-12-2023,447363,Sanctioned
680,Uttar Pradesh,District_0,Constituency_138,MP_Name_138,Work_680,Sanitation,06-11-2022,1862479,Sanctioned
681,Delhi,District_1,Constituency_139,MP_Name_139,Work_681,Drinking Water,02-05-2021,1542400,Sanctioned
682,Tamil Nadu,District_2,Constituency_140,MP_Name_140,Work_682,Education,28-09-2022,1050186,Sanctioned
683,Tamil Nadu,District_3,Constituency_141,MP_Name_141,Work_683,Roads,24-03-2022,531453,Sanctioned
684,Delhi,District_4,Constituency_142,MP_Name_142,Work_684,Drinking Water,20-08-2021,1707726,Sanctioned
685,Delhi,District_5,Constituency_143,MP_Name_143,Work_685,Electricity,27-05-2022,1675129,Sanctioned
686,Gujarat,District_6,Constituency_144,MP_Name_144,Work_686,Roads,21-11-2021,1200726,Sanctioned
687,Gujarat,District_7,Constituency_145,MP_Name_145,Work_687,Electricity,13-07-2022,1887287,Sanctioned
688,Maharashtra,District_8,Constituency_146,MP_Name_146,Work_688,Sanitation,27-02-2023,737782,Sanctioned
689,Maharashtra,District_9,Constituency_147,MP_Name_147,Work_689,Education,18-05-2021,1217935,Sanctioned
690,Gujarat,District_0,Constituency_148,MP_Name_148,Work_690,Drinking Water,17-09-2021,1677500,Sanctioned
691,Tamil Nadu,District_1,Constituency_149,MP_Name_149,Work_691,Sanitation,27-08-2023,1817822,Sanctioned
692,Maharashtra,District_2,Constituency_150,MP_Name_150,Work_692,Roads,22-12-2022,1805005,Sanctioned
693,Karnataka,District_3,Constituency_151,MP_Name_151,Work_693,Electricity,05-01-2022,622701,Sanctioned
694,Tamil Nadu,District_4,Constituency_152,MP_Name_152,Work_694,Drinking Water,03-03-2023,1545979,Sanctioned
695,Delhi,District_5,Constituency_153,MP_Name_153,Work_695,Drinking Water,10-05-2021,461240,Sanctioned
696,Uttar Pradesh,District_6,Constituency_154,MP_Name_154,Work_696,Roads,22-05-2022,649109,Sanctioned
697,Uttar Pradesh,District_7,Constituency_155,MP_Name_155,Work_697,Electricity,22-02-2023,964642,Sanctioned
698,Maharashtra,District_8,Constituency_156,MP_Name_156,Work_698,Drinking Water,08-06-2022,928793,Sanctioned
699,Karnataka,District_9,Constituency_157,MP_Name_157,Work_699,Electricity,16-06-2021,1848152,Sanctioned
700,Gujarat,District_0,Constituency_158,MP_Name_158,Work_700,Sanitation,08-09-2023,1491007,Sanctioned
701,Maharashtra,District_1,Constituency_159,MP_Name_159,Work_701,Sanitation,27-05-2022,1823980,Sanctioned
702,Karnataka,District_2,Constituency_160,MP_Name_160,Work_702,Drinking Water,20-05-2021,419702,Sanctioned
703,Maharashtra,District_3,Constituency_161,MP_Name_161,Work_703,Drinking Water,01-06-2021,1632898,Sanctioned
704,Uttar Pradesh,District_4,Constituency_162,MP_Name_162,Work_704,Electricity,02-07-2022,700453,Sanctioned
705,Tamil Nadu,District_5,Constituency_163,MP_Name_163,Work_705,Drinking Water,07-07-2022,925210,Sanctioned
706,Gujarat,District_6,Constituency_164,MP_Name_164,Work_706,Roads,10-10-2021,1379005,Sanctioned
707,Maharashtra,District_7,Constituency_165,MP_Name_165,Work_707,Roads,12-10-2023,1062993,Sanctioned
708,Tamil Nadu,District_8,Constituency_166,MP_Name_166,Work_708,Education,09-02-2023,1879848,Sanctioned
709,Tamil Nadu,District_9,Constituency_167,MP_Name_167,Work_709,Health,18-01-2022,1356842,Sanctioned
710,Delhi,District_0,Constituency_168,MP_Name_168,Work_710,Roads,07-04-2022,1487712,Sanctioned
711,Tamil Nadu,District_1,Constituency_169,MP_Name_169,Work_711,Sanitation,31-05-2023,1119885,Sanctioned
712,Maharashtra,District_2,Constituency_170,MP_Name_170,Work_712,Drinking Water,08-07-2023,1125588,Sanctioned
713,Uttar Pradesh,District_3,Constituency_171,MP_Name_171,Work_713,Sanitation,21-05-2022,1718124,Sanctioned
714,Uttar Pradesh,District_4,Constituency_172,MP_Name_172,Work_714,Roads,19-09-2022,1456620,Sanctioned
715,Uttar Pradesh,District_5,Constituency_173,MP_Name_173,Work_715,Health,25-09-2022,1036085,Sanctioned
716,Karnataka,District_6,Constituency_174,MP_Name_174,Work_716,Education,21-09-2021,1439791,Sanctioned
717,Delhi,District_7,Constituency_175,MP_Name_175,Work_717,Education,12-10-2022,845659,Sanctioned
718,Karnataka,District_8,Constituency_176,MP_Name_176,Work_718,Education,06-06-2023,508310,Sanctioned
719,Uttar Pradesh,District_9,Constituency_177,MP_Name_177,Work_719,Drinking Water,14-09-2021,1434590,Sanctioned
720,Uttar Pradesh,District_0,Constituency_178,MP_Name_178,Work_720,Education,26-06-2021,1853319,Sanctioned
721,Uttar Pradesh,District_1,Constituency_179,MP_Name_179,Work_721,Education,26-04-2023,502324,Sanctioned
722,Karnataka,District_2,Constituency_180,MP_Name_180,Work_722,Education,23-07-2021,1383972,Sanctioned
723,Karnataka,District_3,Constituency_181,MP_Name_181,Work_723,Health,28-05-2022,1491905,Sanctioned
724,Tamil Nadu,District_4,Constituency_182,MP_Name_182,Work_724,Education,20-06-2023,1187408,Sanctioned
725,Uttar Pradesh,District_5,Constituency_183,MP_Name_183,Work_725,Electricity,29-10-2021,965970,Sanctioned
726,Delhi,District_6,Constituency_184,MP_Name_184,Work_726,Electricity,03-04-2022,668119,Sanctioned
727,Uttar Pradesh,District_7,Constituency_185,MP_Name_185,Work_727,Sanitation,13-12-2021,1577748,Sanctioned
728,Delhi,District_8,Constituency_186,MP_Name_186,Work_728,Drinking Water,10-08-2023,537001,Sanctioned
729,Delhi,District_9,Constituency_187,MP_Name_187,Work_729,Electricity,28-11-2023,1614674,Sanctioned
730,Maharashtra,District_0,Constituency_188,MP_Name_188,Work_730,Health,17-01-2021,1863079,Sanctioned
731,Karnataka,District_1,Constituency_189,MP_Name_189,Work_731,Roads,14-04-2021,778799,Sanctioned
732,Maharashtra,District_2,Constituency_190,MP_Name_190,Work_732,Roads,11-10-2021,456668,Sanctioned
733,Gujarat,District_3,Constituency_191,MP_Name_191,Work_733,Roads,19-09-2022,1493032,Sanctioned
734,Delhi,District_4,Constituency_192,MP_Name_192,Work_734,Electricity,26-08-2021,606692,Sanctioned
735,Uttar Pradesh,District_5,Constituency_193,MP_Name_193,Work_735,Education,22-08-2021,704168,Sanctioned
736,Karnataka,District_6,Constituency_194,MP_Name_194,Work_736,Sanitation,26-03-2022,1357357,Sanctioned
737,Delhi,District_7,Constituency_195,MP_Name_195,Work_737,Health,28-04-2022,556330,Sanctioned
738,Maharashtra,District_8,Constituency_196,MP_Name_196,Work_738,Education,20-08-2022,1859194,Sanctioned
739,Delhi,District_9,Constituency_197,MP_Name_197,Work_739,Electricity,15-09-2023,1639277,Sanctioned
740,Delhi,District_0,Constituency_198,MP_Name_198,Work_740,Health,27-06-2023,1031313,Sanctioned
741,Delhi,District_1,Constituency_199,MP_Name_199,Work_741,Sanitation,11-11-2021,520848,Sanctioned
742,Karnataka,District_2,Constituency_200,MP_Name_200,Work_742,Drinking Water,17-05-2022,1114947,Sanctioned
743,Maharashtra,District_3,Constituency_201,MP_Name_201,Work_743,Health,10-04-2023,818331,Sanctioned
744,Tamil Nadu,District_4,Constituency_202,MP_Name_202,Work_744,Electricity,08-11-2023,437684,Sanctioned
745,Uttar Pradesh,District_5,Constituency_203,MP_Name_203,Work_745,Electricity,24-06-2022,1547158,Sanctioned
746,Tamil Nadu,District_6,Constituency_204,MP_Name_204,Work_746,Electricity,15-06-2023,884687,Sanctioned
747,Delhi,District_7,Constituency_205,MP_Name_205,Work_747,Sanitation,11-08-2023,425412,Sanctioned
748,Tamil Nadu,District_8,Constituency_206,MP_Name_206,Work_748,Sanitation,26-10-2021,1651166,Sanctioned
749,Uttar Pradesh,District_9,Constituency_207,MP_Name_207,Work_749,Drinking Water,10-12-2022,1641029,Sanctioned
750,Karnataka,District_0,Constituency_208,MP_Name_208,Work_750,Electricity,14-02-2021,664134,Sanctioned
751,Delhi,District_1,Constituency_209,MP_Name_209,Work_751,Electricity,15-05-2023,1475916,Sanctioned
752,Gujarat,District_2,Constituency_210,MP_Name_210,Work_752,Sanitation,06-07-2022,414313,Sanctioned
753,Tamil Nadu,District_3,Constituency_211,MP_Name_211,Work_753,Education,09-02-2022,411020,Sanctioned
754,Gujarat,District_4,Constituency_212,MP_Name_212,Work_754,Sanitation,24-12-2023,487809,Sanctioned
755,Uttar Pradesh,District_5,Constituency_213,MP_Name_213,Work_755,Education,15-04-2023,1886413,Sanctioned
756,Karnataka,District_6,Constituency_214,MP_Name_214,Work_756,Roads,13-01-2023,1419112,Sanctioned
757,Gujarat,District_7,Constituency_215,MP_Name_215,Work_757,Drinking Water,06-02-2023,1164469,Sanctioned
758,Tamil Nadu,District_8,Constituency_216,MP_Name_216,Work_758,Education,09-01-2022,1792886,Sanctioned
759,Uttar Pradesh,District_9,Constituency_217,MP_Name_217,Work_759,Sanitation,13-09-2022,1731758,Sanctioned
760,Uttar Pradesh,District_0,Constituency_218,MP_Name_218,Work_760,Education,16-10-2021,1781268,Sanctioned
761,Gujarat,District_1,Constituency_219,MP_Name_219,Work_761,Roads,10-08-2021,984075,Sanctioned
762,Gujarat,District_2,Constituency_220,MP_Name_220,Work_762,Roads,28-12-2023,771238,Sanctioned
763,Delhi,District_3,Constituency_221,MP_Name_221,Work_763,Drinking Water,31-01-2023,434171,Sanctioned
764,Gujarat,District_4,Constituency_222,MP_Name_222,Work_764,Sanitation,06-01-2023,1676538,Sanctioned
765,Maharashtra,District_5,Constituency_223,MP_Name_223,Work_765,Health,01-04-2021,1164589,Sanctioned
766,Uttar Pradesh,District_6,Constituency_224,MP_Name_224,Work_766,Electricity,15-09-2022,1760600,Sanctioned
767,Delhi,District_7,Constituency_225,MP_Name_225,Work_767,Health,10-09-2023,406417,Sanctioned
768,Tamil Nadu,District_8,Constituency_226,MP_Name_226,Work_768,Education,28-07-2021,1095288,Sanctioned
769,Delhi,District_9,Constituency_227,MP_Name_227,Work_769,Health,13-03-2023,565132,Sanctioned
770,Maharashtra,District_0,Constituency_228,MP_Name_228,Work_770,Drinking Water,08-07-2023,1779093,Sanctioned
771,Uttar Pradesh,District_1,Constituency_229,MP_Name_229,Work_771,Sanitation,02-07-2022,939896,Sanctioned
772,Maharashtra,District_2,Constituency_230,MP_Name_230,Work_772,Roads,20-01-2021,1558340,Sanctioned
773,Karnataka,District_3,Constituency_231,MP_Name_231,Work_773,Drinking Water,29-07-2023,1401784,Sanctioned
774,Maharashtra,District_4,Constituency_232,MP_Name_232,Work_774,Health,11-01-2023,1124099,Sanctioned
775,Karnataka,District_5,Constituency_233,MP_Name_233,Work_775,Roads,22-02-2023,1031393,Sanctioned
776,Karnataka,District_6,Constituency_234,MP_Name_234,Work_776,Drinking Water,27-01-2022,1505435,Sanctioned
777,Uttar Pradesh,District_7,Constituency_235,MP_Name_235,Work_777,Health,26-04-2021,572212,Sanctioned
778,Delhi,District_8,Constituency_236,MP_Name_236,Work_778,Health,13-11-2022,1677642,Sanctioned
779,Delhi,District_9,Constituency_237,MP_Name_237,Work_779,Electricity,13-06-2022,725804,Sanctioned
780,Karnataka,District_0,Constituency_238,MP_Name_238,Work_780,Electricity,25-09-2021,848096,Sanctioned
781,Karnataka,District_1,Constituency_239,MP_Name_239,Work_781,Education,25-05-2022,1691609,Sanctioned
782,Gujarat,District_2,Constituency_240,MP_Name_240,Work_782,Health,15-02-2022,1752431,Sanctioned
783,Uttar Pradesh,District_3,Constituency_241,MP_Name_241,Work_783,Education,05-12-2023,1504072,Sanctioned
784,Delhi,District_4,Constituency_242,MP_Name_242,Work_784,Electricity,20-01-2022,1551292,Sanctioned
785,Delhi,District_5,Constituency_243,MP_Name_243,Work_785,Sanitation,21-11-2022,526820,Sanctioned
786,Maharashtra,District_6,Constituency_244,MP_Name_244,Work_786,Education,04-11-2023,1822436,Sanctioned
787,Gujarat,District_7,Constituency_245,MP_Name_245,Work_787,Sanitation,19-04-2023,1890498,Sanctioned
788,Tamil Nadu,District_8,Constituency_246,MP_Name_246,Work_788,Education,30-09-2021,461544,Sanctioned
789,Karnataka,District_9,Constituency_247,MP_Name_247,Work_789,Education,29-09-2022,1406410,Sanctioned
790,Delhi,District_0,Constituency_248,MP_Name_248,Work_790,Health,30-12-2022,885222,Sanctioned
791,Gujarat,District_1,Constituency_249,MP_Name_249,Work_791,Drinking Water,15-09-2022,583732,Sanctioned
792,Gujarat,District_2,Constituency_250,MP_Name_250,Work_792,Roads,31-08-2022,464252,Sanctioned
793,Delhi,District_3,Constituency_251,MP_Name_251,Work_793,Electricity,05-02-2022,621913,Sanctioned
794,Gujarat,District_4,Constituency_252,MP_Name_252,Work_794,Health,12-02-2023,1775824,Sanctioned
795,Gujarat,District_5,Constituency_253,MP_Name_253,Work_795,Drinking Water,30-01-2022,584753,Sanctioned
796,Karnataka,District_6,Constituency_254,MP_Name_254,Work_796,Health,17-09-2022,1651793,Sanctioned
797,Gujarat,District_7,Constituency_255,MP_Name_255,Work_797,Electricity,19-06-2021,1134418,Sanctioned
798,Delhi,District_8,Constituency_256,MP_Name_256,Work_798,Sanitation,04-02-2021,1142944,Sanctioned
799,Tamil Nadu,District_9,Constituency_257,MP_Name_257,Work_799,Electricity,26-08-2021,985389,Sanctioned
800,Karnataka,District_0,Constituency_258,MP_Name_258,Work_800,Education,24-03-2023,807832,Sanctioned
801,Delhi,District_1,Constituency_259,MP_Name_259,Work_801,Education,03-02-2022,1854772,Sanctioned
802,Karnataka,District_2,Constituency_260,MP_Name_260,Work_802,Electricity,11-12-2022,1448810,Sanctioned
803,Tamil Nadu,District_3,Constituency_261,MP_Name_261,Work_803,Education,17-12-2022,1205209,Sanctioned
804,Uttar Pradesh,District_4,Constituency_262,MP_Name_262,Work_804,Sanitation,17-03-2021,1501193,Sanctioned
805,Gujarat,District_5,Constituency_263,MP_Name_263,Work_805,Education,26-12-2021,1626401,Sanctioned
806,Uttar Pradesh,District_6,Constituency_264,MP_Name_264,Work_806,Health,13-05-2023,1060746,Sanctioned
807,Maharashtra,District_7,Constituency_265,MP_Name_265,Work_807,Sanitation,28-10-2021,1092274,Sanctioned
808,Karnataka,District_8,Constituency_266,MP_Name_266,Work_808,Education,31-12-2022,1800144,Sanctioned
809,Maharashtra,District_9,Constituency_267,MP_Name_267,Work_809,Sanitation,20-11-2023,1061281,Sanctioned
810,Maharashtra,District_0,Constituency_268,MP_Name_268,Work_810,Sanitation,30-09-2022,749618,Sanctioned
811,Maharashtra,District_1,Constituency_269,MP_Name_269,Work_811,Electricity,13-03-2021,1884049,Sanctioned
812,Karnataka,District_2,Constituency_270,MP_Name_270,Work_812,Health,07-12-2023,733375,Sanctioned
813,Uttar Pradesh,District_3,Constituency_271,MP_Name_271,Work_813,Roads,17-07-2021,1388271,Sanctioned
814,Gujarat,District_4,Constituency_272,MP_Name_272,Work_814,Health,15-02-2023,804090,Sanctioned
815,Maharashtra,District_5,Constituency_273,MP_Name_273,Work_815,Drinking Water,28-11-2022,1581405,Sanctioned
816,Karnataka,District_6,Constituency_274,MP_Name_274,Work_816,Roads,24-12-2022,841982,Sanctioned
817,Delhi,District_7,Constituency_275,MP_Name_275,Work_817,Electricity,08-10-2022,453414,Sanctioned
818,Delhi,District_8,Constituency_276,MP_Name_276,Work_818,Health,29-06-2021,1012140,Sanctioned
819,Delhi,District_9,Constituency_277,MP_Name_277,Work_819,Drinking Water,07-10-2022,1496923,Sanctioned
820,Karnataka,District_0,Constituency_278,MP_Name_278,Work_820,Health,01-09-2021,500859,Sanctioned
821,Tamil Nadu,District_1,Constituency_279,MP_Name_279,Work_821,Health,29-03-2022,1027325,Sanctioned
822,Delhi,District_2,Constituency_280,MP_Name_280,Work_822,Roads,24-09-2023,523171,Sanctioned
823,Delhi,District_3,Constituency_281,MP_Name_281,Work_823,Drinking Water,15-07-2022,598049,Sanctioned
824,Gujarat,District_4,Constituency_282,MP_Name_282,Work_824,Education,14-02-2023,725216,Sanctioned
825,Delhi,District_5,Constituency_283,MP_Name_283,Work_825,Roads,18-03-2023,1352611,Sanctioned
826,Karnataka,District_6,Constituency_284,MP_Name_284,Work_826,Roads,11-01-2023,1600171,Sanctioned
827,Tamil Nadu,District_7,Constituency_285,MP_Name_285,Work_827,Electricity,06-03-2023,1013877,Sanctioned
828,Uttar Pradesh,District_8,Constituency_286,MP_Name_286,Work_828,Sanitation,21-09-2021,1585237,Sanctioned
829,Uttar Pradesh,District_9,Constituency_287,MP_Name_287,Work_829,Roads,06-03-2023,602174,Sanctioned
830,Karnataka,District_0,Constituency_288,MP_Name_288,Work_830,Sanitation,29-04-2023,1153809,Sanctioned
831,Tamil Nadu,District_1,Constituency_289,MP_Name_289,Work_831,Drinking Water,12-07-2021,1652611,Sanctioned
832,Tamil Nadu,District_2,Constituency_290,MP_Name_290,Work_832,Sanitation,15-10-2022,1312724,Sanctioned
833,Maharashtra,District_3,Constituency_291,MP_Name_291,Work_833,Education,01-08-2022,1074793,Sanctioned
