sr_no,state,constituency,mp_name,work,vendor_name,expenditure_date,fund_disbursed_amount
1293,Karnataka,Constituency_95,MP_Name_95,KA/991/2021-2022/1523 - Construction of Health facility,Shree Constructions,15-09-2024,126813
1294,Karnataka,Constituency_95,MP_Name_95,KA/991/2021-2022/1523 - Construction of Health facility,Rural Works Dept,11-08-2021,78560
1295,Karnataka,Constituency_95,MP_Name_95,KA/991/2021-2022/1523 - Construction of Health facility,Global Infra Ltd,07-02-2024,195143
1296,Karnataka,Constituency_95,MP_Name_95,KA/121/2021-2022/1524 - Construction of Sanitation facility,Shree Constructions,13-03-2023,210137
1297,Karnataka,Constituency_95,MP_Name_95,KA/121/2021-2022/1524 - Construction of Sanitation facility,XYZ Builders,09-09-2022,411842
1298,Karnataka,Constituency_95,MP_Name_95,KA/121/2021-2022/1524 - Construction of Sanitation facility,XYZ Builders,28-05-2022,420926
1299,Karnataka,Constituency_95,MP_Name_95,KA/944/2023-2024/1525 - Construction of Roads facility,Rural Works Dept,03-11-2023,262292
1300,Karnataka,Constituency_95,MP_Name_95,KA/944/2023-2024/1525 - Construction of Roads facility,Global Infra Ltd,10-05-2024,123689
1301,Karnataka,Constituency_95,MP_Name_95,KA/944/2023-2024/1525 - Construction of Roads facility,XYZ Builders,09-07-2022,354542
1302,Karnataka,Constituency_95,MP_Name_95,KA/944/2023-2024/1525 - Construction of Roads facility,Global Infra Ltd,31-07-2023,128139
1303,Karnataka,Constituency_95,MP_Name_95,KA/809/2023-2024/1526 - Construction of Drinking Water facility,Global Infra Ltd,07-06-2024,482146
1304,Karnataka,Constituency_95,MP_Name_95,KA/666/2022-2023/1527 - Construction of Roads facility,XYZ Builders,01-12-2023,288484
1305,Karnataka,Constituency_95,MP_Name_95,KA/666/2022-2023/1527 - Construction of Roads facility,State PWD,19-01-2021,159684
1306,Karnataka,Constituency_95,MP_Name_95,KA/666/2022-2023/1527 - Construction of Roads facility,ABC Constructions,22-07-2022,440729
1307,Karnataka,Constituency_95,MP_Name_95,KA/255/2023-2024/1528 - Construction of Drinking Water facility,XYZ Builders,14-10-2024,430027
1308,Karnataka,Constituency_95,MP_Name_95,KA/848/2022-2023/1529 - Construction of Education facility,Rural Works Dept,22-04-2024,224942
1309,Karnataka,Constituency_95,MP_Name_95,KA/848/2022-2023/1529 - Construction of Education facility,National Infra Corp,28-02-2021,240676
1310,Karnataka,Constituency_95,MP_Name_95,KA/848/2022-2023/1529 - Construction of Education facility,Rural Works Dept,30-10-2022,255708
1311,Karnataka,Constituency_95,MP_Name_95,KA/632/2021-2022/1530 - Construction of Education facility,Rural Works Dept,22-02-2021,407880
1312,Karnataka,Constituency_95,MP_Name_95,KA/632/2021-2022/1530 - Construction of Education facility,Rural Works Dept,03-08-2022,309634
1313,Karnataka,Constituency_95,MP_Name_95,KA/632/2021-2022/1530 - Construction of Education facility,Rural Works Dept,28-10-2021,307563
1314,Karnataka,Constituency_95,MP_Name_95,KA/632/2021-2022/1530 - Construction of Education facility,State PWD,13-11-2023,452126
1315,Uttar Pradesh,Constituency_96,MP_Name_96,UP/736/2022-2023/1531 - Construction of Sanitation facility,National Infra Corp,12-02-2022,272238
1316,Uttar Pradesh,Constituency_96,MP_Name_96,UP/736/2022-2023/1531 - Construction of Sanitation facility,ABC Constructions,28-07-2022,163773
1317,Uttar Pradesh,Constituency_96,MP_Name_96,UP/736/2022-2023/1531 - Construction of Sanitation facility,XYZ Builders,04-02-2023,454965
1318,Uttar Pradesh,Constituency_96,MP_Name_96,UP/289/2022-2023/1532 - Construction of Health facility,Global Infra Ltd,06-12-2023,257805
1319,Uttar Pradesh,Constituency_96,MP_Name_96,UP/289/2022-2023/1532 - Construction of Health facility,State PWD,11-07-2021,405482
1320,Uttar Pradesh,Constituency_96,MP_Name_96,UP/848/2022-2023/1533 - Construction of Sanitation facility,Global Infra Ltd,12-03-2024,67246
1321,Uttar Pradesh,Constituency_96,MP_Name_96,UP/848/2022-2023/1533 - Construction of Sanitation facility,XYZ Builders,12-11-2024,333748
1322,Uttar Pradesh,Constituency_96,MP_Name_96,UP/974/2023-2024/1534 - Construction of Health facility,Shree Constructions,24-07-2021,237832
1323,Uttar Pradesh,Constituency_96,MP_Name_96,UP/974/2023-2024/1534 - Construction of Health facility,State PWD,23-01-2024,351149
1324,Uttar Pradesh,Constituency_96,MP_Name_96,UP/974/2023-2024/1534 - Construction of Health facility,Shree Constructions,09-12-2022,304858
1325,Tamil Nadu,Constituency_97,MP_Name_97,TN/960/2023-2024/1535 - Construction of Drinking Water facility,Global Infra Ltd,23-01-2023,343472
1326,Tamil Nadu,Constituency_97,MP_Name_97,TN/960/2023-2024/1535 - Construction of Drinking Water facility,ABC Constructions,23-12-2022,498846
1327,Tamil Nadu,Constituency_97,MP_Name_97,TN/665/2022-2023/1536 - Construction of Education facility,XYZ Builders,11-04-2021,461847
1328,Tamil Nadu,Constituency_97,MP_Name_97,TN/990/2022-2023/1537 - Construction of Drinking Water facility,ABC Constructions,14-10-2024,86186
1329,Tamil Nadu,Constituency_97,MP_Name_97,TN/137/2022-2023/1538 - Construction of Sanitation facility,ABC Constructions,31-03-2022,157780
1330,Tamil Nadu,Constituency_97,MP_Name_97,TN/137/2022-2023/1538 - Construction of Sanitation facility,Shree Constructions,27-08-2022,275831
1331,Tamil Nadu,Constituency_97,MP_Name_97,TN/137/2022-2023/1538 - Construction of Sanitation facility,ABC Constructions,03-08-2022,171137
1332,Tamil Nadu,Constituency_97,MP_Name_97,TN/360/2023-2024/1539 - Construction of Sanitation facility,BuildWell Pvt Ltd,19-09-2021,285582
1333,Tamil Nadu,Constituency_97,MP_Name_97,TN/360/2023-2024/1539 - Construction of Sanitation facility,ABC Constructions,24-07-2022,191083
1334,Tamil Nadu,Constituency_97,MP_Name_97,TN/278/2022-2023/1540 - Construction of Roads facility,National Infra Corp,03-11-2022,395774
1335,Tamil Nadu,Constituency_97,MP_Name_97,TN/278/2022-2023/1540 - Construction of Roads facility,XYZ Builders,05-09-2021,464407
1336,Tamil Nadu,Constituency_97,MP_Name_97,TN/278/2022-2023/1540 - Construction of Roads facility,Shree Constructions,29-08-2024,326639
1337,Tamil Nadu,Constituency_97,MP_Name_97,TN/278/2022-2023/1540 - Construction of Roads facility,Global Infra Ltd,13-03-2024,229946
1338,Tamil Nadu,Constituency_97,MP_Name_97,TN/908/2021-2022/1541 - Construction of Electricity facility,National Infra Corp,20-06-2021,152817
1339,Tamil Nadu,Constituency_97,MP_Name_97,TN/908/2021-2022/1541 - Construction of Electricity facility,BuildWell Pvt Ltd,04-12-2024,149455
1340,Tamil Nadu,Constituency_97,MP_Name_97,TN/908/2021-2022/1541 - Construction of Electricity facility,Rural Works Dept,26-07-2021,294807
1341,Tamil Nadu,Constituency_97,MP_Name_97,TN/908/2021-2022/1541 - Construction of Electricity facility,National Infra Corp,31-03-2022,113343
1342,Tamil Nadu,Constituency_97,MP_Name_97,TN/866/2023-2024/1542 - Construction of Roads facility,BuildWell Pvt Ltd,03-10-2022,163444
1343,Tamil Nadu,Constituency_97,MP_Name_97,TN/866/2023-2024/1542 - Construction of Roads facility,ABC Constructions,30-09-2023,88684
1344,Tamil Nadu,Constituency_97,MP_Name_97,TN/866/2023-2024/1542 - Construction of Roads facility,Shree Constructions,04-05-2023,454479
1345,Bihar,Constituency_98,MP_Name_98,BR/986/2023-2024/1543 - Construction of Roads facility,ABC Constructions,11-02-2024,234269
1346,Bihar,Constituency_98,MP_Name_98,BR/986/2023-2024/1543 - Construction of Roads facility,Shree Constructions,04-11-2021,478027
1347,Bihar,Constituency_98,MP_Name_98,BR/618/2022-2023/1544 - Construction of Education facility,Shree Constructions,22-05-2023,477549
1348,Bihar,Constituency_98,MP_Name_98,BR/618/2022-2023/1544 - Construction of Education facility,ABC Constructions,13-10-2022,212315
1349,Bihar,Constituency_98,MP_Name_98,BR/618/2022-2023/1544 - Construction of Education facility,Global Infra Ltd,13-01-2022,436879
1350,Bihar,Constituency_98,MP_Name_98,BR/608/2022-2023/1545 - Construction of Sanitation facility,National Infra Corp,29-10-2023,438293
1351,Bihar,Constituency_98,MP_Name_98,BR/608/2022-2023/1545 - Construction of Sanitation facility,ABC Constructions,07-03-2021,308834
1352,Bihar,Constituency_98,MP_Name_98,BR/608/2022-2023/1545 - Construction of Sanitation facility,ABC Constructions,27-09-2023,113211
1353,Bihar,Constituency_98,MP_Name_98,BR/608/2022-2023/1545 - Construction of Sanitation facility,State PWD,18-06-2022,231381
1354,Uttar Pradesh,Constituency_99,MP_Name_99,UP/801/2023-2024/1546 - Construction of Education facility,ABC Constructions,22-04-2022,289368
1355,Uttar Pradesh,Constituency_99,MP_Name_99,UP/801/2023-2024/1546 - Construction of Education facility,ABC Constructions,03-09-2024,269436
1356,Uttar Pradesh,Constituency_99,MP_Name_99,UP/801/2023-2024/1546 - Construction of Education facility,Global Infra Ltd,02-03-2023,64430
1357,Uttar Pradesh,Constituency_99,MP_Name_99,UP/801/2023-2024/1546 - Construction of Education facility,Global Infra Ltd,12-01-2022,61565
1358,Uttar Pradesh,Constituency_99,MP_Name_99,UP/577/2022-2023/1547 - Construction of Drinking Water facility,XYZ Builders,20-07-2024,452786
1359,Uttar Pradesh,Constituency_99,MP_Name_99,UP/577/2022-2023/1547 - Construction of Drinking Water facility,State PWD,28-01-2022,91461
1360,Uttar Pradesh,Constituency_99,MP_Name_99,UP/577/2022-2023/1547 - Construction of Drinking Water facility,National Infra Corp,21-05-2023,208035
1361,Uttar Pradesh,Constituency_99,MP_Name_99,UP/820/2023-2024/1548 - Construction of Education facility,State PWD,28-06-2022,465491
1362,Uttar Pradesh,Constituency_99,MP_Name_99,UP/830/2022-2023/1549 - Construction of Education facility,State PWD,08-02-2022,454727
1363,Uttar Pradesh,Constituency_99,MP_Name_99,UP/830/2022-2023/1549 - Construction of Education facility,ABC Constructions,07-04-2022,475563
1364,Uttar Pradesh,Constituency_99,MP_Name_99,UP/894/2023-2024/1550 - Construction of Sanitation facility,Rural Works Dept,22-01-2022,93531
1365,Uttar Pradesh,Constituency_99,MP_Name_99,UP/894/2023-2024/1550 - Construction of Sanitation facility,State PWD,13-07-2022,471682
1366,Uttar Pradesh,Constituency_99,MP_Name_99,UP/894/2023-2024/1550 - Construction of Sanitation facility,Shree Constructions,16-05-2022,310172
1367,Uttar Pradesh,Constituency_99,MP_Name_99,UP/894/2023-2024/1550 - Construction of Sanitation facility,National Infra Corp,08-06-2022,438396
1368,Tamil Nadu,Constituency_100,MP_Name_100,TN/199/2022-2023/1551 - Construction of Education facility,Global Infra Ltd,20-05-2022,77556
1369,Tamil Nadu,Constituency_100,MP_Name_100,TN/199/2022-2023/1551 - Construction of Education facility,Global Infra Ltd,13-01-2022,137954
1370,Tamil Nadu,Constituency_100,MP_Name_100,TN/281/2021-2022/1552 - Construction of Roads facility,National Infra Corp,26-05-2022,338391
1371,Tamil Nadu,Constituency_100,MP_Name_100,TN/281/2021-2022/1552 - Construction of Roads facility,XYZ Builders,24-12-2023,279129
1372,Tamil Nadu,Constituency_100,MP_Name_100,TN/281/2021-2022/1552 - Construction of Roads facility,XYZ Builders,01-02-2024,265419
1373,Tamil Nadu,Constituency_100,MP_Name_100,TN/281/2021-2022/1552 - Construction of Roads facility,National Infra Corp,20-12-2023,129806
1374,Tamil Nadu,Constituency_100,MP_Name_100,TN/312/2023-2024/1553 - Construction of Drinking Water facility,State PWD,12-06-2023,473286
1375,Tamil Nadu,Constituency_100,MP_Name_100,TN/632/2021-2022/1554 - Construction of Health facility,ABC Constructions,25-01-2023,168035
1376,Tamil Nadu,Constituency_100,MP_Name_100,TN/537/2021-2022/1555 - Construction of Sanitation facility,Shree Constructions,01-03-2023,453015
1377,Tamil Nadu,Constituency_100,MP_Name_100,TN/537/2021-2022/1555 - Construction of Sanitation facility,Rural Works Dept,12-09-2021,165456
1378,Tamil Nadu,Constituency_100,MP_Name_100,TN/537/2021-2022/1555 - Construction of Sanitation facility,BuildWell Pvt Ltd,05-08-2023,344380
1379,Tamil Nadu,Constituency_100,MP_Name_100,TN/537/2021-2022/1555 - Construction of Sanitation facility,Global Infra Ltd,04-04-2023,398614
1380,Tamil Nadu,Constituency_100,MP_Name_100,TN/656/2021-2022/1556 - Construction of Health facility,ABC Constructions,28-12-2023,208885
1381,Tamil Nadu,Constituency_100,MP_Name_100,TN/656/2021-2022/1556 - Construction of Health facility,Rural Works Dept,30-01-2024,192145
1382,Tamil Nadu,Constituency_100,MP_Name_100,TN/656/2021-2022/1556 - Construction of Health facility,Global Infra Ltd,27-01-2023,202147
1383,Tamil Nadu,Constituency_100,MP_Name_100,TN/587/2022-2023/1557 - Construction of Drinking Water facility,Shree Constructions,22-08-2021,308951
1384,Uttar Pradesh,Constituency_101,MP_Name_101,UP/654/2023-2024/1558 - Construction of Drinking Water facility,ABC Constructions,21-12-2023,475557
1385,Uttar Pradesh,Constituency_101,MP_Name_101,UP/654/2023-2024/1558 - Construction of Drinking Water facility,XYZ Builders,29-12-2021,397788
1386,Uttar Pradesh,Constituency_101,MP_Name_101,UP/654/2023-2024/1558 - Construction of Drinking Water facility,ABC Constructions,31-03-2022,426781
1387,Uttar Pradesh,Constituency_101,MP_Name_101,UP/654/2023-2024/1558 - Construction of Drinking Water facility,BuildWell Pvt Ltd,23-04-2022,280879
1388,Uttar Pradesh,Constituency_101,MP_Name_101,UP/141/2022-2023/1559 - Construction of Education facility,National Infra Corp,10-01-2021,445759
1389,Uttar Pradesh,Constituency_101,MP_Name_101,UP/141/2022-2023/1559 - Construction of Education facility,Shree Constructions,13-12-2023,91073
1390,Uttar Pradesh,Constituency_101,MP_Name_101,UP/141/2022-2023/1559 - Construction of Education facility,ABC Constructions,26-02-2024,455530
1391,Uttar Pradesh,Constituency_101,MP_Name_101,UP/394/2023-2024/1560 - Construction of Sanitation facility,BuildWell Pvt Ltd,18-03-2023,432539
1392,Uttar Pradesh,Constituency_101,MP_Name_101,UP/394/2023-2024/1560 - Construction of Sanitation facility,National Infra Corp,19-06-2023,351043
1393,Uttar Pradesh,Constituency_101,MP_Name_101,UP/394/2023-2024/1560 - Construction of Sanitation facility,ABC Constructions,13-09-2023,172571
1394,Uttar Pradesh,Constituency_101,MP_Name_101,UP/849/2021-2022/1561 - Construction of Education facility,XYZ Builders,20-02-2024,429040
1395,Uttar Pradesh,Constituency_101,MP_Name_101,UP/849/2021-2022/1561 - Construction of Education facility,National Infra Corp,23-08-2024,435319
1396,Uttar Pradesh,Constituency_101,MP_Name_101,UP/849/2021-2022/1561 - Construction of Education facility,National Infra Corp,08-09-2021,285220
1397,Maharashtra,Constituency_102,MP_Name_102,MH/367/2022-2023/1562 - Construction of Health facility,ABC Constructions,03-10-2024,79352
1398,Maharashtra,Constituency_102,MP_Name_102,MH/250/2021-2022/1563 - Construction of Health facility,Global Infra Ltd,12-04-2021,473762
1399,Maharashtra,Constituency_102,MP_Name_102,MH/894/2021-2022/1564 - Construction of Health facility,XYZ Builders,03-01-2023,201771
1400,Maharashtra,Constituency_102,MP_Name_102,MH/894/2021-2022/1564 - Construction of Health facility,Shree Constructions,02-07-2024,103222
1401,Maharashtra,Constituency_102,MP_Name_102,MH/200/2021-2022/1565 - Construction of Sanitation facility,ABC Constructions,18-08-2024,344647
1402,Maharashtra,Constituency_102,MP_Name_102,MH/173/2021-2022/1566 - Construction of Roads facility,XYZ Builders,09-07-2024,98082
1403,Maharashtra,Constituency_102,MP_Name_102,MH/173/2021-2022/1566 - Construction of Roads facility,ABC Constructions,04-05-2023,299550
1404,Maharashtra,Constituency_102,MP_Name_102,MH/173/2021-2022/1566 - Construction of Roads facility,Global Infra Ltd,31-10-2022,195029
1405,Maharashtra,Constituency_102,MP_Name_102,MH/173/2021-2022/1566 - Construction of Roads facility,State PWD,01-11-2024,259489
1406,Maharashtra,Constituency_102,MP_Name_102,MH/965/2022-2023/1567 - Construction of Drinking Water facility,State PWD,04-07-2024,162624
1407,Maharashtra,Constituency_102,MP_Name_102,MH/965/2022-2023/1567 - Construction of Drinking Water facility,State PWD,05-09-2021,292338
1408,Bihar,Constituency_103,MP_Name_103,BR/245/2022-2023/1568 - Construction of Electricity facility,BuildWell Pvt Ltd,29-06-2021,216916
1409,Bihar,Constituency_103,MP_Name_103,BR/974/2023-2024/1569 - Construction of Electricity facility,Global Infra Ltd,14-05-2024,314808
1410,Bihar,Constituency_103,MP_Name_103,BR/974/2023-2024/1569 - Construction of Electricity facility,XYZ Builders,29-08-2023,82427
1411,Bihar,Constituency_103,MP_Name_103,BR/974/2023-2024/1569 - Construction of Electricity facility,National Infra Corp,30-01-2022,380737
1412,Bihar,Constituency_103,MP_Name_103,BR/196/2021-2022/1570 - Construction of Roads facility,National Infra Corp,26-05-2022,319667
1413,Bihar,Constituency_103,MP_Name_103,BR/431/2022-2023/1571 - Construction of Sanitation facility,ABC Constructions,28-02-2023,51728
1414,Bihar,Constituency_103,MP_Name_103,BR/431/2022-2023/1571 - Construction of Sanitation facility,ABC Constructions,24-03-2024,447313
1415,Bihar,Constituency_103,MP_Name_103,BR/431/2022-2023/1571 - Construction of Sanitation facility,National Infra Corp,17-07-2024,334175
1416,Bihar,Constituency_103,MP_Name_103,BR/431/2022-2023/1571 - Construction of Sanitation facility,National Infra Corp,21-01-2022,192559
1417,Bihar,Constituency_103,MP_Name_103,BR/913/2023-2024/1572 - Construction of Roads facility,Shree Constructions,16-03-2022,98603
1418,Bihar,Constituency_103,MP_Name_103,BR/913/2023-2024/1572 - Construction of Roads facility,National Infra Corp,25-09-2022,227916
1419,Bihar,Constituency_103,MP_Name_103,BR/913/2023-2024/1572 - Construction of Roads facility,Global Infra Ltd,25-12-2022,418265
1420,Bihar,Constituency_103,MP_Name_103,BR/350/2023-2024/1573 - Construction of Roads facility,National Infra Corp,08-05-2021,190307
1421,Bihar,Constituency_103,MP_Name_103,BR/350/2023-2024/1573 - Construction of Roads facility,BuildWell Pvt Ltd,01-07-2021,92455
1422,Bihar,Constituency_103,MP_Name_103,BR/350/2023-2024/1573 - Construction of Roads facility,ABC Constructions,15-06-2021,146274
1423,Bihar,Constituency_103,MP_Name_103,BR/610/2022-2023/1574 - Construction of Roads facility,Rural Works Dept,17-08-2024,250031
1424,Bihar,Constituency_103,MP_Name_103,BR/610/2022-2023/1574 - Construction of Roads facility,BuildWell Pvt Ltd,23-11-2023,157628
1425,Bihar,Constituency_103,MP_Name_103,BR/610/2022-2023/1574 - Construction of Roads facility,ABC Constructions,22-12-2024,205863
1426,Bihar,Constituency_103,MP_Name_103,BR/610/2022-2023/1574 - Construction of Roads facility,National Infra Corp,12-05-2023,96610
1427,Bihar,Constituency_103,MP_Name_103,BR/589/2021-2022/1575 - Construction of Electricity facility,State PWD,18-05-2022,428986
1428,Bihar,Constituency_103,MP_Name_103,BR/589/2021-2022/1575 - Construction of Electricity facility,Global Infra Ltd,10-11-2023,193236
1429,Bihar,Constituency_103,MP_Name_103,BR/589/2021-2022/1575 - Construction of Electricity facility,XYZ Builders,24-03-2024,212563
1430,Bihar,Constituency_103,MP_Name_103,BR/589/2021-2022/1575 - Construction of Electricity facility,National Infra Corp,20-04-2024,79880
1431,Rajasthan,Constituency_104,MP_Name_104,RJ/613/2022-2023/1576 - Construction of Education facility,Global Infra Ltd,19-04-2024,392814
1432,Rajasthan,Constituency_104,MP_Name_104,RJ/613/2022-2023/1576 - Construction of Education facility,Global Infra Ltd,03-09-2021,145188
1433,Rajasthan,Constituency_104,MP_Name_104,RJ/613/2022-2023/1576 - Construction of Education facility,ABC Constructions,25-02-2022,193637
1434,Rajasthan,Constituency_104,MP_Name_104,RJ/613/2022-2023/1576 - Construction of Education facility,State PWD,19-09-2021,136804
1435,Rajasthan,Constituency_104,MP_Name_104,RJ/860/2022-2023/1577 - Construction of Electricity facility,BuildWell Pvt Ltd,15-09-2024,224272
1436,Rajasthan,Constituency_104,MP_Name_104,RJ/247/2022-2023/1578 - Construction of Electricity facility,Global Infra Ltd,13-12-2021,362287
1437,Rajasthan,Constituency_104,MP_Name_104,RJ/247/2022-2023/1578 - Construction of Electricity facility,XYZ Builders,17-08-2022,384876
1438,Rajasthan,Constituency_104,MP_Name_104,RJ/247/2022-2023/1578 - Construction of Electricity facility,State PWD,20-09-2023,407623
1439,Rajasthan,Constituency_104,MP_Name_104,RJ/810/2023-2024/1579 - Construction of Education facility,Shree Constructions,10-08-2024,253166
1440,Rajasthan,Constituency_104,MP_Name_104,RJ/810/2023-2024/1579 - Construction of Education facility,ABC Constructions,04-09-2021,376114
1441,Rajasthan,Constituency_104,MP_Name_104,RJ/810/2023-2024/1579 - Construction of Education facility,State PWD,22-01-2024,300096
1442,Rajasthan,Constituency_104,MP_Name_104,RJ/810/2023-2024/1579 - Construction of Education facility,State PWD,07-12-2022,196274
1443,Rajasthan,Constituency_104,MP_Name_104,RJ/530/2023-2024/1580 - Construction of Electricity facility,XYZ Builders,21-02-2023,379306
1444,West Bengal,Constituency_105,MP_Name_105,WB/367/2023-2024/1581 - Construction of Sanitation facility,Rural Works Dept,17-08-2023,495937
1445,West Bengal,Constituency_105,MP_Name_105,WB/367/2023-2024/1581 - Construction of Sanitation facility,National Infra Corp,15-10-2021,295852
1446,West Bengal,Constituency_105,MP_Name_105,WB/367/2023-2024/1581 - Construction of Sanitation facility,State PWD,06-06-2021,271725
1447,West Bengal,Constituency_105,MP_Name_105,WB/367/2023-2024/1581 - Construction of Sanitation facility,ABC Constructions,25-06-2022,244514
1448,West Bengal,Constituency_105,MP_Name_105,WB/757/2022-2023/1582 - Construction of Drinking Water facility,ABC Constructions,10-02-2022,349699
1449,West Bengal,Constituency_105,MP_Name_105,WB/757/2022-2023/1582 - Construction of Drinking Water facility,ABC Constructions,05-07-2024,111615
1450,West Bengal,Constituency_105,MP_Name_105,WB/757/2022-2023/1582 - Construction of Drinking Water facility,National Infra Corp,20-07-2022,157293
1451,West Bengal,Constituency_105,MP_Name_105,WB/150/2022-2023/1583 - Construction of Sanitation facility,Global Infra Ltd,16-09-2022,328830
1452,West Bengal,Constituency_105,MP_Name_105,WB/150/2022-2023/1583 - Construction of Sanitation facility,XYZ Builders,14-12-2024,240797
1453,Karnataka,Constituency_106,MP_Name_106,KA/478/2021-2022/1584 - Construction of Health facility,National Infra Corp,07-11-2024,190556
1454,Karnataka,Constituency_106,MP_Name_106,KA/478/2021-2022/1584 - Construction of Health facility,BuildWell Pvt Ltd,15-05-2022,324856
1455,Karnataka,Constituency_106,MP_Name_106,KA/912/2022-2023/1585 - Construction of Health facility,National Infra Corp,16-07-2023,334108
1456,Karnataka,Constituency_106,MP_Name_106,KA/829/2021-2022/1586 - Construction of Drinking Water facility,State PWD,10-05-2023,192561
1457,Karnataka,Constituency_106,MP_Name_106,KA/551/2023-2024/1587 - Construction of Health facility,National Infra Corp,16-01-2024,465102
1458,Karnataka,Constituency_106,MP_Name_106,KA/551/2023-2024/1587 - Construction of Health facility,XYZ Builders,12-10-2021,392520
1459,Karnataka,Constituency_106,MP_Name_106,KA/551/2023-2024/1587 - Construction of Health facility,Rural Works Dept,21-05-2024,476354
1460,Karnataka,Constituency_106,MP_Name_106,KA/551/2023-2024/1587 - Construction of Health facility,XYZ Builders,11-01-2021,411147
1461,Karnataka,Constituency_106,MP_Name_106,KA/244/2023-2024/1588 - Construction of Education facility,Rural Works Dept,22-11-2023,439664
1462,Karnataka,Constituency_106,MP_Name_106,KA/244/2023-2024/1588 - Construction of Education facility,BuildWell Pvt Ltd,21-09-2023,295400
1463,Karnataka,Constituency_106,MP_Name_106,KA/244/2023-2024/1588 - Construction of Education facility,XYZ Builders,16-08-2022,447964
1464,Karnataka,Constituency_106,MP_Name_106,KA/840/2022-2023/1589 - Construction of Drinking Water facility,Shree Constructions,10-04-2021,137878
1465,Karnataka,Constituency_106,MP_Name_106,KA/840/2022-2023/1589 - Construction of Drinking Water facility,State PWD,04-10-2024,257123
1466,Karnataka,Constituency_106,MP_Name_106,KA/840/2022-2023/1589 - Construction of Drinking Water facility,Global Infra Ltd,28-08-2022,395597
1467,Karnataka,Constituency_106,MP_Name_106,KA/840/2022-2023/1589 - Construction of Drinking Water facility,Global Infra Ltd,19-03-2023,325146
1468,Karnataka,Constituency_106,MP_Name_106,KA/870/2022-2023/1590 - Construction of Electricity facility,Global Infra Ltd,21-01-2021,342630
1469,Karnataka,Constituency_106,MP_Name_106,KA/870/2022-2023/1590 - Construction of Electricity facility,ABC Constructions,07-02-2024,349087
1470,Karnataka,Constituency_106,MP_Name_106,KA/445/2023-2024/1591 - Construction of Sanitation facility,National Infra Corp,25-09-2021,385144
1471,Karnataka,Constituency_106,MP_Name_106,KA/445/2023-2024/1591 - Construction of Sanitation facility,State PWD,08-04-2024,380884
1472,Bihar,Constituency_107,MP_Name_107,BR/679/2023-2024/1592 - Construction of Electricity facility,Shree Constructions,13-07-2022,176206
1473,Bihar,Constituency_107,MP_Name_107,BR/679/2023-2024/1592 - Construction of Electricity facility,National Infra Corp,10-07-2023,331770
1474,Bihar,Constituency_107,MP_Name_107,BR/715/2021-2022/1593 - Construction of Sanitation facility,Shree Constructions,05-05-2023,179270
1475,Bihar,Constituency_107,MP_Name_107,BR/889/2023-2024/1594 - Construction of Drinking Water facility,National Infra Corp,01-07-2023,297455
1476,Bihar,Constituency_107,MP_Name_107,BR/636/2022-2023/1595 - Construction of Sanitation facility,BuildWell Pvt Ltd,12-12-2024,350817
1477,Bihar,Constituency_107,MP_Name_107,BR/795/2023-2024/1596 - Construction of Sanitation facility,BuildWell Pvt Ltd,03-08-2021,397118
1478,Bihar,Constituency_107,MP_Name_107,BR/795/2023-2024/1596 - Construction of Sanitation facility,Rural Works Dept,28-07-2022,341740
1479,Bihar,Constituency_107,MP_Name_107,BR/795/2023-2024/1596 - Construction of Sanitation facility,Rural Works Dept,04-02-2023,157216
1480,Bihar,Constituency_107,MP_Name_107,BR/299/2022-2023/1597 - Construction of Drinking Water facility,National Infra Corp,27-10-2022,56813
1481,Bihar,Constituency_107,MP_Name_107,BR/299/2022-2023/1597 - Construction of Drinking Water facility,BuildWell Pvt Ltd,08-07-2022,203584
1482,Bihar,Constituency_107,MP_Name_107,BR/299/2022-2023/1597 - Construction of Drinking Water facility,National Infra Corp,13-01-2023,454721
1483,Bihar,Constituency_107,MP_Name_107,BR/299/2022-2023/1597 - Construction of Drinking Water facility,National Infra Corp,27-07-2021,282471
1484,Bihar,Constituency_107,MP_Name_107,BR/314/2022-2023/1598 - Construction of Roads facility,State PWD,13-12-2023,346167
1485,Bihar,Constituency_107,MP_Name_107,BR/194/2021-2022/1599 - Construction of Roads facility,BuildWell Pvt Ltd,03-11-2022,196744
1486,Bihar,Constituency_107,MP_Name_107,BR/194/2021-2022/1599 - Construction of Roads facility,BuildWell Pvt Ltd,31-12-2022,471126
1487,Karnataka,Constituency_108,MP_Name_108,KA/649/2023-2024/1600 - Construction of Education facility,Global Infra Ltd,13-12-2024,55047
1488,Karnataka,Constituency_108,MP_Name_108,KA/483/2023-2024/1601 - Construction of Roads facility,XYZ Builders,02-05-2023,288653
1489,Karnataka,Constituency_108,MP_Name_108,KA/483/2023-2024/1601 - Construction of Roads facility,XYZ Builders,30-06-2022,123410
1490,Karnataka,Constituency_108,MP_Name_108,KA/786/2021-2022/1602 - Construction of Drinking Water facility,Shree Constructions,22-03-2021,188895
1491,Karnataka,Constituency_108,MP_Name_108,KA/786/2021-2022/1602 - Construction of Drinking Water facility,BuildWell Pvt Ltd,16-02-2023,105458
1492,Karnataka,Constituency_108,MP_Name_108,KA/786/2021-2022/1602 - Construction of Drinking Water facility,State PWD,06-08-2023,300269
