state,constituency,mp_name,work_title,completion_date,work_status,house,source_file,election_type
Madhya Pradesh,Constituency_111,MP_Name_111,MP/955/2023-2024/1619 - Construction of Drinking Water facility,2023-07-19,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_406,MP_Name_406,TN/535/2022-2023/3269 - Construction of Sanitation facility,2023-07-17,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_233,MP_Name_233,DL/896/2023-2024/2334 - Construction of Sanitation facility,2021-05-13,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_356,MP_Name_356,BR/766/2023-2024/2984 - Construction of Health facility,2024-09-07,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_97,MP_Name_97,TN/137/2022-2023/1538 - Construction of Sanitation facility,2024-04-04,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_23,MP_Name_23,MH/618/2022-2023/1122 - Construction of Sanitation facility,2022-02-24,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_44,MP_Name_44,WB/359/2023-2024/1240 - Construction of Sanitation facility,2022-05-22,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_130,MP_Name_130,KA/213/2023-2024/1718 - Construction of Roads facility,2023-01-25,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_272,MP_Name_272,MP/307/2021-2022/2535 - Construction of Sanitation facility,2022-06-09,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_417,MP_Name_417,MH/115/2023-2024/3321 - Construction of Health facility,2024-01-31,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_274,MP_Name_274,BR/593/2022-2023/2546 - Construction of Education facility,2021-07-25,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_318,MP_Name_318,MP/663/2023-2024/2786 - Construction of Roads facility,2024-04-10,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_113,MP_Name_113,WB/176/2021-2022/1628 - Construction of Electricity facility,2022-05-14,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_236,MP_Name_236,UP/642/2021-2022/2345 - Construction of Health facility,2021-09-16,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_216,MP_Name_216,DL/135/2021-2022/2238 - Construction of Roads facility,2021-08-19,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_488,MP_Name_488,DL/933/2022-2023/3709 - Construction of Roads facility,2022-08-14,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_132,MP_Name_132,KA/785/2023-2024/1731 - Construction of Sanitation facility,2023-04-30,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_345,MP_Name_345,TN/657/2022-2023/2937 - Construction of Roads facility,2021-02-25,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_467,MP_Name_467,BR/628/2022-2023/3595 - Construction of Sanitation facility,2024-03-11,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_541,MP_Name_541,TN/950/2023-2024/4016 - Construction of Roads facility,2022-06-06,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_35,MP_Name_35,RJ/968/2022-2023/1186 - Construction of Education facility,2022-02-27,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_524,MP_Name_524,TN/456/2023-2024/3911 - Construction of Drinking Water facility,2021-11-06,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_420,MP_Name_420,KA/277/2021-2022/3339 - Construction of Sanitation facility,2021-10-22,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_368,MP_Name_368,KA/291/2022-2023/3042 - Construction of Electricity facility,2021-08-03,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_271,MP_Name_271,GJ/859/2022-2023/2534 - Construction of Health facility,2024-02-26,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_59,MP_Name_59,DL/843/2022-2023/1328 - Construction of Roads facility,2024-09-18,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_79,MP_Name_79,DL/438/2021-2022/1438 - Construction of Education facility,2024-02-21,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_310,MP_Name_310,UP/186/2021-2022/2738 - Construction of Electricity facility,2022-06-04,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_222,MP_Name_222,BR/219/2022-2023/2275 - Construction of Drinking Water facility,2024-02-24,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_225,MP_Name_225,GJ/804/2021-2022/2290 - Construction of Roads facility,2021-09-12,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_495,MP_Name_495,GJ/876/2021-2022/3750 - Construction of Electricity facility,2021-10-07,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_187,MP_Name_187,GJ/127/2022-2023/2058 - Construction of Roads facility,2024-12-14,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_212,MP_Name_212,TN/818/2023-2024/2214 - Construction of Roads facility,2023-03-19,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_322,MP_Name_322,WB/657/2023-2024/2810 - Construction of Electricity facility,2021-04-01,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_390,MP_Name_390,MP/657/2023-2024/3184 - Construction of Drinking Water facility,2024-06-18,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_321,MP_Name_321,GJ/587/2021-2022/2808 - Construction of Sanitation facility,2024-12-07,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_345,MP_Name_345,TN/887/2021-2022/2935 - Construction of Electricity facility,2023-09-07,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_387,MP_Name_387,GJ/594/2023-2024/3164 - Construction of Electricity facility,2022-06-26,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_154,MP_Name_154,GJ/734/2023-2024/1855 - Construction of Health facility,2022-10-16,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_428,MP_Name_428,GJ/190/2023-2024/3381 - Construction of Sanitation facility,2023-06-10,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_76,MP_Name_76,MP/784/2021-2022/1428 - Construction of Education facility,2021-11-07,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_223,MP_Name_223,UP/833/2022-2023/2277 - Construction of Roads facility,2024-08-08,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_181,MP_Name_181,MH/166/2021-2022/2014 - Construction of Drinking Water facility,2021-10-19,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_502,MP_Name_502,GJ/270/2023-2024/3790 - Construction of Electricity facility,2023-01-14,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_327,MP_Name_327,MP/819/2022-2023/2839 - Construction of Drinking Water facility,2022-12-07,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_376,MP_Name_376,RJ/613/2022-2023/3091 - Construction of Education facility,2024-05-31,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_501,MP_Name_501,DL/155/2022-2023/3784 - Construction of Roads facility,2022-01-24,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_299,MP_Name_299,KA/788/2022-2023/2683 - Construction of Drinking Water facility,2023-02-16,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_204,MP_Name_204,MP/379/2022-2023/2165 - Construction of Sanitation facility,2022-08-23,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_398,MP_Name_398,MP/707/2022-2023/3221 - Construction of Health facility,2022-07-26,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_240,MP_Name_240,WB/554/2021-2022/2370 - Construction of Drinking Water facility,2024-04-03,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_440,MP_Name_440,TN/274/2022-2023/3452 - Construction of Roads facility,2024-12-13,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_434,MP_Name_434,TN/680/2021-2022/3415 - Construction of Electricity facility,2023-09-21,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_540,MP_Name_540,MP/471/2021-2022/4012 - Construction of Roads facility,2022-12-25,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_119,MP_Name_119,GJ/872/2023-2024/1661 - Construction of Sanitation facility,2023-06-09,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_127,MP_Name_127,MH/835/2023-2024/1702 - Construction of Electricity facility,2021-10-03,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_259,MP_Name_259,MH/597/2021-2022/2468 - Construction of Drinking Water facility,2021-11-13,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_378,MP_Name_378,KA/471/2021-2022/3101 - Construction of Education facility,2024-08-25,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_403,MP_Name_403,MH/754/2022-2023/3249 - Construction of Electricity facility,2024-09-14,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_426,MP_Name_426,UP/561/2022-2023/3365 - Construction of Health facility,2024-08-01,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_156,MP_Name_156,DL/453/2021-2022/1864 - Construction of Education facility,2023-07-19,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_424,MP_Name_424,KA/266/2022-2023/3357 - Construction of Electricity facility,2022-04-04,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_313,MP_Name_313,WB/321/2023-2024/2759 - Construction of Sanitation facility,2021-02-15,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_463,MP_Name_463,KA/659/2023-2024/3574 - Construction of Health facility,2024-09-24,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_247,MP_Name_247,RJ/805/2021-2022/2411 - Construction of Sanitation facility,2022-11-07,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_125,MP_Name_125,GJ/965/2023-2024/1695 - Construction of Drinking Water facility,2022-11-06,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_127,MP_Name_127,MH/145/2021-2022/1704 - Construction of Electricity facility,2024-10-19,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_107,MP_Name_107,BR/636/2022-2023/1595 - Construction of Sanitation facility,2021-03-04,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_103,MP_Name_103,BR/589/2021-2022/1575 - Construction of Electricity facility,2021-10-02,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_413,MP_Name_413,UP/756/2022-2023/3300 - Construction of Health facility,2024-03-05,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_202,MP_Name_202,BR/247/2022-2023/2151 - Construction of Education facility,2024-09-07,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_151,MP_Name_151,TN/899/2021-2022/1834 - Construction of Health facility,2024-02-20,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_524,MP_Name_524,TN/140/2022-2023/3916 - Construction of Drinking Water facility,2023-03-29,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_482,MP_Name_482,MH/473/2022-2023/3672 - Construction of Health facility,2022-07-05,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_283,MP_Name_283,WB/103/2022-2023/2596 - Construction of Drinking Water facility,2023-01-06,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_376,MP_Name_376,RJ/381/2021-2022/3090 - Construction of Drinking Water facility,2022-02-04,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_443,MP_Name_443,TN/919/2022-2023/3466 - Construction of Roads facility,2021-02-03,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_404,MP_Name_404,MH/472/2023-2024/3259 - Construction of Health facility,2021-09-30,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_144,MP_Name_144,UP/376/2022-2023/1799 - Construction of Sanitation facility,2021-11-18,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_42,MP_Name_42,KA/235/2023-2024/1228 - Construction of Health facility,2023-10-09,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_525,MP_Name_525,BR/889/2023-2024/3923 - Construction of Education facility,2022-11-13,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_52,MP_Name_52,UP/796/2021-2022/1288 - Construction of Roads facility,2022-06-09,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_283,MP_Name_283,WB/252/2023-2024/2597 - Construction of Roads facility,2023-06-02,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_309,MP_Name_309,MH/157/2023-2024/2727 - Construction of Education facility,2024-09-26,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_479,MP_Name_479,WB/998/2023-2024/3661 - Construction of Education facility,2023-02-05,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_299,MP_Name_299,KA/810/2022-2023/2686 - Construction of Roads facility,2022-02-09,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_493,MP_Name_493,MH/466/2021-2022/3739 - Construction of Education facility,2022-09-26,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_357,MP_Name_357,WB/457/2023-2024/2989 - Construction of Drinking Water facility,2023-12-01,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_383,MP_Name_383,MP/358/2021-2022/3141 - Construction of Roads facility,2022-04-03,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_464,MP_Name_464,UP/105/2021-2022/3582 - Construction of Roads facility,2022-05-18,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_360,MP_Name_360,WB/791/2022-2023/3002 - Construction of Health facility,2022-02-09,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_489,MP_Name_489,BR/905/2023-2024/3712 - Construction of Sanitation facility,2024-11-22,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_527,MP_Name_527,MP/522/2023-2024/3930 - Construction of Health facility,2022-07-30,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_192,MP_Name_192,GJ/537/2022-2023/2084 - Construction of Health facility,2024-03-02,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_189,MP_Name_189,WB/645/2022-2023/2068 - Construction of Health facility,2022-10-30,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_63,MP_Name_63,RJ/223/2023-2024/1347 - Construction of Sanitation facility,2023-04-03,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_155,MP_Name_155,BR/756/2021-2022/1857 - Construction of Health facility,2021-07-15,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_128,MP_Name_128,MH/959/2023-2024/1707 - Construction of Health facility,2022-01-16,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_336,MP_Name_336,WB/262/2023-2024/2888 - Construction of Roads facility,2023-03-08,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_233,MP_Name_233,DL/381/2021-2022/2333 - Construction of Sanitation facility,2023-12-18,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_436,MP_Name_436,DL/383/2021-2022/3426 - Construction of Roads facility,2024-07-25,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_144,MP_Name_144,UP/332/2022-2023/1797 - Construction of Roads facility,2022-09-20,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_189,MP_Name_189,WB/653/2022-2023/2069 - Construction of Health facility,2022-10-29,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_518,MP_Name_518,RJ/716/2023-2024/3877 - Construction of Roads facility,2021-10-27,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_311,MP_Name_311,KA/154/2022-2023/2745 - Construction of Roads facility,2024-01-23,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_454,MP_Name_454,KA/885/2022-2023/3525 - Construction of Drinking Water facility,2022-05-02,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_61,MP_Name_61,DL/175/2021-2022/1339 - Construction of Health facility,2023-07-23,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_242,MP_Name_242,TN/707/2021-2022/2377 - Construction of Roads facility,2021-12-25,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_305,MP_Name_305,MH/996/2023-2024/2709 - Construction of Sanitation facility,2024-08-30,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_390,MP_Name_390,MP/602/2021-2022/3183 - Construction of Roads facility,2022-04-11,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_415,MP_Name_415,KA/438/2022-2023/3311 - Construction of Education facility,2023-05-25,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_215,MP_Name_215,WB/233/2022-2023/2234 - Construction of Sanitation facility,2021-03-21,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_381,MP_Name_381,MP/886/2021-2022/3125 - Construction of Education facility,2024-02-01,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_489,MP_Name_489,BR/326/2023-2024/3715 - Construction of Sanitation facility,2021-02-14,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_316,MP_Name_316,MP/375/2022-2023/2776 - Construction of Roads facility,2024-10-02,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_95,MP_Name_95,KA/666/2022-2023/1527 - Construction of Roads facility,2023-01-02,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_127,MP_Name_127,MH/648/2022-2023/1700 - Construction of Health facility,2023-09-24,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_343,MP_Name_343,UP/519/2022-2023/2924 - Construction of Education facility,2022-09-23,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_177,MP_Name_177,MP/116/2021-2022/1996 - Construction of Sanitation facility,2022-08-04,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_131,MP_Name_131,KA/686/2023-2024/1727 - Construction of Health facility,2021-10-27,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_14,MP_Name_14,UP/100/2023-2024/1071 - Construction of Drinking Water facility,2024-07-26,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_327,MP_Name_327,MP/398/2022-2023/2844 - Construction of Education facility,2023-01-10,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_481,MP_Name_481,MH/585/2022-2023/3669 - Construction of Education facility,2022-02-14,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_501,MP_Name_501,DL/924/2023-2024/3783 - Construction of Roads facility,2024-11-04,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_217,MP_Name_217,GJ/572/2023-2024/2249 - Construction of Education facility,2023-01-08,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_500,MP_Name_500,GJ/905/2023-2024/3780 - Construction of Education facility,2023-10-30,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_434,MP_Name_434,TN/931/2023-2024/3420 - Construction of Roads facility,2024-11-14,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_38,MP_Name_38,TN/917/2023-2024/1204 - Construction of Health facility,2024-10-23,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_504,MP_Name_504,BR/275/2022-2023/3798 - Construction of Roads facility,2021-11-02,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_306,MP_Name_306,RJ/284/2022-2023/2715 - Construction of Sanitation facility,2024-05-14,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_352,MP_Name_352,BR/190/2022-2023/2964 - Construction of Drinking Water facility,2021-01-05,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_460,MP_Name_460,MH/339/2022-2023/3552 - Construction of Drinking Water facility,2021-07-26,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_101,MP_Name_101,UP/654/2023-2024/1558 - Construction of Drinking Water facility,2023-03-19,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_111,MP_Name_111,MP/149/2023-2024/1618 - Construction of Roads facility,2022-08-07,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_254,MP_Name_254,BR/660/2021-2022/2442 - Construction of Education facility,2021-09-22,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_3,MP_Name_3,KA/700/2022-2023/1019 - Construction of Roads facility,2024-04-29,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_123,MP_Name_123,GJ/959/2023-2024/1682 - Construction of Electricity facility,2024-12-01,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_213,MP_Name_213,TN/245/2021-2022/2218 - Construction of Sanitation facility,2023-11-28,Completed,Lok Sabha,Works Completed_2024.csv,
Madhya Pradesh,Constituency_50,MP_Name_50,MP/632/2021-2022/1276 - Construction of Roads facility,2023-01-20,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_148,MP_Name_148,KA/631/2021-2022/1816 - Construction of Health facility,2023-07-08,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_329,MP_Name_329,GJ/192/2022-2023/2849 - Construction of Health facility,2023-01-06,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_298,MP_Name_298,WB/737/2023-2024/2681 - Construction of Electricity facility,2024-08-01,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_336,MP_Name_336,WB/534/2023-2024/2890 - Construction of Roads facility,2024-10-31,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_409,MP_Name_409,DL/434/2021-2022/3287 - Construction of Drinking Water facility,2021-08-25,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_473,MP_Name_473,KA/776/2023-2024/3627 - Construction of Electricity facility,2023-09-30,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_448,MP_Name_448,BR/724/2023-2024/3493 - Construction of Health facility,2023-07-05,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_191,MP_Name_191,TN/661/2023-2024/2081 - Construction of Roads facility,2023-03-14,Completed,Lok Sabha,Works Completed_2024.csv,
Rajasthan,Constituency_199,MP_Name_199,RJ/434/2022-2023/2127 - Construction of Electricity facility,2021-06-20,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_68,MP_Name_68,GJ/767/2023-2024/1379 - Construction of Education facility,2021-10-15,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_511,MP_Name_511,KA/658/2023-2024/3842 - Construction of Roads facility,2023-08-26,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_133,MP_Name_133,UP/404/2021-2022/1738 - Construction of Health facility,2022-08-15,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_23,MP_Name_23,MH/915/2021-2022/1120 - Construction of Education facility,2024-05-29,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_270,MP_Name_270,KA/857/2023-2024/2523 - Construction of Drinking Water facility,2022-02-02,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_315,MP_Name_315,WB/877/2021-2022/2770 - Construction of Electricity facility,2021-07-14,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_150,MP_Name_150,WB/841/2023-2024/1830 - Construction of Education facility,2023-04-10,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_423,MP_Name_423,DL/205/2022-2023/3355 - Construction of Education facility,2022-05-27,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_537,MP_Name_537,TN/759/2023-2024/3989 - Construction of Electricity facility,2022-07-12,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_533,MP_Name_533,MH/407/2022-2023/3971 - Construction of Roads facility,2022-06-22,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_273,MP_Name_273,MH/517/2021-2022/2541 - Construction of Roads facility,2023-08-08,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_489,MP_Name_489,BR/566/2021-2022/3717 - Construction of Health facility,2022-12-08,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_20,MP_Name_20,TN/251/2021-2022/1105 - Construction of Roads facility,2022-02-10,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_491,MP_Name_491,BR/334/2022-2023/3724 - Construction of Electricity facility,2023-01-22,Completed,Lok Sabha,Works Completed_2024.csv,
Uttar Pradesh,Constituency_338,MP_Name_338,UP/701/2023-2024/2904 - Construction of Roads facility,2022-12-08,Completed,Lok Sabha,Works Completed_2024.csv,
Gujarat,Constituency_187,MP_Name_187,GJ/311/2021-2022/2053 - Construction of Education facility,2022-12-31,Completed,Lok Sabha,Works Completed_2024.csv,
Delhi,Constituency_436,MP_Name_436,DL/154/2021-2022/3429 - Construction of Electricity facility,2022-10-19,Completed,Lok Sabha,Works Completed_2024.csv,
Maharashtra,Constituency_349,MP_Name_349,MH/385/2023-2024/2957 - Construction of Electricity facility,2023-03-19,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_28,MP_Name_28,BR/182/2022-2023/1146 - Construction of Sanitation facility,2023-02-21,Completed,Lok Sabha,Works Completed_2024.csv,
West Bengal,Constituency_180,MP_Name_180,WB/721/2021-2022/2009 - Construction of Health facility,2022-05-07,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_214,MP_Name_214,BR/511/2023-2024/2228 - Construction of Education facility,2021-05-03,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_504,MP_Name_504,BR/547/2022-2023/3799 - Construction of Drinking Water facility,2021-05-07,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_432,MP_Name_432,KA/454/2022-2023/3405 - Construction of Education facility,2024-07-27,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_406,MP_Name_406,TN/700/2022-2023/3266 - Construction of Sanitation facility,2024-02-07,Completed,Lok Sabha,Works Completed_2024.csv,
Karnataka,Constituency_362,MP_Name_362,KA/932/2021-2022/3010 - Construction of Electricity facility,2022-01-07,Completed,Lok Sabha,Works Completed_2024.csv,
Tamil Nadu,Constituency_317,MP_Name_317,TN/419/2023-2024/2778 - Construction of Health facility,2024-12-18,Completed,Lok Sabha,Works Completed_2024.csv,
Bihar,Constituency_159,MP_Name_159,BR/766/2021-2022/1886 - Construction of Drinking Water facility,2021-12-26,Completed,Lok Sabha,Works Completed_2024.csv,
