project_id,work_title,work_category,state,district,constituency,mp_name,house,recommended_date,sanction_date,sanction_amount,work_status,total_expenditure,transaction_count,primary_vendor,is_completed,completion_date,project_name,delay_days,delay_days_filled,completion_duration_days,utilisation_percentage,expenditure_to_sanction_ratio,log_sanction_amount,log_expenditure,peer_median_sanction,peer_mean_sanction,peer_p90_sanction,peer_median_delay,peer_p90_delay,peer_median_util,peer_project_count,peer_sanction_percentile,peer_dev_ratio,anomaly_pred,anomaly_score,anomaly_flag,risk_level,priority_score,priority_rank,primary_reason,primary_type,anomaly_reasons_json
RJ/247/2022-2023/1578,RJ/247/2022-2023/1578 - Construction of Electricity facility,Drinking Water,Rajasthan,District_E,Constituency_104,MP_Name_104,Lok Sabha,,2024-05-27,415632,Sanctioned,1154786.0,3,XYZ Builders,0,,2023/1578 - Construction of Electricity facility,,,,277.84,2.7784,5.6187100219191635,6.0625018861715825,1279406.0,1247978.641025641,1831759.4,,,50.394999999999996,78,1.3,0.12217105573856772,-1,-0.0918,True,CRITICAL,69,7,Cumulative expenditure exceeds original sanctioned allocation by 177.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 177.8%."", ""evidence"": ""Disbursed \u20b91,154,786 against Sanction \u20b9415,632""}]"
WB/258/2021-2022/1675,WB/258/2021-2022/1675 - Construction of Roads facility,Roads,West Bengal,District_A,Constituency_122,MP_Name_122,Lok Sabha,,2023-01-28,538397,Sanctioned,1289006.0,4,State PWD,0,,2022/1675 - Construction of Roads facility,,,,239.42,2.3942,5.73110343793476,6.11025527581199,1294277.0,1247384.4588235293,1784569.4000000001,,,58.38,85,7.1,0.1510579849992263,-1,-0.0275,True,MEDIUM,46,92,Cumulative expenditure exceeds original sanctioned allocation by 139.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 139.4%."", ""evidence"": ""Disbursed \u20b91,289,006 against Sanction \u20b9538,397""}]"
KA/437/2021-2022/1724,KA/437/2021-2022/1724 - Construction of Roads facility,Electricity,Karnataka,District_C,Constituency_130,MP_Name_130,Lok Sabha,,2021-09-24,1871240,Sanctioned,95867.0,1,XYZ Builders,0,,2022/1724 - Construction of Roads facility,,,,5.12,0.0512,6.27212972455499,4.981673667206229,1031183.0,1080220.3195876288,1676158.2000000002,,,62.2,97,99.0,0.449424962262227,-1,-0.0399,True,HIGH,74,1,Sanction amount is higher than 99.0% of comparable Electricity projects in Karnataka.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""CRITICAL"", ""message"": ""Sanction amount is higher than 99.0% of comparable Electricity projects in Karnataka."", ""evidence"": ""Project: \u20b91,871,240 | Peer Group Median: \u20b91,031,183""}]"
RJ/965/2021-2022/1742,RJ/965/2021-2022/1742 - Construction of Sanitation facility,Roads,Rajasthan,District_B,Constituency_134,MP_Name_134,Lok Sabha,,2024-07-22,413790,Sanctioned,999820.0,3,XYZ Builders,0,,2022/1742 - Construction of Sanitation facility,,,,241.62,2.4162,5.616781040479442,5.999922254329294,1177436.0,1119320.253968254,1741010.2,,,56.26,63,1.6,0.13079455617952107,-1,-0.0543,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 141.6%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 141.6%."", ""evidence"": ""Disbursed \u20b9999,820 against Sanction \u20b9413,790""}]"
GJ/735/2023-2024/1767,GJ/735/2023-2024/1767 - Construction of Health facility,Roads,Gujarat,District_E,Constituency_140,MP_Name_140,Lok Sabha,,2023-08-12,454631,Sanctioned,1038954.0,4,XYZ Builders,0,,2024/1767 - Construction of Health facility,,,,228.53,2.2853,5.657660000976091,6.016596737475449,1174136.5,1153484.2125,1739495.5,,,62.665,80,5.0,0.14214050591160676,-1,-0.0027,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 128.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 128.5%."", ""evidence"": ""Disbursed \u20b91,038,954 against Sanction \u20b9454,631""}]"
UP/433/2022-2023/1812,UP/433/2022-2023/1812 - Construction of Roads facility,Drinking Water,Uttar Pradesh,District_D,Constituency_147,MP_Name_147,Lok Sabha,,2021-11-14,424419,Sanctioned,346175.0,1,Shree Constructions,0,,2023/1812 - Construction of Roads facility,,,,81.56,0.8156,5.627795841028035,5.539296955425952,1216778.0,1192553.5,1772002.4000000001,,,52.875,50,2.0,0.1299493655955435,-1,-0.0216,True,MEDIUM,29,171,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0216""}]"
KA/616/2022-2023/1817,KA/616/2022-2023/1817 - Construction of Sanitation facility,Education,Karnataka,District_D,Constituency_148,MP_Name_148,Lok Sabha,,2024-04-24,440365,Sanctioned,1071194.0,4,State PWD,0,,2023/1817 - Construction of Sanitation facility,,,,243.25,2.4325,5.643813780366924,6.0298685368591824,1115974.5,1066324.1860465116,1691815.0,,,59.34,86,3.5,0.14445006892197484,-1,-0.0122,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 143.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 143.2%."", ""evidence"": ""Disbursed \u20b91,071,194 against Sanction \u20b9440,365""}]"
RJ/142/2022-2023/1822,RJ/142/2022-2023/1822 - Construction of Education facility,Electricity,Rajasthan,District_E,Constituency_149,MP_Name_149,Lok Sabha,,2021-01-21,433093,Sanctioned,51590.0,1,XYZ Builders,0,,2023/1822 - Construction of Education facility,,,,11.91,0.1191,5.636582167140276,4.712573945982881,1216609.0,1194158.2419354839,1713296.2,,,64.58500000000001,62,1.6,0.13225447603412469,-1,-0.0596,True,HIGH,61,38,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0596""}]"
MP/631/2023-2024/1875,MP/631/2023-2024/1875 - Construction of Roads facility,Education,Madhya Pradesh,District_D,Constituency_157,MP_Name_157,Lok Sabha,,2022-12-16,420414,Sanctioned,292210.0,2,XYZ Builders,0,,2024/1875 - Construction of Roads facility,,,,69.51,0.6951,5.623678202839109,5.465696560501025,1115922.0,1089152.1549295774,1595516.0,,,63.62,71,1.4,0.13885236759873626,-1,-0.0026,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0026""}]"
MP/806/2022-2023/1905,MP/806/2022-2023/1905 - Construction of Education facility,Electricity,Madhya Pradesh,District_C,Constituency_162,MP_Name_162,Lok Sabha,,2021-09-18,1837207,Sanctioned,248680.0,1,ABC Constructions,0,,2023/1905 - Construction of Education facility,,,,13.54,0.1354,6.264158327856429,5.3956426050915205,1008066.0,1094618.961038961,1732363.0000000002,,,50.24,77,100.0,0.4506349755569609,-1,-0.0104,True,LOW,53,83,Sanction amount is higher than 100.0% of comparable Electricity projects in Madhya Pradesh.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""CRITICAL"", ""message"": ""Sanction amount is higher than 100.0% of comparable Electricity projects in Madhya Pradesh."", ""evidence"": ""Project: \u20b91,837,207 | Peer Group Median: \u20b91,008,066""}]"
RJ/478/2022-2023/1922,RJ/478/2022-2023/1922 - Construction of Roads facility,Sanitation,Rajasthan,District_B,Constituency_165,MP_Name_165,Lok Sabha,,2021-05-09,400608,Sanctioned,601839.0,3,State PWD,0,,2023/1922 - Construction of Roads facility,,,,150.23,1.5023,5.602720701838314,5.779481048811131,1001771.0,1060422.2727272727,1736654.6,,,69.19,55,1.8,0.14609694450728858,-1,-0.015,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 50.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 50.2%."", ""evidence"": ""Disbursed \u20b9601,839 against Sanction \u20b9400,608""}]"
GJ/898/2023-2024/1972,GJ/898/2023-2024/1972 - Construction of Health facility,Health,Gujarat,District_C,Constituency_173,MP_Name_173,Lok Sabha,,2022-04-04,499384,Sanctioned,1251960.0,3,State PWD,0,,2024/1972 - Construction of Health facility,,,,250.7,2.507,5.69843549333158,6.097590800321214,1122849.0,1143219.831168831,1740285.6,,,66.6,77,2.6,0.15979187516674304,-1,-0.0141,True,MEDIUM,45,96,Cumulative expenditure exceeds original sanctioned allocation by 150.7%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 150.7%."", ""evidence"": ""Disbursed \u20b91,251,960 against Sanction \u20b9499,384""}]"
WB/812/2023-2024/2007,WB/812/2023-2024/2007 - Construction of Sanitation facility,Education,West Bengal,District_C,Constituency_180,MP_Name_180,Lok Sabha,,2022-12-22,562033,Sanctioned,1499313.0,4,State PWD,0,,2024/2007 - Construction of Sanitation facility,,,,266.77,2.6677,5.749762588817716,6.1758925962816065,1158595.5,1144561.7972972973,1764686.7,,,49.379999999999995,74,9.5,0.1717552747933744,-1,-0.0428,True,HIGH,57,42,Cumulative expenditure exceeds original sanctioned allocation by 166.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 166.8%."", ""evidence"": ""Disbursed \u20b91,499,313 against Sanction \u20b9562,033""}]"
WB/194/2022-2023/2012,WB/194/2022-2023/2012 - Construction of Sanitation facility,Electricity,West Bengal,District_E,Constituency_180,MP_Name_180,Lok Sabha,,2023-03-16,437217,Sanctioned,1306243.0,4,Rural Works Dept,0,,2023/2012 - Construction of Sanitation facility,,,,298.76,2.9876,5.640698033286254,6.1160243086050805,1209789.5,1150222.711111111,1751913.6000000003,,,59.08,90,1.1,0.1339855022789103,-1,-0.0716,True,CRITICAL,68,26,Cumulative expenditure exceeds original sanctioned allocation by 198.8%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 198.8%."", ""evidence"": ""Disbursed \u20b91,306,243 against Sanction \u20b9437,217""}]"
TN/576/2022-2023/2022,TN/576/2022-2023/2022 - Construction of Education facility,Education,Tamil Nadu,District_D,Constituency_182,MP_Name_182,Lok Sabha,,2023-11-01,468104,Sanctioned,105575.0,1,BuildWell Pvt Ltd,0,,2023/2022 - Construction of Education facility,,,,22.55,0.2255,5.670343280009758,5.023565203688469,1128484.0,1172574.0898876404,1753703.6,,,56.04,89,5.6,0.15069745488375325,-1,-0.0017,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0017""}]"
TN/235/2023-2024/2027,TN/235/2023-2024/2027 - Construction of Health facility,Roads,Tamil Nadu,District_C,Constituency_182,MP_Name_182,Lok Sabha,,2021-03-18,426911,Sanctioned,864047.0,3,National Infra Corp,0,,2024/2027 - Construction of Health facility,,,,202.4,2.024,5.630338362488503,5.9365378692799275,1216264.0,1195835.0574712644,1743521.8000000003,,,59.35,87,1.1,0.13065596643200264,-1,-0.0136,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 102.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 102.4%."", ""evidence"": ""Disbursed \u20b9864,047 against Sanction \u20b9426,911""}]"
DL/916/2021-2022/2036,DL/916/2021-2022/2036 - Construction of Health facility,Sanitation,Delhi,District_B,Constituency_184,MP_Name_184,Lok Sabha,,2023-02-16,405413,Sanctioned,528608.0,2,ABC Constructions,0,,2022/2036 - Construction of Health facility,,,,130.39,1.3039,5.607898741934109,5.723134553076931,1193516.0,1205978.1692307692,1815549.2,,,56.4,65,1.5,0.12700093401466475,-1,-0.0369,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 30.4%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 30.4%."", ""evidence"": ""Disbursed \u20b9528,608 against Sanction \u20b9405,413""}]"
BR/920/2021-2022/2148,BR/920/2021-2022/2148 - Construction of Sanitation facility,Roads,Bihar,District_A,Constituency_202,MP_Name_202,Lok Sabha,,2024-05-28,403534,Sanctioned,468905.0,1,XYZ Builders,0,,2022/2148 - Construction of Sanitation facility,,,,116.2,1.162,5.605881208569018,5.671085789894362,1046131.0,1098460.1886792453,1699620.6,,,59.69,53,1.9,0.14168158190680724,-1,-0.0118,True,LOW,19,182,Cumulative expenditure exceeds original sanctioned allocation by 16.2%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 16.2%."", ""evidence"": ""Disbursed \u20b9468,905 against Sanction \u20b9403,534""}]"
DL/157/2021-2022/2240,DL/157/2021-2022/2240 - Construction of Electricity facility,Education,Delhi,District_C,Constituency_216,MP_Name_216,Lok Sabha,,2023-03-13,413668,Sanctioned,430530.0,2,XYZ Builders,0,,2022/2240 - Construction of Electricity facility,,,,104.08,1.0408,5.616652976459003,5.634004427901699,1154756.0,1129067.0,1764852.2,,,70.47,63,3.2,0.13297325177013178,-1,-0.0171,True,MEDIUM,29,171,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0171""}]"
TN/170/2021-2022/2378,TN/170/2021-2022/2378 - Construction of Sanitation facility,Drinking Water,Tamil Nadu,District_D,Constituency_242,MP_Name_242,Lok Sabha,,2023-07-12,417437,Sanctioned,431880.0,2,National Infra Corp,0,,2022/2378 - Construction of Sanitation facility,,,,103.46,1.0346,5.620591980999523,5.635364098290003,1128665.0,1160620.3294117646,1740200.0000000002,,,53.53,85,2.4,0.13667308421624927,-1,-0.0046,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0046""}]"
MP/159/2021-2022/2388,MP/159/2021-2022/2388 - Construction of Electricity facility,Electricity,Madhya Pradesh,District_A,Constituency_243,MP_Name_243,Lok Sabha,,2022-09-03,413468,Sanctioned,219119.0,2,XYZ Builders,0,,2022/2388 - Construction of Electricity facility,,,,53.0,0.53,5.6164429537105045,5.340682019245905,1008066.0,1094618.961038961,1732363.0000000002,,,50.24,77,2.6,0.1492682844028321,-1,-0.0258,True,MEDIUM,29,171,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0258""}]"
BR/478/2022-2023/2443,BR/478/2022-2023/2443 - Construction of Education facility,Roads,Bihar,District_A,Constituency_254,MP_Name_254,Lok Sabha,,2022-10-30,1894205,Sanctioned,249512.0,2,National Infra Corp,0,,2023/2443 - Construction of Education facility,,,,13.17,0.1317,6.2774272079293105,5.397093177940107,1046131.0,1098460.1886792453,1699620.6,,,59.69,53,98.1,0.448810889496502,-1,-0.0329,True,HIGH,74,1,Sanction amount is higher than 98.1% of comparable Roads projects in Bihar.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""HIGH"", ""message"": ""Sanction amount is higher than 98.1% of comparable Roads projects in Bihar."", ""evidence"": ""Project: \u20b91,894,205 | Peer Group Median: \u20b91,046,131""}]"
KA/732/2023-2024/2485,KA/732/2023-2024/2485 - Construction of Sanitation facility,Health,Karnataka,District_E,Constituency_262,MP_Name_262,Lok Sabha,,2023-01-02,406291,Sanctioned,717232.0,3,Shree Constructions,0,,2024/2485 - Construction of Sanitation facility,,,,176.53,1.7653,5.608838271034114,5.8556602633053645,1217935.5,1174330.891304348,1746386.7,,,54.315,92,1.1,0.1250223025907527,-1,-0.0437,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 76.5%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 76.5%."", ""evidence"": ""Disbursed \u20b9717,232 against Sanction \u20b9406,291""}]"
GJ/663/2021-2022/2510,GJ/663/2021-2022/2510 - Construction of Electricity facility,Education,Gujarat,District_B,Constituency_267,MP_Name_267,Lok Sabha,,2021-06-01,427526,Sanctioned,370843.0,1,Global Infra Ltd,0,,2022/2510 - Construction of Electricity facility,,,,86.74,0.8674,5.630963547323218,5.5691912568196456,1148461.0,1111989.7101449275,1672431.4,,,58.21,69,4.3,0.1374363789632694,-1,-0.0017,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0017""}]"
KA/601/2022-2023/2522,KA/601/2022-2023/2522 - Construction of Electricity facility,Sanitation,Karnataka,District_A,Constituency_270,MP_Name_270,Lok Sabha,,2024-10-16,509199,Sanctioned,1329181.0,4,XYZ Builders,0,,2023/2522 - Construction of Electricity facility,,,,261.03,2.6103,5.706888394981617,6.123584451359603,1152765.5,1147459.4803921569,1753699.5,,,59.095,102,6.9,0.15888077248018684,-1,-0.0381,True,HIGH,56,48,Cumulative expenditure exceeds original sanctioned allocation by 161.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 161.0%."", ""evidence"": ""Disbursed \u20b91,329,181 against Sanction \u20b9509,199""}]"
UP/776/2021-2022/2551,UP/776/2021-2022/2551 - Construction of Health facility,Electricity,Uttar Pradesh,District_D,Constituency_275,MP_Name_275,Lok Sabha,,2024-04-11,405113,Sanctioned,581702.0,2,ABC Constructions,0,,2022/2551 - Construction of Health facility,,,,143.59,1.4359,5.60757725186709,5.764701303578471,1034349.5,1085939.6785714286,1610759.0,,,62.375,56,1.8,0.14353304653663645,-1,-0.0156,True,MEDIUM,44,107,Cumulative expenditure exceeds original sanctioned allocation by 43.6%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 43.6%."", ""evidence"": ""Disbursed \u20b9581,702 against Sanction \u20b9405,113""}]"
WB/228/2022-2023/2585,WB/228/2022-2023/2585 - Construction of Sanitation facility,Education,West Bengal,District_B,Constituency_281,MP_Name_281,Lok Sabha,,2021-05-05,421557,Sanctioned,478175.0,3,Shree Constructions,0,,2023/2585 - Construction of Sanitation facility,,,,113.43,1.1343,5.624857335418775,5.679587774771952,1158595.5,1144561.7972972973,1764686.7,,,49.379999999999995,74,4.1,0.1347671652343345,-1,-0.0027,True,LOW,19,182,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0027""}]"
DL/556/2023-2024/2633,DL/556/2023-2024/2633 - Construction of Electricity facility,Drinking Water,Delhi,District_D,Constituency_289,MP_Name_289,Lok Sabha,,2022-07-11,440286,Sanctioned,1080016.0,4,Shree Constructions,0,,2024/2633 - Construction of Electricity facility,,,,245.3,2.453,5.643735862585091,6.033430591549992,1109228.0,1177056.4603174604,1741488.4000000001,,,64.35,63,4.8,0.14517468063830347,-1,-0.0133,True,LOW,34,151,Cumulative expenditure exceeds original sanctioned allocation by 145.3%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 145.3%."", ""evidence"": ""Disbursed \u20b91,080,016 against Sanction \u20b9440,286""}]"
RJ/395/2022-2023/2661,RJ/395/2022-2023/2661 - Construction of Drinking Water facility,Sanitation,Rajasthan,District_E,Constituency_294,MP_Name_294,Lok Sabha,,2023-10-15,1882245,Sanctioned,957332.0,4,XYZ Builders,0,,2023/2661 - Construction of Drinking Water facility,,,,50.86,0.5086,6.274676382885475,5.981063029633832,1001771.0,1060422.2727272727,1736654.6,,,69.19,55,100.0,0.4592292101804491,-1,-0.0163,True,MEDIUM,43,122,Sanction amount is higher than 100.0% of comparable Sanitation projects in Rajasthan.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""CRITICAL"", ""message"": ""Sanction amount is higher than 100.0% of comparable Sanitation projects in Rajasthan."", ""evidence"": ""Project: \u20b91,882,245 | Peer Group Median: \u20b91,001,771""}]"
KA/692/2021-2022/2699,KA/692/2021-2022/2699 - Construction of Drinking Water facility,Education,Karnataka,District_D,Constituency_303,MP_Name_303,Lok Sabha,,2022-05-03,470352,Sanctioned,1150741.0,4,XYZ Builders,0,,2022/2699 - Construction of Drinking Water facility,,,,244.66,2.4466,5.672423918381769,6.060977964345563,1115974.5,1066324.1860465116,1691815.0,,,59.34,86,8.1,0.15273830820337977,-1,-0.0046,True,LOW,35,146,Cumulative expenditure exceeds original sanctioned allocation by 144.7%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 144.7%."", ""evidence"": ""Disbursed \u20b91,150,741 against Sanction \u20b9470,352""}]"
WB/302/2021-2022/2768,WB/302/2021-2022/2768 - Construction of Education facility,Roads,West Bengal,District_E,Constituency_315,MP_Name_315,Lok Sabha,,2024-11-16,412121,Sanctioned,688365.0,2,Shree Constructions,0,,2022/2768 - Construction of Education facility,,,,167.03,1.6703,5.615025798760398,5.83781941136929,1294277.0,1247384.4588235293,1784569.4000000001,,,58.38,85,1.2,0.12005309982775138,-1,-0.0457,True,HIGH,55,63,Cumulative expenditure exceeds original sanctioned allocation by 67.0%.,EXCESS_EXPENDITURE,"[{""type"": ""EXCESS_EXPENDITURE"", ""feature"": ""utilisation_percentage"", ""severity"": ""HIGH"", ""message"": ""Cumulative expenditure exceeds original sanctioned allocation by 67.0%."", ""evidence"": ""Disbursed \u20b9688,365 against Sanction \u20b9412,121""}]"
TN/814/2021-2022/2830,TN/814/2021-2022/2830 - Construction of Education facility,Electricity,Tamil Nadu,District_B,Constituency_326,MP_Name_326,Lok Sabha,,2022-04-25,1899139,Sanctioned,252172.0,1,BuildWell Pvt Ltd,0,,2022/2830 - Construction of Education facility,,,,13.28,0.1328,6.278556981054212,5.40169858509696,1095120.0,1134157.593220339,1665449.0,,,65.6,59,100.0,0.4368276531266005,-1,-0.0135,True,MEDIUM,63,34,Sanction amount is higher than 100.0% of comparable Electricity projects in Tamil Nadu.,HIGH_SANCTION_OUTLIER,"[{""type"": ""HIGH_SANCTION_OUTLIER"", ""feature"": ""sanction_amount"", ""severity"": ""CRITICAL"", ""message"": ""Sanction amount is higher than 100.0% of comparable Electricity projects in Tamil Nadu."", ""evidence"": ""Project: \u20b91,899,139 | Peer Group Median: \u20b91,095,120""}]"
MP/295/2021-2022/2855,MP/295/2021-2022/2855 - Construction of Health facility,Electricity,Madhya Pradesh,District_C,Constituency_330,MP_Name_330,Lok Sabha,,2023-06-04,1778145,Sanctioned,83686.0,1,ABC Constructions,0,,2022/2855 - Construction of Health facility,,,,4.71,0.0471,6.249967417146667,4.922657999609084,1008066.0,1094618.961038961,1732363.0000000002,,,50.24,77,93.5,0.44152503536520393,-1,-0.0007,True,LOW,52,85,"Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions.",MULTIVARIATE_ISOLATION,"[{""type"": ""MULTIVARIATE_ISOLATION"", ""feature"": ""isolation_forest"", ""severity"": ""LOW"", ""message"": ""Statistically unusual combination of expenditure pace, project size, and sanction latency across multiple feature dimensions."", ""evidence"": ""Isolation Forest Score: -0.0007""}]"
