sr_no,state,constituency,mp_name,work,completion_date,work_status
349,Maharashtra,Constituency_105,MP_Name_105,Work_349,28-12-2021,Completed
350,Maharashtra,Constituency_106,MP_Name_106,Work_350,05-04-2022,Completed
351,Delhi,Constituency_107,MP_Name_107,Work_351,02-04-2021,Completed
352,Gujarat,Constituency_108,MP_Name_108,Work_352,31-01-2022,Completed
353,Delhi,Constituency_109,MP_Name_109,Work_353,30-06-2023,Completed
354,Uttar Pradesh,Constituency_110,MP_Name_110,Work_354,18-09-2021,Completed
355,Tamil Nadu,Constituency_111,MP_Name_111,Work_355,10-06-2023,Completed
356,Gujarat,Constituency_112,MP_Name_112,Work_356,20-01-2021,Completed
357,Delhi,Constituency_113,MP_Name_113,Work_357,14-02-2022,Completed
358,Maharashtra,Constituency_114,MP_Name_114,Work_358,19-07-2023,Completed
359,Delhi,Constituency_115,MP_Name_115,Work_359,14-09-2021,Completed
360,Karnataka,Constituency_116,MP_Name_116,Work_360,01-11-2022,Completed
361,Karnataka,Constituency_117,MP_Name_117,Work_361,10-06-2021,Completed
362,Karnataka,Constituency_118,MP_Name_118,Work_362,05-09-2023,Completed
363,Karnataka,Constituency_119,MP_Name_119,Work_363,18-06-2023,Completed
364,Maharashtra,Constituency_120,MP_Name_120,Work_364,26-04-2022,Completed
365,Gujarat,Constituency_121,MP_Name_121,Work_365,04-07-2021,Completed
366,Maharashtra,Constituency_122,MP_Name_122,Work_366,17-09-2023,Completed
367,Karnataka,Constituency_123,MP_Name_123,Work_367,24-11-2022,Completed
368,Karnataka,Constituency_124,MP_Name_124,Work_368,08-10-2021,Completed
369,Delhi,Constituency_125,MP_Name_125,Work_369,30-11-2022,Completed
370,Karnataka,Constituency_126,MP_Name_126,Work_370,27-02-2022,Completed
371,Maharashtra,Constituency_127,MP_Name_127,Work_371,09-12-2023,Completed
372,Karnataka,Constituency_128,MP_Name_128,Work_372,15-10-2021,Completed
373,Tamil Nadu,Constituency_129,MP_Name_129,Work_373,25-05-2023,Completed
374,Gujarat,Constituency_130,MP_Name_130,Work_374,12-04-2021,Completed
375,Gujarat,Constituency_131,MP_Name_131,Work_375,07-08-2023,Completed
376,Karnataka,Constituency_132,MP_Name_132,Work_376,10-06-2022,Completed
377,Delhi,Constituency_133,MP_Name_133,Work_377,19-10-2022,Completed
378,Uttar Pradesh,Constituency_134,MP_Name_134,Work_378,31-08-2023,Completed
379,Karnataka,Constituency_135,MP_Name_135,Work_379,04-05-2023,Completed
380,Maharashtra,Constituency_136,MP_Name_136,Work_380,08-09-2023,Completed
381,Karnataka,Constituency_137,MP_Name_137,Work_381,22-02-2021,Completed
382,Maharashtra,Constituency_138,MP_Name_138,Work_382,24-06-2023,Completed
383,Gujarat,Constituency_139,MP_Name_139,Work_383,31-08-2022,Completed
384,Uttar Pradesh,Constituency_140,MP_Name_140,Work_384,28-01-2021,Completed
385,Tamil Nadu,Constituency_141,MP_Name_141,Work_385,03-08-2022,Completed
386,Uttar Pradesh,Constituency_142,MP_Name_142,Work_386,27-03-2023,Completed
387,Gujarat,Constituency_143,MP_Name_143,Work_387,12-07-2022,Completed
388,Karnataka,Constituency_144,MP_Name_144,Work_388,29-12-2023,Completed
389,Maharashtra,Constituency_145,MP_Name_145,Work_389,18-02-2022,Completed
390,Tamil Nadu,Constituency_146,MP_Name_146,Work_390,02-11-2021,Completed
391,Delhi,Constituency_147,MP_Name_147,Work_391,10-03-2023,Completed
392,Delhi,Constituency_148,MP_Name_148,Work_392,09-09-2021,Completed
393,Tamil Nadu,Constituency_149,MP_Name_149,Work_393,14-09-2023,Completed
394,Karnataka,Constituency_150,MP_Name_150,Work_394,12-06-2021,Completed
395,Maharashtra,Constituency_151,MP_Name_151,Work_395,10-03-2021,Completed
396,Tamil Nadu,Constituency_152,MP_Name_152,Work_396,19-06-2021,Completed
397,Karnataka,Constituency_153,MP_Name_153,Work_397,20-12-2023,Completed
398,Gujarat,Constituency_154,MP_Name_154,Work_398,11-08-2022,Completed
399,Gujarat,Constituency_155,MP_Name_155,Work_399,03-07-2021,Completed
400,Delhi,Constituency_156,MP_Name_156,Work_400,02-07-2021,Completed
401,Delhi,Constituency_157,MP_Name_157,Work_401,16-05-2022,Completed
402,Maharashtra,Constituency_158,MP_Name_158,Work_402,29-11-2023,Completed
403,Maharashtra,Constituency_159,MP_Name_159,Work_403,26-01-2023,Completed
404,Karnataka,Constituency_160,MP_Name_160,Work_404,01-05-2021,Completed
405,Uttar Pradesh,Constituency_161,MP_Name_161,Work_405,13-10-2021,Completed
406,Karnataka,Constituency_162,MP_Name_162,Work_406,29-09-2023,Completed
407,Gujarat,Constituency_163,MP_Name_163,Work_407,28-02-2021,Completed
408,Delhi,Constituency_164,MP_Name_164,Work_408,25-09-2022,Completed
409,Gujarat,Constituency_165,MP_Name_165,Work_409,02-07-2021,Completed
410,Maharashtra,Constituency_166,MP_Name_166,Work_410,20-08-2022,Completed
411,Maharashtra,Constituency_167,MP_Name_167,Work_411,24-07-2023,Completed
412,Karnataka,Constituency_168,MP_Name_168,Work_412,29-05-2023,Completed
413,Maharashtra,Constituency_169,MP_Name_169,Work_413,09-04-2021,Completed
414,Uttar Pradesh,Constituency_170,MP_Name_170,Work_414,27-07-2023,Completed
415,Maharashtra,Constituency_171,MP_Name_171,Work_415,01-01-2021,Completed
416,Tamil Nadu,Constituency_172,MP_Name_172,Work_416,06-10-2021,Completed
417,Tamil Nadu,Constituency_173,MP_Name_173,Work_417,10-03-2021,Completed
418,Maharashtra,Constituency_174,MP_Name_174,Work_418,09-03-2022,Completed
419,Maharashtra,Constituency_175,MP_Name_175,Work_419,26-03-2021,Completed
420,Delhi,Constituency_176,MP_Name_176,Work_420,01-12-2022,Completed
421,Karnataka,Constituency_177,MP_Name_177,Work_421,13-10-2022,Completed
422,Tamil Nadu,Constituency_178,MP_Name_178,Work_422,09-10-2021,Completed
423,Delhi,Constituency_179,MP_Name_179,Work_423,28-11-2022,Completed
424,Uttar Pradesh,Constituency_180,MP_Name_180,Work_424,15-02-2023,Completed
425,Gujarat,Constituency_181,MP_Name_181,Work_425,18-11-2022,Completed
426,Delhi,Constituency_182,MP_Name_182,Work_426,22-02-2022,Completed
427,Delhi,Constituency_183,MP_Name_183,Work_427,05-04-2021,Completed
428,Maharashtra,Constituency_184,MP_Name_184,Work_428,27-04-2021,Completed
429,Gujarat,Constituency_185,MP_Name_185,Work_429,30-01-2022,Completed
430,Gujarat,Constituency_186,MP_Name_186,Work_430,16-01-2021,Completed
431,Uttar Pradesh,Constituency_187,MP_Name_187,Work_431,26-11-2021,Completed
432,Gujarat,Constituency_188,MP_Name_188,Work_432,19-07-2023,Completed
433,Gujarat,Constituency_189,MP_Name_189,Work_433,04-09-2021,Completed
434,Maharashtra,Constituency_190,MP_Name_190,Work_434,15-01-2023,Completed
435,Gujarat,Constituency_191,MP_Name_191,Work_435,24-07-2023,Completed
436,Tamil Nadu,Constituency_192,MP_Name_192,Work_436,21-04-2021,Completed
437,Maharashtra,Constituency_193,MP_Name_193,Work_437,15-12-2022,Completed
438,Karnataka,Constituency_194,MP_Name_194,Work_438,24-11-2022,Completed
439,Delhi,Constituency_195,MP_Name_195,Work_439,09-03-2022,Completed
440,Tamil Nadu,Constituency_196,MP_Name_196,Work_440,27-05-2022,Completed
441,Gujarat,Constituency_197,MP_Name_197,Work_441,16-05-2023,Completed
442,Tamil Nadu,Constituency_198,MP_Name_198,Work_442,10-10-2021,Completed
443,Karnataka,Constituency_199,MP_Name_199,Work_443,07-03-2021,Completed
444,Karnataka,Constituency_200,MP_Name_200,Work_444,29-07-2022,Completed
445,Delhi,Constituency_201,MP_Name_201,Work_445,26-05-2023,Completed
446,Delhi,Constituency_202,MP_Name_202,Work_446,10-11-2022,Completed
447,Uttar Pradesh,Constituency_203,MP_Name_203,Work_447,06-10-2021,Completed
448,Karnataka,Constituency_204,MP_Name_204,Work_448,29-08-2023,Completed
449,Gujarat,Constituency_205,MP_Name_205,Work_449,17-05-2022,Completed
450,Karnataka,Constituency_206,MP_Name_206,Work_450,29-10-2022,Completed
451,Delhi,Constituency_207,MP_Name_207,Work_451,13-12-2023,Completed
452,Karnataka,Constituency_208,MP_Name_208,Work_452,24-02-2022,Completed
453,Delhi,Constituency_209,MP_Name_209,Work_453,14-11-2021,Completed
454,Delhi,Constituency_210,MP_Name_210,Work_454,08-07-2023,Completed
455,Maharashtra,Constituency_211,MP_Name_211,Work_455,13-07-2021,Completed
456,Uttar Pradesh,Constituency_212,MP_Name_212,Work_456,29-04-2022,Completed
457,Maharashtra,Constituency_213,MP_Name_213,Work_457,03-08-2023,Completed
458,Uttar Pradesh,Constituency_214,MP_Name_214,Work_458,24-05-2021,Completed
459,Maharashtra,Constituency_215,MP_Name_215,Work_459,02-04-2022,Completed
460,Maharashtra,Constituency_216,MP_Name_216,Work_460,20-03-2023,Completed
461,Delhi,Constituency_217,MP_Name_217,Work_461,02-05-2021,Completed
462,Gujarat,Constituency_218,MP_Name_218,Work_462,01-01-2021,Completed
463,Delhi,Constituency_219,MP_Name_219,Work_463,18-07-2022,Completed
464,Delhi,Constituency_220,MP_Name_220,Work_464,07-05-2021,Completed
465,Maharashtra,Constituency_221,MP_Name_221,Work_465,11-09-2023,Completed
466,Tamil Nadu,Constituency_222,MP_Name_222,Work_466,18-10-2022,Completed
467,Karnataka,Constituency_223,MP_Name_223,Work_467,01-08-2023,Completed
468,Delhi,Constituency_224,MP_Name_224,Work_468,29-08-2022,Completed
469,Uttar Pradesh,Constituency_225,MP_Name_225,Work_469,01-04-2022,Completed
470,Uttar Pradesh,Constituency_226,MP_Name_226,Work_470,27-04-2021,Completed
471,Gujarat,Constituency_227,MP_Name_227,Work_471,08-11-2023,Completed
472,Uttar Pradesh,Constituency_228,MP_Name_228,Work_472,31-07-2022,Completed
473,Uttar Pradesh,Constituency_229,MP_Name_229,Work_473,31-01-2023,Completed
474,Maharashtra,Constituency_230,MP_Name_230,Work_474,16-05-2022,Completed
475,Karnataka,Constituency_231,MP_Name_231,Work_475,03-04-2022,Completed
476,Karnataka,Constituency_232,MP_Name_232,Work_476,01-07-2023,Completed
477,Tamil Nadu,Constituency_233,MP_Name_233,Work_477,03-09-2021,Completed
478,Tamil Nadu,Constituency_234,MP_Name_234,Work_478,28-11-2023,Completed
479,Tamil Nadu,Constituency_235,MP_Name_235,Work_479,03-04-2022,Completed
480,Gujarat,Constituency_236,MP_Name_236,Work_480,07-12-2021,Completed
481,Uttar Pradesh,Constituency_237,MP_Name_237,Work_481,11-11-2021,Completed
482,Gujarat,Constituency_238,MP_Name_238,Work_482,11-01-2022,Completed
483,Karnataka,Constituency_239,MP_Name_239,Work_483,04-04-2023,Completed
484,Delhi,Constituency_240,MP_Name_240,Work_484,07-06-2023,Completed
485,Uttar Pradesh,Constituency_241,MP_Name_241,Work_485,16-08-2023,Completed
486,Gujarat,Constituency_242,MP_Name_242,Work_486,05-02-2022,Completed
487,Maharashtra,Constituency_243,MP_Name_243,Work_487,25-11-2021,Completed
488,Tamil Nadu,Constituency_244,MP_Name_244,Work_488,15-03-2022,Completed
489,Maharashtra,Constituency_245,MP_Name_245,Work_489,08-07-2021,Completed
