sr_no,state,ida,constituency,mp_name,work,work_category,sanction_date,sanction_amount,work_status
252,Karnataka,District_2,Constituency_8,MP_Name_8,Work_252,Electricity,23-09-2022,728462,Sanctioned
253,Gujarat,District_3,Constituency_9,MP_Name_9,Work_253,Roads,17-07-2023,1824195,Sanctioned
254,Gujarat,District_4,Constituency_10,MP_Name_10,Work_254,Roads,10-01-2023,1545598,Sanctioned
255,Tamil Nadu,District_5,Constituency_11,MP_Name_11,Work_255,Drinking Water,06-08-2023,1560236,Sanctioned
256,Gujarat,District_6,Constituency_12,MP_Name_12,Work_256,Electricity,11-12-2023,1565561,Sanctioned
257,Delhi,District_7,Constituency_13,MP_Name_13,Work_257,Roads,20-07-2023,876096,Sanctioned
258,Delhi,District_8,Constituency_14,MP_Name_14,Work_258,Education,02-12-2022,692849,Sanctioned
259,Tamil Nadu,District_9,Constituency_15,MP_Name_15,Work_259,Roads,24-11-2023,1124754,Sanctioned
260,Tamil Nadu,District_0,Constituency_16,MP_Name_16,Work_260,Health,25-01-2022,917422,Sanctioned
261,Tamil Nadu,District_1,Constituency_17,MP_Name_17,Work_261,Electricity,14-06-2022,1597033,Sanctioned
262,Tamil Nadu,District_2,Constituency_18,MP_Name_18,Work_262,Drinking Water,12-02-2021,667835,Sanctioned
263,Maharashtra,District_3,Constituency_19,MP_Name_19,Work_263,Health,10-04-2021,1280033,Sanctioned
264,Karnataka,District_4,Constituency_20,MP_Name_20,Work_264,Drinking Water,09-09-2022,897707,Sanctioned
265,Uttar Pradesh,District_5,Constituency_21,MP_Name_21,Work_265,Education,14-06-2021,1413736,Sanctioned
266,Delhi,District_6,Constituency_22,MP_Name_22,Work_266,Roads,08-08-2023,838344,Sanctioned
267,Uttar Pradesh,District_7,Constituency_23,MP_Name_23,Work_267,Electricity,11-01-2021,493630,Sanctioned
268,Uttar Pradesh,District_8,Constituency_24,MP_Name_24,Work_268,Drinking Water,14-09-2023,848775,Sanctioned
269,Uttar Pradesh,District_9,Constituency_25,MP_Name_25,Work_269,Health,04-07-2023,1588963,Sanctioned
270,Maharashtra,District_0,Constituency_26,MP_Name_26,Work_270,Education,14-02-2023,1053606,Sanctioned
271,Gujarat,District_1,Constituency_27,MP_Name_27,Work_271,Health,30-03-2022,1898144,Sanctioned
272,Maharashtra,District_2,Constituency_28,MP_Name_28,Work_272,Health,16-04-2022,1633134,Sanctioned
273,Tamil Nadu,District_3,Constituency_29,MP_Name_29,Work_273,Sanitation,02-11-2022,1562624,Sanctioned
274,Maharashtra,District_4,Constituency_30,MP_Name_30,Work_274,Health,08-08-2023,1789796,Sanctioned
275,Maharashtra,District_5,Constituency_31,MP_Name_31,Work_275,Roads,16-12-2023,1734866,Sanctioned
276,Uttar Pradesh,District_6,Constituency_32,MP_Name_32,Work_276,Electricity,18-09-2022,1870116,Sanctioned
277,Maharashtra,District_7,Constituency_33,MP_Name_33,Work_277,Sanitation,01-12-2022,629013,Sanctioned
278,Uttar Pradesh,District_8,Constituency_34,MP_Name_34,Work_278,Sanitation,06-02-2023,977365,Sanctioned
279,Karnataka,District_9,Constituency_35,MP_Name_35,Work_279,Drinking Water,05-10-2022,1157597,Sanctioned
280,Karnataka,District_0,Constituency_36,MP_Name_36,Work_280,Electricity,11-01-2022,1165190,Sanctioned
281,Gujarat,District_1,Constituency_37,MP_Name_37,Work_281,Sanitation,24-01-2021,623023,Sanctioned
282,Delhi,District_2,Constituency_38,MP_Name_38,Work_282,Electricity,19-05-2023,831849,Sanctioned
283,Maharashtra,District_3,Constituency_39,MP_Name_39,Work_283,Roads,14-05-2022,1415823,Sanctioned
284,Uttar Pradesh,District_4,Constituency_40,MP_Name_40,Work_284,Sanitation,22-03-2022,481803,Sanctioned
285,Delhi,District_5,Constituency_41,MP_Name_41,Work_285,Sanitation,13-11-2023,1474751,Sanctioned
286,Delhi,District_6,Constituency_42,MP_Name_42,Work_286,Sanitation,06-02-2022,866682,Sanctioned
287,Tamil Nadu,District_7,Constituency_43,MP_Name_43,Work_287,Sanitation,24-12-2022,855919,Sanctioned
288,Karnataka,District_8,Constituency_44,MP_Name_44,Work_288,Sanitation,25-06-2023,485025,Sanctioned
289,Tamil Nadu,District_9,Constituency_45,MP_Name_45,Work_289,Sanitation,14-05-2023,1254332,Sanctioned
290,Gujarat,District_0,Constituency_46,MP_Name_46,Work_290,Health,19-11-2021,1605521,Sanctioned
291,Uttar Pradesh,District_1,Constituency_47,MP_Name_47,Work_291,Electricity,30-09-2023,1190968,Sanctioned
292,Tamil Nadu,District_2,Constituency_48,MP_Name_48,Work_292,Sanitation,06-08-2022,1129634,Sanctioned
293,Uttar Pradesh,District_3,Constituency_49,MP_Name_49,Work_293,Sanitation,11-08-2023,627712,Sanctioned
294,Delhi,District_4,Constituency_50,MP_Name_50,Work_294,Health,09-11-2022,850639,Sanctioned
295,Maharashtra,District_5,Constituency_51,MP_Name_51,Work_295,Drinking Water,20-01-2023,1443219,Sanctioned
296,Maharashtra,District_6,Constituency_52,MP_Name_52,Work_296,Sanitation,14-12-2023,1571473,Sanctioned
297,Delhi,District_7,Constituency_53,MP_Name_53,Work_297,Electricity,09-08-2021,737472,Sanctioned
298,Gujarat,District_8,Constituency_54,MP_Name_54,Work_298,Sanitation,16-06-2021,1067084,Sanctioned
299,Uttar Pradesh,District_9,Constituency_55,MP_Name_55,Work_299,Electricity,11-11-2021,487662,Sanctioned
300,Tamil Nadu,District_0,Constituency_56,MP_Name_56,Work_300,Electricity,02-07-2023,817069,Sanctioned
301,Maharashtra,District_1,Constituency_57,MP_Name_57,Work_301,Sanitation,14-11-2023,534002,Sanctioned
302,Tamil Nadu,District_2,Constituency_58,MP_Name_58,Work_302,Education,18-12-2022,1499170,Sanctioned
303,Maharashtra,District_3,Constituency_59,MP_Name_59,Work_303,Electricity,01-11-2023,1562331,Sanctioned
304,Delhi,District_4,Constituency_60,MP_Name_60,Work_304,Roads,06-05-2021,779090,Sanctioned
305,Tamil Nadu,District_5,Constituency_61,MP_Name_61,Work_305,Drinking Water,10-12-2022,893133,Sanctioned
306,Maharashtra,District_6,Constituency_62,MP_Name_62,Work_306,Electricity,28-07-2022,1860842,Sanctioned
307,Tamil Nadu,District_7,Constituency_63,MP_Name_63,Work_307,Electricity,28-06-2022,1248254,Sanctioned
308,Gujarat,District_8,Constituency_64,MP_Name_64,Work_308,Electricity,10-05-2021,1283727,Sanctioned
309,Delhi,District_9,Constituency_65,MP_Name_65,Work_309,Electricity,19-02-2022,1505545,Sanctioned
310,Tamil Nadu,District_0,Constituency_66,MP_Name_66,Work_310,Health,27-04-2023,497230,Sanctioned
311,Gujarat,District_1,Constituency_67,MP_Name_67,Work_311,Health,26-12-2021,499901,Sanctioned
312,Uttar Pradesh,District_2,Constituency_68,MP_Name_68,Work_312,Health,29-10-2023,1816600,Sanctioned
313,Tamil Nadu,District_3,Constituency_69,MP_Name_69,Work_313,Education,13-04-2023,615982,Sanctioned
314,Delhi,District_4,Constituency_70,MP_Name_70,Work_314,Sanitation,07-07-2021,1712511,Sanctioned
315,Gujarat,District_5,Constituency_71,MP_Name_71,Work_315,Drinking Water,02-10-2021,826821,Sanctioned
316,Uttar Pradesh,District_6,Constituency_72,MP_Name_72,Work_316,Roads,25-12-2022,669810,Sanctioned
317,Delhi,District_7,Constituency_73,MP_Name_73,Work_317,Health,14-01-2023,582770,Sanctioned
318,Delhi,District_8,Constituency_74,MP_Name_74,Work_318,Roads,30-06-2022,1650006,Sanctioned
319,Delhi,District_9,Constituency_75,MP_Name_75,Work_319,Roads,08-11-2021,1341231,Sanctioned
320,Delhi,District_0,Constituency_76,MP_Name_76,Work_320,Education,06-12-2023,823889,Sanctioned
321,Uttar Pradesh,District_1,Constituency_77,MP_Name_77,Work_321,Health,15-10-2021,538040,Sanctioned
322,Gujarat,District_2,Constituency_78,MP_Name_78,Work_322,Sanitation,23-10-2021,1337465,Sanctioned
323,Tamil Nadu,District_3,Constituency_79,MP_Name_79,Work_323,Education,09-06-2022,943413,Sanctioned
324,Gujarat,District_4,Constituency_80,MP_Name_80,Work_324,Education,30-05-2023,1417766,Sanctioned
325,Uttar Pradesh,District_5,Constituency_81,MP_Name_81,Work_325,Roads,26-11-2022,982893,Sanctioned
326,Delhi,District_6,Constituency_82,MP_Name_82,Work_326,Sanitation,29-09-2023,1849620,Sanctioned
327,Delhi,District_7,Constituency_83,MP_Name_83,Work_327,Electricity,28-02-2022,1209435,Sanctioned
328,Maharashtra,District_8,Constituency_84,MP_Name_84,Work_328,Health,03-04-2022,1216408,Sanctioned
329,Gujarat,District_9,Constituency_85,MP_Name_85,Work_329,Roads,03-07-2022,1004846,Sanctioned
330,Delhi,District_0,Constituency_86,MP_Name_86,Work_330,Roads,17-07-2021,1746563,Sanctioned
331,Gujarat,District_1,Constituency_87,MP_Name_87,Work_331,Education,24-02-2023,645554,Sanctioned
332,Gujarat,District_2,Constituency_88,MP_Name_88,Work_332,Health,08-03-2022,692174,Sanctioned
333,Karnataka,District_3,Constituency_89,MP_Name_89,Work_333,Sanitation,24-04-2021,634619,Sanctioned
334,Karnataka,District_4,Constituency_90,MP_Name_90,Work_334,Sanitation,28-06-2021,782359,Sanctioned
335,Karnataka,District_5,Constituency_91,MP_Name_91,Work_335,Drinking Water,11-03-2021,1451089,Sanctioned
336,Gujarat,District_6,Constituency_92,MP_Name_92,Work_336,Electricity,14-05-2022,1494354,Sanctioned
337,Karnataka,District_7,Constituency_93,MP_Name_93,Work_337,Electricity,12-07-2023,802001,Sanctioned
338,Tamil Nadu,District_8,Constituency_94,MP_Name_94,Work_338,Roads,07-02-2021,1547282,Sanctioned
339,Maharashtra,District_9,Constituency_95,MP_Name_95,Work_339,Health,02-03-2021,866418,Sanctioned
340,Karnataka,District_0,Constituency_96,MP_Name_96,Work_340,Roads,01-02-2022,1048171,Sanctioned
341,Karnataka,District_1,Constituency_97,MP_Name_97,Work_341,Health,21-04-2021,1488076,Sanctioned
342,Delhi,District_2,Constituency_98,MP_Name_98,Work_342,Roads,07-05-2023,1294457,Sanctioned
343,Tamil Nadu,District_3,Constituency_99,MP_Name_99,Work_343,Health,23-07-2021,573951,Sanctioned
344,Maharashtra,District_4,Constituency_100,MP_Name_100,Work_344,Health,01-09-2021,446416,Sanctioned
345,Tamil Nadu,District_5,Constituency_101,MP_Name_101,Work_345,Roads,21-06-2022,958892,Sanctioned
346,Tamil Nadu,District_6,Constituency_102,MP_Name_102,Work_346,Drinking Water,23-08-2021,760391,Sanctioned
347,Uttar Pradesh,District_7,Constituency_103,MP_Name_103,Work_347,Education,07-11-2021,1505784,Sanctioned
348,Tamil Nadu,District_8,Constituency_104,MP_Name_104,Work_348,Sanitation,29-11-2021,1264774,Sanctioned
349,Gujarat,District_9,Constituency_105,MP_Name_105,Work_349,Sanitation,04-03-2022,615367,Sanctioned
350,Uttar Pradesh,District_0,Constituency_106,MP_Name_106,Work_350,Education,14-07-2021,1716445,Sanctioned
351,Gujarat,District_1,Constituency_107,MP_Name_107,Work_351,Education,11-10-2021,747590,Sanctioned
352,Gujarat,District_2,Constituency_108,MP_Name_108,Work_352,Sanitation,23-12-2021,1687148,Sanctioned
353,Delhi,District_3,Constituency_109,MP_Name_109,Work_353,Electricity,11-04-2021,424254,Sanctioned
354,Uttar Pradesh,District_4,Constituency_110,MP_Name_110,Work_354,Electricity,13-12-2023,1590265,Sanctioned
355,Delhi,District_5,Constituency_111,MP_Name_111,Work_355,Health,14-11-2023,1299387,Sanctioned
356,Gujarat,District_6,Constituency_112,MP_Name_112,Work_356,Education,19-05-2023,1832980,Sanctioned
357,Tamil Nadu,District_7,Constituency_113,MP_Name_113,Work_357,Roads,13-12-2021,1124316,Sanctioned
358,Delhi,District_8,Constituency_114,MP_Name_114,Work_358,Drinking Water,13-04-2022,727920,Sanctioned
359,Tamil Nadu,District_9,Constituency_115,MP_Name_115,Work_359,Education,25-09-2021,1850297,Sanctioned
360,Delhi,District_0,Constituency_116,MP_Name_116,Work_360,Education,30-05-2021,750440,Sanctioned
361,Uttar Pradesh,District_1,Constituency_117,MP_Name_117,Work_361,Health,03-12-2023,1623770,Sanctioned
362,Tamil Nadu,District_2,Constituency_118,MP_Name_118,Work_362,Health,13-06-2023,1764110,Sanctioned
363,Maharashtra,District_3,Constituency_119,MP_Name_119,Work_363,Drinking Water,07-09-2022,1119092,Sanctioned
364,Karnataka,District_4,Constituency_120,MP_Name_120,Work_364,Education,23-12-2023,1016909,Sanctioned
365,Maharashtra,District_5,Constituency_121,MP_Name_121,Work_365,Education,29-03-2023,457682,Sanctioned
366,Gujarat,District_6,Constituency_122,MP_Name_122,Work_366,Electricity,10-03-2023,453239,Sanctioned
367,Uttar Pradesh,District_7,Constituency_123,MP_Name_123,Work_367,Drinking Water,15-02-2022,1202493,Sanctioned
368,Delhi,District_8,Constituency_124,MP_Name_124,Work_368,Drinking Water,15-05-2022,1331600,Sanctioned
369,Karnataka,District_9,Constituency_125,MP_Name_125,Work_369,Sanitation,19-08-2023,1644828,Sanctioned
370,Karnataka,District_0,Constituency_126,MP_Name_126,Work_370,Drinking Water,09-07-2021,1592761,Sanctioned
371,Uttar Pradesh,District_1,Constituency_127,MP_Name_127,Work_371,Roads,28-10-2021,747125,Sanctioned
372,Delhi,District_2,Constituency_128,MP_Name_128,Work_372,Roads,20-06-2022,1623227,Sanctioned
373,Karnataka,District_3,Constituency_129,MP_Name_129,Work_373,Education,16-06-2023,631648,Sanctioned
374,Karnataka,District_4,Constituency_130,MP_Name_130,Work_374,Health,02-02-2023,1745076,Sanctioned
375,Delhi,District_5,Constituency_131,MP_Name_131,Work_375,Education,08-02-2022,852076,Sanctioned
376,Maharashtra,District_6,Constituency_132,MP_Name_132,Work_376,Sanitation,03-06-2022,845047,Sanctioned
377,Uttar Pradesh,District_7,Constituency_133,MP_Name_133,Work_377,Health,09-08-2022,795146,Sanctioned
378,Uttar Pradesh,District_8,Constituency_134,MP_Name_134,Work_378,Roads,08-01-2023,1383885,Sanctioned
379,Delhi,District_9,Constituency_135,MP_Name_135,Work_379,Health,13-06-2021,494928,Sanctioned
380,Uttar Pradesh,District_0,Constituency_136,MP_Name_136,Work_380,Sanitation,03-06-2021,926428,Sanctioned
381,Maharashtra,District_1,Constituency_137,MP_Name_137,Work_381,Education,06-03-2021,649147,Sanctioned
382,Delhi,District_2,Constituency_138,MP_Name_138,Work_382,Drinking Water,23-01-2022,1424335,Sanctioned
383,Delhi,District_3,Constituency_139,MP_Name_139,Work_383,Roads,01-07-2021,1897452,Sanctioned
384,Maharashtra,District_4,Constituency_140,MP_Name_140,Work_384,Sanitation,19-02-2021,1280648,Sanctioned
385,Delhi,District_5,Constituency_141,MP_Name_141,Work_385,Education,13-07-2021,776581,Sanctioned
386,Karnataka,District_6,Constituency_142,MP_Name_142,Work_386,Health,23-11-2022,1481763,Sanctioned
387,Delhi,District_7,Constituency_143,MP_Name_143,Work_387,Health,07-12-2023,1099442,Sanctioned
388,Delhi,District_8,Constituency_144,MP_Name_144,Work_388,Education,04-05-2023,1794225,Sanctioned
389,Gujarat,District_9,Constituency_145,MP_Name_145,Work_389,Health,22-01-2021,1042735,Sanctioned
390,Tamil Nadu,District_0,Constituency_146,MP_Name_146,Work_390,Sanitation,19-07-2021,1444142,Sanctioned
391,Karnataka,District_1,Constituency_147,MP_Name_147,Work_391,Health,17-05-2021,419569,Sanctioned
392,Delhi,District_2,Constituency_148,MP_Name_148,Work_392,Sanitation,09-10-2021,1322307,Sanctioned
393,Tamil Nadu,District_3,Constituency_149,MP_Name_149,Work_393,Health,20-04-2023,434987,Sanctioned
394,Delhi,District_4,Constituency_150,MP_Name_150,Work_394,Roads,24-08-2022,418826,Sanctioned
395,Delhi,District_5,Constituency_151,MP_Name_151,Work_395,Sanitation,08-03-2021,651330,Sanctioned
396,Delhi,District_6,Constituency_152,MP_Name_152,Work_396,Health,05-12-2022,939889,Sanctioned
397,Tamil Nadu,District_7,Constituency_153,MP_Name_153,Work_397,Roads,08-09-2021,485077,Sanctioned
398,Uttar Pradesh,District_8,Constituency_154,MP_Name_154,Work_398,Drinking Water,20-09-2021,1538486,Sanctioned
399,Uttar Pradesh,District_9,Constituency_155,MP_Name_155,Work_399,Sanitation,14-05-2022,1293088,Sanctioned
400,Karnataka,District_0,Constituency_156,MP_Name_156,Work_400,Roads,25-08-2023,901472,Sanctioned
401,Delhi,District_1,Constituency_157,MP_Name_157,Work_401,Health,31-03-2021,575077,Sanctioned
402,Tamil Nadu,District_2,Constituency_158,MP_Name_158,Work_402,Roads,23-04-2022,525106,Sanctioned
403,Tamil Nadu,District_3,Constituency_159,MP_Name_159,Work_403,Roads,04-01-2022,1666187,Sanctioned
404,Delhi,District_4,Constituency_160,MP_Name_160,Work_404,Drinking Water,01-12-2022,844178,Sanctioned
405,Tamil Nadu,District_5,Constituency_161,MP_Name_161,Work_405,Electricity,06-11-2022,1884956,Sanctioned
406,Gujarat,District_6,Constituency_162,MP_Name_162,Work_406,Electricity,12-01-2022,879910,Sanctioned
407,Delhi,District_7,Constituency_163,MP_Name_163,Work_407,Electricity,05-07-2023,476022,Sanctioned
408,Maharashtra,District_8,Constituency_164,MP_Name_164,Work_408,Roads,25-06-2021,1746424,Sanctioned
409,Karnataka,District_9,Constituency_165,MP_Name_165,Work_409,Drinking Water,16-11-2023,987590,Sanctioned
410,Karnataka,District_0,Constituency_166,MP_Name_166,Work_410,Electricity,02-06-2022,1397093,Sanctioned
411,Gujarat,District_1,Constituency_167,MP_Name_167,Work_411,Sanitation,21-11-2023,855975,Sanctioned
412,Delhi,District_2,Constituency_168,MP_Name_168,Work_412,Health,03-07-2021,773393,Sanctioned
413,Uttar Pradesh,District_3,Constituency_169,MP_Name_169,Work_413,Roads,18-10-2023,525132,Sanctioned
414,Uttar Pradesh,District_4,Constituency_170,MP_Name_170,Work_414,Electricity,27-01-2022,423621,Sanctioned
415,Uttar Pradesh,District_5,Constituency_171,MP_Name_171,Work_415,Education,02-08-2022,1263937,Sanctioned
416,Uttar Pradesh,District_6,Constituency_172,MP_Name_172,Work_416,Electricity,12-10-2022,1116323,Sanctioned
417,Delhi,District_7,Constituency_173,MP_Name_173,Work_417,Health,03-12-2023,1317291,Sanctioned
418,Tamil Nadu,District_8,Constituency_174,MP_Name_174,Work_418,Drinking Water,29-09-2023,1702148,Sanctioned
419,Karnataka,District_9,Constituency_175,MP_Name_175,Work_419,Sanitation,18-11-2023,745275,Sanctioned
420,Karnataka,District_0,Constituency_176,MP_Name_176,Work_420,Health,15-03-2022,800422,Sanctioned
421,Delhi,District_1,Constituency_177,MP_Name_177,Work_421,Drinking Water,10-07-2021,1128765,Sanctioned
422,Maharashtra,District_2,Constituency_178,MP_Name_178,Work_422,Education,21-06-2023,1575465,Sanctioned
423,Delhi,District_3,Constituency_179,MP_Name_179,Work_423,Education,06-10-2022,1134236,Sanctioned
424,Karnataka,District_4,Constituency_180,MP_Name_180,Work_424,Roads,27-10-2023,1285692,Sanctioned
425,Tamil Nadu,District_5,Constituency_181,MP_Name_181,Work_425,Electricity,16-11-2022,1658307,Sanctioned
426,Maharashtra,District_6,Constituency_182,MP_Name_182,Work_426,Education,23-05-2022,959760,Sanctioned
427,Delhi,District_7,Constituency_183,MP_Name_183,Work_427,Sanitation,14-11-2023,1483767,Sanctioned
428,Delhi,District_8,Constituency_184,MP_Name_184,Work_428,Sanitation,01-07-2022,954996,Sanctioned
429,Karnataka,District_9,Constituency_185,MP_Name_185,Work_429,Electricity,27-10-2022,555173,Sanctioned
430,Maharashtra,District_0,Constituency_186,MP_Name_186,Work_430,Health,23-02-2022,618188,Sanctioned
431,Maharashtra,District_1,Constituency_187,MP_Name_187,Work_431,Roads,24-10-2023,856353,Sanctioned
432,Uttar Pradesh,District_2,Constituency_188,MP_Name_188,Work_432,Sanitation,28-07-2022,835261,Sanctioned
433,Uttar Pradesh,District_3,Constituency_189,MP_Name_189,Work_433,Drinking Water,29-10-2023,467968,Sanctioned
434,Maharashtra,District_4,Constituency_190,MP_Name_190,Work_434,Sanitation,29-06-2021,596444,Sanctioned
435,Tamil Nadu,District_5,Constituency_191,MP_Name_191,Work_435,Education,03-03-2022,1701074,Sanctioned
436,Tamil Nadu,District_6,Constituency_192,MP_Name_192,Work_436,Education,21-08-2022,1842760,Sanctioned
437,Delhi,District_7,Constituency_193,MP_Name_193,Work_437,Electricity,15-07-2023,440002,Sanctioned
438,Tamil Nadu,District_8,Constituency_194,MP_Name_194,Work_438,Drinking Water,10-07-2023,1824067,Sanctioned
439,Uttar Pradesh,District_9,Constituency_195,MP_Name_195,Work_439,Education,01-07-2022,1842997,Sanctioned
440,Delhi,District_0,Constituency_196,MP_Name_196,Work_440,Drinking Water,28-03-2023,1634802,Sanctioned
441,Karnataka,District_1,Constituency_197,MP_Name_197,Work_441,Health,09-07-2021,919834,Sanctioned
442,Delhi,District_2,Constituency_198,MP_Name_198,Work_442,Roads,15-10-2022,1367264,Sanctioned
443,Maharashtra,District_3,Constituency_199,MP_Name_199,Work_443,Roads,22-02-2023,522909,Sanctioned
444,Uttar Pradesh,District_4,Constituency_200,MP_Name_200,Work_444,Roads,01-09-2021,1766546,Sanctioned
445,Tamil Nadu,District_5,Constituency_201,MP_Name_201,Work_445,Education,19-11-2022,1498573,Sanctioned
446,Karnataka,District_6,Constituency_202,MP_Name_202,Work_446,Electricity,19-03-2021,915506,Sanctioned
447,Tamil Nadu,District_7,Constituency_203,MP_Name_203,Work_447,Roads,20-08-2022,855828,Sanctioned
448,Maharashtra,District_8,Constituency_204,MP_Name_204,Work_448,Education,13-02-2022,984311,Sanctioned
449,Uttar Pradesh,District_9,Constituency_205,MP_Name_205,Work_449,Drinking Water,19-07-2021,857765,Sanctioned
450,Tamil Nadu,District_0,Constituency_206,MP_Name_206,Work_450,Electricity,18-12-2022,870010,Sanctioned
451,Uttar Pradesh,District_1,Constituency_207,MP_Name_207,Work_451,Health,25-01-2022,1813175,Sanctioned
452,Tamil Nadu,District_2,Constituency_208,MP_Name_208,Work_452,Health,13-12-2022,1049857,Sanctioned
453,Karnataka,District_3,Constituency_209,MP_Name_209,Work_453,Education,22-04-2021,1692994,Sanctioned
454,Karnataka,District_4,Constituency_210,MP_Name_210,Work_454,Sanitation,18-11-2023,701312,Sanctioned
455,Tamil Nadu,District_5,Constituency_211,MP_Name_211,Work_455,Sanitation,28-04-2022,980136,Sanctioned
456,Tamil Nadu,District_6,Constituency_212,MP_Name_212,Work_456,Health,17-06-2023,1883120,Sanctioned
457,Uttar Pradesh,District_7,Constituency_213,MP_Name_213,Work_457,Drinking Water,03-11-2022,1125840,Sanctioned
458,Gujarat,District_8,Constituency_214,MP_Name_214,Work_458,Electricity,22-10-2022,1732840,Sanctioned
459,Uttar Pradesh,District_9,Constituency_215,MP_Name_215,Work_459,Electricity,08-12-2022,1236558,Sanctioned
460,Uttar Pradesh,District_0,Constituency_216,MP_Name_216,Work_460,Health,29-06-2021,1820122,Sanctioned
461,Uttar Pradesh,District_1,Constituency_217,MP_Name_217,Work_461,Health,13-11-2023,1368651,Sanctioned
462,Tamil Nadu,District_2,Constituency_218,MP_Name_218,Work_462,Roads,13-01-2021,1521308,Sanctioned
463,Maharashtra,District_3,Constituency_219,MP_Name_219,Work_463,Sanitation,18-09-2023,1577963,Sanctioned
464,Tamil Nadu,District_4,Constituency_220,MP_Name_220,Work_464,Roads,20-06-2021,458731,Sanctioned
465,Tamil Nadu,District_5,Constituency_221,MP_Name_221,Work_465,Roads,08-04-2021,1897535,Sanctioned
466,Uttar Pradesh,District_6,Constituency_222,MP_Name_222,Work_466,Roads,27-11-2023,1241160,Sanctioned
467,Delhi,District_7,Constituency_223,MP_Name_223,Work_467,Electricity,06-09-2023,959304,Sanctioned
468,Tamil Nadu,District_8,Constituency_224,MP_Name_224,Work_468,Health,27-02-2021,730418,Sanctioned
469,Karnataka,District_9,Constituency_225,MP_Name_225,Work_469,Drinking Water,15-03-2021,742596,Sanctioned
470,Maharashtra,District_0,Constituency_226,MP_Name_226,Work_470,Health,07-01-2021,516855,Sanctioned
471,Uttar Pradesh,District_1,Constituency_227,MP_Name_227,Work_471,Electricity,30-10-2023,1090780,Sanctioned
472,Maharashtra,District_2,Constituency_228,MP_Name_228,Work_472,Electricity,13-03-2021,1505221,Sanctioned
473,Uttar Pradesh,District_3,Constituency_229,MP_Name_229,Work_473,Sanitation,10-05-2021,1681482,Sanctioned
474,Tamil Nadu,District_4,Constituency_230,MP_Name_230,Work_474,Education,08-02-2022,1232578,Sanctioned
475,Delhi,District_5,Constituency_231,MP_Name_231,Work_475,Sanitation,17-11-2021,1355259,Sanctioned
476,Delhi,District_6,Constituency_232,MP_Name_232,Work_476,Sanitation,03-05-2022,1181523,Sanctioned
477,Tamil Nadu,District_7,Constituency_233,MP_Name_233,Work_477,Health,29-10-2023,1473682,Sanctioned
478,Maharashtra,District_8,Constituency_234,MP_Name_234,Work_478,Roads,30-04-2022,673284,Sanctioned
479,Karnataka,District_9,Constituency_235,MP_Name_235,Work_479,Electricity,01-11-2021,1119814,Sanctioned
480,Delhi,District_0,Constituency_236,MP_Name_236,Work_480,Electricity,05-09-2021,1693631,Sanctioned
481,Gujarat,District_1,Constituency_237,MP_Name_237,Work_481,Roads,23-06-2021,1118647,Sanctioned
482,Karnataka,District_2,Constituency_238,MP_Name_238,Work_482,Sanitation,27-07-2023,729827,Sanctioned
483,Delhi,District_3,Constituency_239,MP_Name_239,Work_483,Roads,26-09-2021,1275543,Sanctioned
484,Tamil Nadu,District_4,Constituency_240,MP_Name_240,Work_484,Education,20-03-2021,1700953,Sanctioned
485,Gujarat,District_5,Constituency_241,MP_Name_241,Work_485,Drinking Water,06-04-2023,641960,Sanctioned
486,Tamil Nadu,District_6,Constituency_242,MP_Name_242,Work_486,Electricity,09-09-2022,557767,Sanctioned
487,Karnataka,District_7,Constituency_243,MP_Name_243,Work_487,Health,13-07-2022,673430,Sanctioned
488,Maharashtra,District_8,Constituency_244,MP_Name_244,Work_488,Health,06-09-2021,1195891,Sanctioned
489,Karnataka,District_9,Constituency_245,MP_Name_245,Work_489,Roads,26-11-2023,742457,Sanctioned
490,Delhi,District_0,Constituency_1,MP_Name_1,Work_490,Drinking Water,06-01-2023,435593,Sanctioned
491,Tamil Nadu,District_1,Constituency_2,MP_Name_2,Work_491,Sanitation,01-02-2023,1653266,Sanctioned
492,Delhi,District_2,Constituency_3,MP_Name_3,Work_492,Education,17-06-2023,816425,Sanctioned
493,Tamil Nadu,District_3,Constituency_4,MP_Name_4,Work_493,Education,06-05-2023,1887100,Sanctioned
494,Tamil Nadu,District_4,Constituency_5,MP_Name_5,Work_494,Health,26-07-2021,1288167,Sanctioned
495,Maharashtra,District_5,Constituency_6,MP_Name_6,Work_495,Electricity,23-11-2023,1474885,Sanctioned
496,Delhi,District_6,Constituency_7,MP_Name_7,Work_496,Education,10-05-2022,1478267,Sanctioned
497,Uttar Pradesh,District_7,Constituency_8,MP_Name_8,Work_497,Education,08-12-2022,1011141,Sanctioned
498,Delhi,District_8,Constituency_9,MP_Name_9,Work_498,Health,26-06-2022,535609,Sanctioned
499,Maharashtra,District_9,Constituency_10,MP_Name_10,Work_499,Drinking Water,10-01-2023,638710,Sanctioned
500,Karnataka,District_0,Constituency_11,MP_Name_11,Work_500,Sanitation,12-09-2022,1236518,Sanctioned
501,Maharashtra,District_1,Constituency_12,MP_Name_12,Work_501,Roads,24-09-2022,1226770,Sanctioned
502,Tamil Nadu,District_2,Constituency_13,MP_Name_13,Work_502,Sanitation,19-06-2022,730219,Sanctioned
503,Uttar Pradesh,District_3,Constituency_14,MP_Name_14,Work_503,Roads,01-10-2023,1884904,Sanctioned
