sr_no,state,constituency,mp_name,work,vendor_name,expenditure_date,fund_disbursed_amount
505,West Bengal,Constituency_39,MP_Name_39,WB/994/2023-2024/50206 - Construction of Electricity facility,XYZ Builders,28-06-2024,451318
506,West Bengal,Constituency_39,MP_Name_39,WB/456/2021-2022/50207 - Construction of Drinking Water facility,Global Infra Ltd,12-12-2024,53672
507,West Bengal,Constituency_39,MP_Name_39,WB/456/2021-2022/50207 - Construction of Drinking Water facility,ABC Constructions,25-11-2023,461395
508,West Bengal,Constituency_39,MP_Name_39,WB/456/2021-2022/50207 - Construction of Drinking Water facility,BuildWell Pvt Ltd,17-11-2024,313573
509,Gujarat,Constituency_40,MP_Name_40,GJ/449/2021-2022/50208 - Construction of Electricity facility,State PWD,22-03-2023,340340
510,Gujarat,Constituency_40,MP_Name_40,GJ/449/2021-2022/50208 - Construction of Electricity facility,Global Infra Ltd,06-02-2021,132811
511,Gujarat,Constituency_40,MP_Name_40,GJ/449/2021-2022/50208 - Construction of Electricity facility,State PWD,03-12-2022,434757
512,Gujarat,Constituency_40,MP_Name_40,GJ/746/2021-2022/50209 - Construction of Electricity facility,Global Infra Ltd,14-12-2024,168338
513,Gujarat,Constituency_40,MP_Name_40,GJ/746/2021-2022/50209 - Construction of Electricity facility,ABC Constructions,18-01-2024,489595
514,Gujarat,Constituency_40,MP_Name_40,GJ/746/2021-2022/50209 - Construction of Electricity facility,Global Infra Ltd,06-03-2022,330370
515,Gujarat,Constituency_40,MP_Name_40,GJ/948/2022-2023/50210 - Construction of Roads facility,Rural Works Dept,04-04-2021,96544
516,Gujarat,Constituency_40,MP_Name_40,GJ/974/2022-2023/50211 - Construction of Drinking Water facility,ABC Constructions,18-11-2024,104108
517,Gujarat,Constituency_40,MP_Name_40,GJ/974/2022-2023/50211 - Construction of Drinking Water facility,Global Infra Ltd,11-02-2023,404530
518,Gujarat,Constituency_40,MP_Name_40,GJ/974/2022-2023/50211 - Construction of Drinking Water facility,XYZ Builders,07-05-2024,483380
519,Gujarat,Constituency_40,MP_Name_40,GJ/723/2023-2024/50212 - Construction of Education facility,XYZ Builders,03-08-2023,377015
520,Gujarat,Constituency_40,MP_Name_40,GJ/723/2023-2024/50212 - Construction of Education facility,Global Infra Ltd,06-04-2024,442178
521,Gujarat,Constituency_40,MP_Name_40,GJ/874/2023-2024/50213 - Construction of Sanitation facility,Global Infra Ltd,02-07-2021,189978
522,Gujarat,Constituency_40,MP_Name_40,GJ/874/2023-2024/50213 - Construction of Sanitation facility,National Infra Corp,23-09-2024,61232
523,Gujarat,Constituency_40,MP_Name_40,GJ/556/2021-2022/50214 - Construction of Education facility,Global Infra Ltd,13-11-2022,282356
524,Rajasthan,Constituency_41,MP_Name_41,RJ/927/2022-2023/50215 - Construction of Electricity facility,Shree Constructions,27-02-2022,257651
525,Rajasthan,Constituency_41,MP_Name_41,RJ/927/2022-2023/50215 - Construction of Electricity facility,BuildWell Pvt Ltd,19-09-2021,318482
526,Rajasthan,Constituency_41,MP_Name_41,RJ/225/2023-2024/50216 - Construction of Electricity facility,State PWD,22-04-2022,201594
527,Rajasthan,Constituency_41,MP_Name_41,RJ/225/2023-2024/50216 - Construction of Electricity facility,Global Infra Ltd,10-10-2024,142173
528,Rajasthan,Constituency_41,MP_Name_41,RJ/932/2021-2022/50217 - Construction of Health facility,National Infra Corp,18-10-2023,452879
529,Rajasthan,Constituency_41,MP_Name_41,RJ/932/2021-2022/50217 - Construction of Health facility,State PWD,30-12-2022,287236
530,Rajasthan,Constituency_41,MP_Name_41,RJ/932/2021-2022/50217 - Construction of Health facility,Rural Works Dept,07-03-2024,344820
531,Rajasthan,Constituency_41,MP_Name_41,RJ/932/2021-2022/50217 - Construction of Health facility,Shree Constructions,18-02-2024,103926
532,West Bengal,Constituency_42,MP_Name_42,WB/852/2022-2023/50218 - Construction of Education facility,State PWD,02-07-2022,498644
533,West Bengal,Constituency_42,MP_Name_42,WB/852/2022-2023/50218 - Construction of Education facility,ABC Constructions,09-08-2022,421186
534,West Bengal,Constituency_42,MP_Name_42,WB/852/2022-2023/50218 - Construction of Education facility,Shree Constructions,09-03-2022,318944
535,West Bengal,Constituency_42,MP_Name_42,WB/852/2022-2023/50218 - Construction of Education facility,Global Infra Ltd,12-03-2021,146833
536,West Bengal,Constituency_42,MP_Name_42,WB/508/2022-2023/50219 - Construction of Roads facility,Rural Works Dept,10-03-2024,231869
537,West Bengal,Constituency_42,MP_Name_42,WB/702/2022-2023/50220 - Construction of Health facility,State PWD,12-10-2021,161528
538,West Bengal,Constituency_42,MP_Name_42,WB/702/2022-2023/50220 - Construction of Health facility,Shree Constructions,21-04-2023,180181
539,West Bengal,Constituency_42,MP_Name_42,WB/702/2022-2023/50220 - Construction of Health facility,XYZ Builders,05-02-2024,130876
540,West Bengal,Constituency_42,MP_Name_42,WB/747/2021-2022/50221 - Construction of Health facility,Shree Constructions,18-09-2024,205849
541,West Bengal,Constituency_42,MP_Name_42,WB/747/2021-2022/50221 - Construction of Health facility,BuildWell Pvt Ltd,23-11-2021,228538
542,West Bengal,Constituency_42,MP_Name_42,WB/888/2021-2022/50222 - Construction of Drinking Water facility,Rural Works Dept,17-12-2021,389140
543,West Bengal,Constituency_42,MP_Name_42,WB/888/2021-2022/50222 - Construction of Drinking Water facility,XYZ Builders,07-01-2022,270115
544,West Bengal,Constituency_42,MP_Name_42,WB/888/2021-2022/50222 - Construction of Drinking Water facility,Rural Works Dept,02-10-2021,114511
545,West Bengal,Constituency_42,MP_Name_42,WB/101/2023-2024/50223 - Construction of Education facility,BuildWell Pvt Ltd,02-02-2021,465285
546,West Bengal,Constituency_42,MP_Name_42,WB/869/2023-2024/50224 - Construction of Drinking Water facility,Rural Works Dept,16-04-2022,464320
547,West Bengal,Constituency_42,MP_Name_42,WB/869/2023-2024/50224 - Construction of Drinking Water facility,XYZ Builders,14-10-2021,246526
548,West Bengal,Constituency_42,MP_Name_42,WB/869/2023-2024/50224 - Construction of Drinking Water facility,National Infra Corp,08-09-2023,480763
549,West Bengal,Constituency_42,MP_Name_42,WB/869/2023-2024/50224 - Construction of Drinking Water facility,National Infra Corp,09-08-2023,112923
550,West Bengal,Constituency_42,MP_Name_42,WB/488/2022-2023/50225 - Construction of Education facility,Global Infra Ltd,05-04-2021,378897
551,Delhi,Constituency_43,MP_Name_43,DL/720/2021-2022/50226 - Construction of Education facility,XYZ Builders,16-04-2024,91479
552,Delhi,Constituency_43,MP_Name_43,DL/720/2021-2022/50226 - Construction of Education facility,Rural Works Dept,23-02-2023,329661
553,Delhi,Constituency_43,MP_Name_43,DL/720/2021-2022/50226 - Construction of Education facility,Rural Works Dept,21-12-2023,424422
554,Delhi,Constituency_43,MP_Name_43,DL/511/2021-2022/50227 - Construction of Sanitation facility,Global Infra Ltd,21-11-2022,266602
555,Delhi,Constituency_43,MP_Name_43,DL/511/2021-2022/50227 - Construction of Sanitation facility,XYZ Builders,15-01-2023,443096
556,Delhi,Constituency_43,MP_Name_43,DL/359/2022-2023/50228 - Construction of Electricity facility,Global Infra Ltd,13-04-2021,195216
557,Delhi,Constituency_43,MP_Name_43,DL/359/2022-2023/50228 - Construction of Electricity facility,Shree Constructions,03-12-2022,270402
558,Delhi,Constituency_43,MP_Name_43,DL/359/2022-2023/50228 - Construction of Electricity facility,Rural Works Dept,24-11-2023,183034
559,Delhi,Constituency_43,MP_Name_43,DL/359/2022-2023/50228 - Construction of Electricity facility,BuildWell Pvt Ltd,23-04-2024,486860
560,Delhi,Constituency_43,MP_Name_43,DL/662/2021-2022/50229 - Construction of Sanitation facility,BuildWell Pvt Ltd,07-11-2022,104614
561,Delhi,Constituency_43,MP_Name_43,DL/857/2022-2023/50230 - Construction of Education facility,State PWD,27-10-2024,382946
562,Delhi,Constituency_43,MP_Name_43,DL/857/2022-2023/50230 - Construction of Education facility,BuildWell Pvt Ltd,13-09-2022,90160
563,Delhi,Constituency_43,MP_Name_43,DL/857/2022-2023/50230 - Construction of Education facility,Shree Constructions,03-02-2022,114808
564,Delhi,Constituency_43,MP_Name_43,DL/857/2022-2023/50230 - Construction of Education facility,Rural Works Dept,18-08-2022,121388
565,Maharashtra,Constituency_44,MP_Name_44,MH/626/2021-2022/50231 - Construction of Education facility,National Infra Corp,17-08-2021,400450
566,Maharashtra,Constituency_44,MP_Name_44,MH/425/2021-2022/50232 - Construction of Electricity facility,Rural Works Dept,18-04-2021,139221
567,Maharashtra,Constituency_44,MP_Name_44,MH/425/2021-2022/50232 - Construction of Electricity facility,Rural Works Dept,04-07-2023,294672
568,Maharashtra,Constituency_44,MP_Name_44,MH/425/2021-2022/50232 - Construction of Electricity facility,BuildWell Pvt Ltd,23-01-2024,89818
569,Maharashtra,Constituency_44,MP_Name_44,MH/705/2022-2023/50233 - Construction of Roads facility,State PWD,23-04-2024,481132
570,Maharashtra,Constituency_44,MP_Name_44,MH/442/2022-2023/50234 - Construction of Electricity facility,Global Infra Ltd,15-01-2023,258485
571,Maharashtra,Constituency_44,MP_Name_44,MH/442/2022-2023/50234 - Construction of Electricity facility,ABC Constructions,21-01-2023,274855
572,Maharashtra,Constituency_44,MP_Name_44,MH/442/2022-2023/50234 - Construction of Electricity facility,XYZ Builders,17-01-2021,352820
573,Maharashtra,Constituency_44,MP_Name_44,MH/442/2022-2023/50234 - Construction of Electricity facility,XYZ Builders,06-08-2024,457668
574,Maharashtra,Constituency_44,MP_Name_44,MH/116/2021-2022/50235 - Construction of Electricity facility,XYZ Builders,23-07-2023,485419
575,Maharashtra,Constituency_44,MP_Name_44,MH/714/2021-2022/50236 - Construction of Drinking Water facility,Global Infra Ltd,01-05-2024,341149
576,Maharashtra,Constituency_44,MP_Name_44,MH/714/2021-2022/50236 - Construction of Drinking Water facility,Global Infra Ltd,15-03-2024,342879
577,Maharashtra,Constituency_44,MP_Name_44,MH/714/2021-2022/50236 - Construction of Drinking Water facility,National Infra Corp,03-06-2023,105837
578,Maharashtra,Constituency_44,MP_Name_44,MH/714/2021-2022/50236 - Construction of Drinking Water facility,Rural Works Dept,22-10-2022,350362
579,Maharashtra,Constituency_44,MP_Name_44,MH/583/2022-2023/50237 - Construction of Drinking Water facility,XYZ Builders,19-05-2022,367635
580,Maharashtra,Constituency_44,MP_Name_44,MH/583/2022-2023/50237 - Construction of Drinking Water facility,Shree Constructions,17-05-2023,427717
581,Maharashtra,Constituency_44,MP_Name_44,MH/405/2023-2024/50238 - Construction of Drinking Water facility,ABC Constructions,16-09-2022,167354
582,Maharashtra,Constituency_44,MP_Name_44,MH/405/2023-2024/50238 - Construction of Drinking Water facility,XYZ Builders,18-12-2024,187832
583,West Bengal,Constituency_45,MP_Name_45,WB/403/2023-2024/50239 - Construction of Electricity facility,Rural Works Dept,20-02-2021,256399
584,West Bengal,Constituency_45,MP_Name_45,WB/403/2023-2024/50239 - Construction of Electricity facility,Rural Works Dept,21-02-2022,156934
585,West Bengal,Constituency_45,MP_Name_45,WB/175/2021-2022/50240 - Construction of Electricity facility,ABC Constructions,05-04-2024,422308
586,West Bengal,Constituency_45,MP_Name_45,WB/175/2021-2022/50240 - Construction of Electricity facility,Rural Works Dept,28-09-2023,437887
587,West Bengal,Constituency_45,MP_Name_45,WB/175/2021-2022/50240 - Construction of Electricity facility,BuildWell Pvt Ltd,02-12-2024,146600
588,West Bengal,Constituency_45,MP_Name_45,WB/175/2021-2022/50240 - Construction of Electricity facility,Global Infra Ltd,12-10-2024,294708
589,West Bengal,Constituency_45,MP_Name_45,WB/566/2023-2024/50241 - Construction of Health facility,Rural Works Dept,29-09-2021,222890
590,West Bengal,Constituency_45,MP_Name_45,WB/222/2023-2024/50242 - Construction of Roads facility,XYZ Builders,26-10-2023,78069
591,West Bengal,Constituency_45,MP_Name_45,WB/222/2023-2024/50242 - Construction of Roads facility,Shree Constructions,04-01-2024,58795
592,West Bengal,Constituency_45,MP_Name_45,WB/126/2021-2022/50243 - Construction of Drinking Water facility,XYZ Builders,08-02-2024,394787
593,West Bengal,Constituency_45,MP_Name_45,WB/126/2021-2022/50243 - Construction of Drinking Water facility,State PWD,13-03-2022,134347
594,West Bengal,Constituency_45,MP_Name_45,WB/126/2021-2022/50243 - Construction of Drinking Water facility,Shree Constructions,15-07-2022,157443
595,West Bengal,Constituency_45,MP_Name_45,WB/126/2021-2022/50243 - Construction of Drinking Water facility,Global Infra Ltd,15-12-2023,93439
596,West Bengal,Constituency_45,MP_Name_45,WB/605/2023-2024/50244 - Construction of Roads facility,BuildWell Pvt Ltd,04-08-2021,105020
597,West Bengal,Constituency_45,MP_Name_45,WB/605/2023-2024/50244 - Construction of Roads facility,State PWD,17-04-2021,125798
598,West Bengal,Constituency_45,MP_Name_45,WB/605/2023-2024/50244 - Construction of Roads facility,BuildWell Pvt Ltd,20-03-2024,394693
599,West Bengal,Constituency_45,MP_Name_45,WB/329/2021-2022/50245 - Construction of Electricity facility,BuildWell Pvt Ltd,31-12-2023,98540
600,West Bengal,Constituency_45,MP_Name_45,WB/951/2023-2024/50246 - Construction of Education facility,Shree Constructions,11-11-2024,408293
601,West Bengal,Constituency_45,MP_Name_45,WB/951/2023-2024/50246 - Construction of Education facility,XYZ Builders,01-05-2023,73655
602,West Bengal,Constituency_45,MP_Name_45,WB/951/2023-2024/50246 - Construction of Education facility,ABC Constructions,28-01-2021,224629
603,West Bengal,Constituency_45,MP_Name_45,WB/951/2023-2024/50246 - Construction of Education facility,BuildWell Pvt Ltd,03-09-2023,131778
604,Gujarat,Constituency_46,MP_Name_46,GJ/431/2021-2022/50247 - Construction of Sanitation facility,BuildWell Pvt Ltd,23-10-2022,255534
605,Gujarat,Constituency_46,MP_Name_46,GJ/431/2021-2022/50247 - Construction of Sanitation facility,ABC Constructions,05-04-2024,393305
606,Gujarat,Constituency_46,MP_Name_46,GJ/431/2021-2022/50247 - Construction of Sanitation facility,Rural Works Dept,03-07-2021,239351
607,Gujarat,Constituency_46,MP_Name_46,GJ/431/2021-2022/50247 - Construction of Sanitation facility,XYZ Builders,26-10-2021,178443
608,Gujarat,Constituency_46,MP_Name_46,GJ/648/2023-2024/50248 - Construction of Health facility,Shree Constructions,14-01-2022,54519
609,Gujarat,Constituency_46,MP_Name_46,GJ/648/2023-2024/50248 - Construction of Health facility,Rural Works Dept,27-02-2022,404438
610,Gujarat,Constituency_46,MP_Name_46,GJ/648/2023-2024/50248 - Construction of Health facility,ABC Constructions,12-08-2021,494759
611,Gujarat,Constituency_46,MP_Name_46,GJ/688/2022-2023/50249 - Construction of Electricity facility,National Infra Corp,18-08-2024,317761
612,Gujarat,Constituency_46,MP_Name_46,GJ/688/2022-2023/50249 - Construction of Electricity facility,Global Infra Ltd,18-05-2021,381284
613,Gujarat,Constituency_46,MP_Name_46,GJ/688/2022-2023/50249 - Construction of Electricity facility,Rural Works Dept,22-03-2022,204094
614,Gujarat,Constituency_46,MP_Name_46,GJ/962/2023-2024/50250 - Construction of Sanitation facility,XYZ Builders,23-02-2022,194792
615,Gujarat,Constituency_46,MP_Name_46,GJ/962/2023-2024/50250 - Construction of Sanitation facility,State PWD,09-03-2021,99259
616,Gujarat,Constituency_46,MP_Name_46,GJ/962/2023-2024/50250 - Construction of Sanitation facility,ABC Constructions,08-02-2024,384289
617,Gujarat,Constituency_46,MP_Name_46,GJ/962/2023-2024/50250 - Construction of Sanitation facility,National Infra Corp,25-04-2024,432932
618,Gujarat,Constituency_46,MP_Name_46,GJ/707/2023-2024/50251 - Construction of Sanitation facility,Shree Constructions,19-11-2022,385733
619,Gujarat,Constituency_46,MP_Name_46,GJ/707/2023-2024/50251 - Construction of Sanitation facility,XYZ Builders,20-12-2022,470205
620,Gujarat,Constituency_46,MP_Name_46,GJ/707/2023-2024/50251 - Construction of Sanitation facility,Shree Constructions,05-06-2022,360102
621,Gujarat,Constituency_46,MP_Name_46,GJ/707/2023-2024/50251 - Construction of Sanitation facility,BuildWell Pvt Ltd,06-07-2023,426174
622,Gujarat,Constituency_46,MP_Name_46,GJ/287/2021-2022/50252 - Construction of Sanitation facility,Global Infra Ltd,31-12-2024,455143
623,Gujarat,Constituency_46,MP_Name_46,GJ/287/2021-2022/50252 - Construction of Sanitation facility,XYZ Builders,09-07-2022,450629
624,Maharashtra,Constituency_47,MP_Name_47,MH/535/2023-2024/50253 - Construction of Health facility,XYZ Builders,26-05-2023,126032
625,Maharashtra,Constituency_47,MP_Name_47,MH/535/2023-2024/50253 - Construction of Health facility,Rural Works Dept,27-02-2022,318360
626,Maharashtra,Constituency_47,MP_Name_47,MH/535/2023-2024/50253 - Construction of Health facility,ABC Constructions,29-07-2022,478400
627,Maharashtra,Constituency_47,MP_Name_47,MH/608/2022-2023/50254 - Construction of Electricity facility,Rural Works Dept,24-05-2021,199516
628,Maharashtra,Constituency_47,MP_Name_47,MH/608/2022-2023/50254 - Construction of Electricity facility,State PWD,11-12-2023,76299
629,Maharashtra,Constituency_47,MP_Name_47,MH/608/2022-2023/50254 - Construction of Electricity facility,Shree Constructions,19-06-2022,278148
630,Maharashtra,Constituency_47,MP_Name_47,MH/608/2022-2023/50254 - Construction of Electricity facility,National Infra Corp,03-03-2024,160599
631,Maharashtra,Constituency_47,MP_Name_47,MH/545/2023-2024/50255 - Construction of Roads facility,Global Infra Ltd,02-05-2023,314327
632,Maharashtra,Constituency_47,MP_Name_47,MH/545/2023-2024/50255 - Construction of Roads facility,Global Infra Ltd,14-06-2023,498798
633,Maharashtra,Constituency_47,MP_Name_47,MH/545/2023-2024/50255 - Construction of Roads facility,Rural Works Dept,25-08-2024,218556
634,Maharashtra,Constituency_47,MP_Name_47,MH/263/2022-2023/50256 - Construction of Health facility,State PWD,19-01-2021,426475
635,Maharashtra,Constituency_47,MP_Name_47,MH/263/2022-2023/50256 - Construction of Health facility,National Infra Corp,18-07-2022,210350
636,Maharashtra,Constituency_47,MP_Name_47,MH/263/2022-2023/50256 - Construction of Health facility,ABC Constructions,30-07-2022,52761
637,Maharashtra,Constituency_47,MP_Name_47,MH/386/2023-2024/50257 - Construction of Roads facility,XYZ Builders,11-11-2022,326165
638,West Bengal,Constituency_48,MP_Name_48,WB/748/2023-2024/50258 - Construction of Drinking Water facility,Rural Works Dept,01-12-2023,451062
639,West Bengal,Constituency_48,MP_Name_48,WB/438/2023-2024/50259 - Construction of Roads facility,Shree Constructions,06-01-2024,236260
640,West Bengal,Constituency_48,MP_Name_48,WB/438/2023-2024/50259 - Construction of Roads facility,Rural Works Dept,20-05-2024,94725
641,West Bengal,Constituency_48,MP_Name_48,WB/438/2023-2024/50259 - Construction of Roads facility,BuildWell Pvt Ltd,09-03-2023,390656
642,West Bengal,Constituency_48,MP_Name_48,WB/438/2023-2024/50259 - Construction of Roads facility,XYZ Builders,19-07-2024,152663
643,West Bengal,Constituency_48,MP_Name_48,WB/194/2021-2022/50260 - Construction of Electricity facility,National Infra Corp,04-08-2024,377188
644,West Bengal,Constituency_48,MP_Name_48,WB/194/2021-2022/50260 - Construction of Electricity facility,XYZ Builders,24-03-2022,353037
645,West Bengal,Constituency_48,MP_Name_48,WB/272/2021-2022/50261 - Construction of Drinking Water facility,National Infra Corp,02-07-2021,409821
646,West Bengal,Constituency_48,MP_Name_48,WB/272/2021-2022/50261 - Construction of Drinking Water facility,Global Infra Ltd,10-03-2021,323006
647,West Bengal,Constituency_48,MP_Name_48,WB/272/2021-2022/50261 - Construction of Drinking Water facility,Shree Constructions,26-02-2021,466908
648,West Bengal,Constituency_48,MP_Name_48,WB/272/2021-2022/50261 - Construction of Drinking Water facility,Global Infra Ltd,29-10-2023,411183
649,West Bengal,Constituency_48,MP_Name_48,WB/562/2023-2024/50262 - Construction of Electricity facility,XYZ Builders,17-07-2022,468314
650,Tamil Nadu,Constituency_49,MP_Name_49,TN/231/2023-2024/50263 - Construction of Sanitation facility,XYZ Builders,04-06-2021,309331
651,Tamil Nadu,Constituency_49,MP_Name_49,TN/231/2023-2024/50263 - Construction of Sanitation facility,State PWD,18-05-2021,243695
652,Tamil Nadu,Constituency_49,MP_Name_49,TN/231/2023-2024/50263 - Construction of Sanitation facility,State PWD,03-01-2021,435119
653,Tamil Nadu,Constituency_49,MP_Name_49,TN/231/2023-2024/50263 - Construction of Sanitation facility,Shree Constructions,30-01-2022,101621
654,Tamil Nadu,Constituency_49,MP_Name_49,TN/991/2021-2022/50264 - Construction of Roads facility,National Infra Corp,03-03-2022,411399
655,Tamil Nadu,Constituency_49,MP_Name_49,TN/991/2021-2022/50264 - Construction of Roads facility,State PWD,14-12-2024,460697
656,Tamil Nadu,Constituency_49,MP_Name_49,TN/991/2021-2022/50264 - Construction of Roads facility,Rural Works Dept,12-06-2024,129816
657,Tamil Nadu,Constituency_49,MP_Name_49,TN/991/2021-2022/50264 - Construction of Roads facility,Rural Works Dept,04-12-2023,334679
658,Tamil Nadu,Constituency_49,MP_Name_49,TN/315/2022-2023/50265 - Construction of Education facility,National Infra Corp,03-01-2022,151564
659,Tamil Nadu,Constituency_49,MP_Name_49,TN/315/2022-2023/50265 - Construction of Education facility,ABC Constructions,24-03-2024,441932
660,Tamil Nadu,Constituency_49,MP_Name_49,TN/315/2022-2023/50265 - Construction of Education facility,Rural Works Dept,04-04-2022,196875
661,Tamil Nadu,Constituency_49,MP_Name_49,TN/548/2021-2022/50266 - Construction of Sanitation facility,National Infra Corp,25-12-2022,376123
662,Tamil Nadu,Constituency_49,MP_Name_49,TN/548/2021-2022/50266 - Construction of Sanitation facility,Shree Constructions,20-02-2024,122813
663,Tamil Nadu,Constituency_49,MP_Name_49,TN/548/2021-2022/50266 - Construction of Sanitation facility,ABC Constructions,27-06-2023,62574
664,Tamil Nadu,Constituency_49,MP_Name_49,TN/729/2021-2022/50267 - Construction of Sanitation facility,State PWD,09-10-2022,361320
665,Delhi,Constituency_50,MP_Name_50,DL/198/2023-2024/50268 - Construction of Drinking Water facility,Rural Works Dept,20-09-2021,223477
666,Delhi,Constituency_50,MP_Name_50,DL/198/2023-2024/50268 - Construction of Drinking Water facility,ABC Constructions,09-09-2024,445783
667,Delhi,Constituency_50,MP_Name_50,DL/198/2023-2024/50268 - Construction of Drinking Water facility,State PWD,23-08-2022,375675
668,Delhi,Constituency_50,MP_Name_50,DL/198/2023-2024/50268 - Construction of Drinking Water facility,Rural Works Dept,27-02-2022,342236
669,Delhi,Constituency_50,MP_Name_50,DL/723/2021-2022/50269 - Construction of Education facility,State PWD,29-10-2023,374729
670,Delhi,Constituency_50,MP_Name_50,DL/723/2021-2022/50269 - Construction of Education facility,State PWD,02-04-2022,367295
671,Delhi,Constituency_50,MP_Name_50,DL/723/2021-2022/50269 - Construction of Education facility,State PWD,20-12-2023,170113
672,Delhi,Constituency_50,MP_Name_50,DL/723/2021-2022/50269 - Construction of Education facility,Shree Constructions,07-03-2022,290385
673,Delhi,Constituency_50,MP_Name_50,DL/164/2022-2023/50270 - Construction of Education facility,State PWD,03-08-2023,266598
674,Delhi,Constituency_50,MP_Name_50,DL/164/2022-2023/50270 - Construction of Education facility,Shree Constructions,03-08-2023,251865
675,Delhi,Constituency_50,MP_Name_50,DL/568/2022-2023/50271 - Construction of Electricity facility,BuildWell Pvt Ltd,31-07-2023,142458
676,Delhi,Constituency_50,MP_Name_50,DL/568/2022-2023/50271 - Construction of Electricity facility,Global Infra Ltd,20-04-2024,128612
677,Delhi,Constituency_50,MP_Name_50,DL/568/2022-2023/50271 - Construction of Electricity facility,Global Infra Ltd,19-12-2023,414701
678,Uttar Pradesh,Constituency_51,MP_Name_51,UP/519/2021-2022/50272 - Construction of Sanitation facility,State PWD,06-02-2022,141337
679,Uttar Pradesh,Constituency_51,MP_Name_51,UP/264/2022-2023/50273 - Construction of Drinking Water facility,Shree Constructions,20-01-2021,387162
680,Uttar Pradesh,Constituency_51,MP_Name_51,UP/264/2022-2023/50273 - Construction of Drinking Water facility,Rural Works Dept,26-04-2024,224542
681,Uttar Pradesh,Constituency_51,MP_Name_51,UP/264/2022-2023/50273 - Construction of Drinking Water facility,National Infra Corp,13-11-2023,406188
682,Uttar Pradesh,Constituency_51,MP_Name_51,UP/264/2022-2023/50273 - Construction of Drinking Water facility,State PWD,02-01-2024,133346
683,Uttar Pradesh,Constituency_51,MP_Name_51,UP/728/2021-2022/50274 - Construction of Roads facility,Rural Works Dept,23-11-2023,309455
684,Uttar Pradesh,Constituency_51,MP_Name_51,UP/728/2021-2022/50274 - Construction of Roads facility,Shree Constructions,15-07-2024,57607
685,Delhi,Constituency_52,MP_Name_52,DL/578/2023-2024/50275 - Construction of Health facility,Rural Works Dept,20-09-2021,466361
686,Delhi,Constituency_52,MP_Name_52,DL/578/2023-2024/50275 - Construction of Health facility,ABC Constructions,28-11-2024,264577
687,Delhi,Constituency_52,MP_Name_52,DL/578/2023-2024/50275 - Construction of Health facility,Rural Works Dept,19-09-2022,276704
688,Delhi,Constituency_52,MP_Name_52,DL/578/2023-2024/50275 - Construction of Health facility,National Infra Corp,02-08-2023,104076
689,Delhi,Constituency_52,MP_Name_52,DL/748/2021-2022/50276 - Construction of Electricity facility,XYZ Builders,03-07-2021,410719
690,Delhi,Constituency_52,MP_Name_52,DL/748/2021-2022/50276 - Construction of Electricity facility,BuildWell Pvt Ltd,06-11-2023,206356
691,Delhi,Constituency_52,MP_Name_52,DL/748/2021-2022/50276 - Construction of Electricity facility,State PWD,20-10-2024,362630
692,Delhi,Constituency_52,MP_Name_52,DL/761/2021-2022/50277 - Construction of Education facility,National Infra Corp,24-06-2024,127898
693,Delhi,Constituency_52,MP_Name_52,DL/761/2021-2022/50277 - Construction of Education facility,State PWD,04-03-2024,94163
694,Delhi,Constituency_52,MP_Name_52,DL/761/2021-2022/50277 - Construction of Education facility,BuildWell Pvt Ltd,26-07-2024,361978
695,Delhi,Constituency_52,MP_Name_52,DL/735/2022-2023/50278 - Construction of Health facility,XYZ Builders,02-06-2023,177580
696,Delhi,Constituency_52,MP_Name_52,DL/364/2021-2022/50279 - Construction of Roads facility,State PWD,10-01-2023,474391
697,Delhi,Constituency_52,MP_Name_52,DL/364/2021-2022/50279 - Construction of Roads facility,Shree Constructions,12-09-2022,219644
698,Delhi,Constituency_52,MP_Name_52,DL/364/2021-2022/50279 - Construction of Roads facility,Global Infra Ltd,09-01-2021,211941
699,Delhi,Constituency_52,MP_Name_52,DL/364/2021-2022/50279 - Construction of Roads facility,ABC Constructions,27-09-2021,468223
700,Bihar,Constituency_53,MP_Name_53,BR/631/2022-2023/50280 - Construction of Electricity facility,National Infra Corp,08-10-2021,443385
701,Bihar,Constituency_53,MP_Name_53,BR/631/2022-2023/50280 - Construction of Electricity facility,Rural Works Dept,11-05-2023,98486
702,Bihar,Constituency_53,MP_Name_53,BR/112/2022-2023/50281 - Construction of Health facility,Shree Constructions,05-10-2024,208418
703,Bihar,Constituency_53,MP_Name_53,BR/112/2022-2023/50281 - Construction of Health facility,XYZ Builders,29-07-2023,450145
704,Bihar,Constituency_53,MP_Name_53,BR/112/2022-2023/50281 - Construction of Health facility,National Infra Corp,22-06-2023,145881
705,Bihar,Constituency_53,MP_Name_53,BR/607/2022-2023/50282 - Construction of Electricity facility,BuildWell Pvt Ltd,31-01-2024,346372
706,Bihar,Constituency_53,MP_Name_53,BR/607/2022-2023/50282 - Construction of Electricity facility,Rural Works Dept,15-11-2022,440954
707,Bihar,Constituency_53,MP_Name_53,BR/607/2022-2023/50282 - Construction of Electricity facility,XYZ Builders,06-09-2022,266169
708,Bihar,Constituency_53,MP_Name_53,BR/607/2022-2023/50282 - Construction of Electricity facility,ABC Constructions,20-08-2024,182147
709,Bihar,Constituency_53,MP_Name_53,BR/324/2023-2024/50283 - Construction of Roads facility,XYZ Builders,06-05-2024,371605
