sr_no,state,constituency,mp_name,work,work_category,recommended_date,recommended_amount
214,Gujarat,Constituency_40,MP_Name_40,GJ/556/2021-2022/50214 - Construction of Education facility,Electricity,02-02-2022,1972497
215,Rajasthan,Constituency_41,MP_Name_41,RJ/927/2022-2023/50215 - Construction of Electricity facility,Roads,06-02-2022,1712605
216,Rajasthan,Constituency_41,MP_Name_41,RJ/225/2023-2024/50216 - Construction of Electricity facility,Education,14-04-2021,1082350
217,Rajasthan,Constituency_41,MP_Name_41,RJ/932/2021-2022/50217 - Construction of Health facility,Electricity,16-10-2021,824934
218,West Bengal,Constituency_42,MP_Name_42,WB/852/2022-2023/50218 - Construction of Education facility,Drinking Water,26-11-2024,1389411
219,West Bengal,Constituency_42,MP_Name_42,WB/508/2022-2023/50219 - Construction of Roads facility,Sanitation,12-02-2022,1526275
220,West Bengal,Constituency_42,MP_Name_42,WB/702/2022-2023/50220 - Construction of Health facility,Health,17-05-2023,1482902
221,West Bengal,Constituency_42,MP_Name_42,WB/747/2021-2022/50221 - Construction of Health facility,Education,01-07-2022,834372
222,West Bengal,Constituency_42,MP_Name_42,WB/888/2021-2022/50222 - Construction of Drinking Water facility,Electricity,13-06-2023,1605726
223,West Bengal,Constituency_42,MP_Name_42,WB/101/2023-2024/50223 - Construction of Education facility,Roads,29-12-2024,607023
224,West Bengal,Constituency_42,MP_Name_42,WB/869/2023-2024/50224 - Construction of Drinking Water facility,Education,30-06-2021,686274
225,West Bengal,Constituency_42,MP_Name_42,WB/488/2022-2023/50225 - Construction of Education facility,Drinking Water,15-06-2023,1758689
226,Delhi,Constituency_43,MP_Name_43,DL/720/2021-2022/50226 - Construction of Education facility,Sanitation,31-03-2022,775482
227,Delhi,Constituency_43,MP_Name_43,DL/511/2021-2022/50227 - Construction of Sanitation facility,Sanitation,23-01-2024,1587361
228,Delhi,Constituency_43,MP_Name_43,DL/359/2022-2023/50228 - Construction of Electricity facility,Roads,17-02-2021,1312321
229,Delhi,Constituency_43,MP_Name_43,DL/662/2021-2022/50229 - Construction of Sanitation facility,Sanitation,15-01-2023,1210785
230,Delhi,Constituency_43,MP_Name_43,DL/857/2022-2023/50230 - Construction of Education facility,Electricity,24-11-2023,857173
231,Maharashtra,Constituency_44,MP_Name_44,MH/626/2021-2022/50231 - Construction of Education facility,Sanitation,17-09-2023,1010511
232,Maharashtra,Constituency_44,MP_Name_44,MH/425/2021-2022/50232 - Construction of Electricity facility,Drinking Water,24-10-2024,1551168
233,Maharashtra,Constituency_44,MP_Name_44,MH/705/2022-2023/50233 - Construction of Roads facility,Electricity,18-11-2022,1997731
234,Maharashtra,Constituency_44,MP_Name_44,MH/442/2022-2023/50234 - Construction of Electricity facility,Drinking Water,08-12-2024,667950
235,Maharashtra,Constituency_44,MP_Name_44,MH/116/2021-2022/50235 - Construction of Electricity facility,Electricity,07-05-2022,956441
236,Maharashtra,Constituency_44,MP_Name_44,MH/714/2021-2022/50236 - Construction of Drinking Water facility,Education,16-02-2021,721844
237,Maharashtra,Constituency_44,MP_Name_44,MH/583/2022-2023/50237 - Construction of Drinking Water facility,Electricity,06-12-2023,1844136
238,Maharashtra,Constituency_44,MP_Name_44,MH/405/2023-2024/50238 - Construction of Drinking Water facility,Education,07-08-2023,1420283
239,West Bengal,Constituency_45,MP_Name_45,WB/403/2023-2024/50239 - Construction of Electricity facility,Sanitation,11-05-2024,1526347
240,West Bengal,Constituency_45,MP_Name_45,WB/175/2021-2022/50240 - Construction of Electricity facility,Health,14-10-2023,866710
241,West Bengal,Constituency_45,MP_Name_45,WB/566/2023-2024/50241 - Construction of Health facility,Health,07-06-2022,837601
242,West Bengal,Constituency_45,MP_Name_45,WB/222/2023-2024/50242 - Construction of Roads facility,Drinking Water,26-01-2024,1545236
243,West Bengal,Constituency_45,MP_Name_45,WB/126/2021-2022/50243 - Construction of Drinking Water facility,Drinking Water,22-04-2024,884324
244,West Bengal,Constituency_45,MP_Name_45,WB/605/2023-2024/50244 - Construction of Roads facility,Electricity,17-06-2021,914861
245,West Bengal,Constituency_45,MP_Name_45,WB/329/2021-2022/50245 - Construction of Electricity facility,Drinking Water,24-05-2021,1562054
246,West Bengal,Constituency_45,MP_Name_45,WB/951/2023-2024/50246 - Construction of Education facility,Electricity,04-09-2021,1073001
247,Gujarat,Constituency_46,MP_Name_46,GJ/431/2021-2022/50247 - Construction of Sanitation facility,Education,03-03-2024,1588511
248,Gujarat,Constituency_46,MP_Name_46,GJ/648/2023-2024/50248 - Construction of Health facility,Roads,21-10-2024,1814228
249,Gujarat,Constituency_46,MP_Name_46,GJ/688/2022-2023/50249 - Construction of Electricity facility,Electricity,25-01-2023,1110495
250,Gujarat,Constituency_46,MP_Name_46,GJ/962/2023-2024/50250 - Construction of Sanitation facility,Roads,29-09-2022,1258648
251,Gujarat,Constituency_46,MP_Name_46,GJ/707/2023-2024/50251 - Construction of Sanitation facility,Electricity,12-02-2023,615581
252,Gujarat,Constituency_46,MP_Name_46,GJ/287/2021-2022/50252 - Construction of Sanitation facility,Sanitation,31-07-2021,1937344
253,Maharashtra,Constituency_47,MP_Name_47,MH/535/2023-2024/50253 - Construction of Health facility,Sanitation,12-06-2024,1411170
254,Maharashtra,Constituency_47,MP_Name_47,MH/608/2022-2023/50254 - Construction of Electricity facility,Education,21-05-2021,1031447
255,Maharashtra,Constituency_47,MP_Name_47,MH/545/2023-2024/50255 - Construction of Roads facility,Electricity,07-09-2024,626497
256,Maharashtra,Constituency_47,MP_Name_47,MH/263/2022-2023/50256 - Construction of Health facility,Health,10-03-2023,1525189
257,Maharashtra,Constituency_47,MP_Name_47,MH/386/2023-2024/50257 - Construction of Roads facility,Sanitation,16-05-2022,1239911
258,West Bengal,Constituency_48,MP_Name_48,WB/748/2023-2024/50258 - Construction of Drinking Water facility,Sanitation,13-06-2023,1361065
259,West Bengal,Constituency_48,MP_Name_48,WB/438/2023-2024/50259 - Construction of Roads facility,Drinking Water,16-04-2022,1422320
260,West Bengal,Constituency_48,MP_Name_48,WB/194/2021-2022/50260 - Construction of Electricity facility,Drinking Water,29-11-2022,1504759
261,West Bengal,Constituency_48,MP_Name_48,WB/272/2021-2022/50261 - Construction of Drinking Water facility,Roads,31-08-2021,1159240
262,West Bengal,Constituency_48,MP_Name_48,WB/562/2023-2024/50262 - Construction of Electricity facility,Sanitation,02-10-2021,932254
263,Tamil Nadu,Constituency_49,MP_Name_49,TN/231/2023-2024/50263 - Construction of Sanitation facility,Health,15-09-2022,1974216
264,Tamil Nadu,Constituency_49,MP_Name_49,TN/991/2021-2022/50264 - Construction of Roads facility,Education,04-07-2021,1171376
265,Tamil Nadu,Constituency_49,MP_Name_49,TN/315/2022-2023/50265 - Construction of Education facility,Drinking Water,06-04-2023,1469286
266,Tamil Nadu,Constituency_49,MP_Name_49,TN/548/2021-2022/50266 - Construction of Sanitation facility,Education,18-04-2022,1302122
267,Tamil Nadu,Constituency_49,MP_Name_49,TN/729/2021-2022/50267 - Construction of Sanitation facility,Roads,08-11-2022,1515010
268,Delhi,Constituency_50,MP_Name_50,DL/198/2023-2024/50268 - Construction of Drinking Water facility,Education,07-11-2021,1721401
269,Delhi,Constituency_50,MP_Name_50,DL/723/2021-2022/50269 - Construction of Education facility,Roads,29-05-2024,1829269
270,Delhi,Constituency_50,MP_Name_50,DL/164/2022-2023/50270 - Construction of Education facility,Health,09-09-2023,904233
271,Delhi,Constituency_50,MP_Name_50,DL/568/2022-2023/50271 - Construction of Electricity facility,Electricity,26-02-2023,1688422
272,Uttar Pradesh,Constituency_51,MP_Name_51,UP/519/2021-2022/50272 - Construction of Sanitation facility,Electricity,12-08-2023,1335847
273,Uttar Pradesh,Constituency_51,MP_Name_51,UP/264/2022-2023/50273 - Construction of Drinking Water facility,Roads,02-09-2024,1118850
274,Uttar Pradesh,Constituency_51,MP_Name_51,UP/728/2021-2022/50274 - Construction of Roads facility,Sanitation,05-10-2021,1263616
275,Delhi,Constituency_52,MP_Name_52,DL/578/2023-2024/50275 - Construction of Health facility,Drinking Water,04-09-2024,1637530
276,Delhi,Constituency_52,MP_Name_52,DL/748/2021-2022/50276 - Construction of Electricity facility,Drinking Water,16-01-2024,1332610
277,Delhi,Constituency_52,MP_Name_52,DL/761/2021-2022/50277 - Construction of Education facility,Electricity,07-08-2022,1072090
278,Delhi,Constituency_52,MP_Name_52,DL/735/2022-2023/50278 - Construction of Health facility,Roads,27-10-2022,1766088
279,Delhi,Constituency_52,MP_Name_52,DL/364/2021-2022/50279 - Construction of Roads facility,Electricity,16-07-2021,1679087
280,Bihar,Constituency_53,MP_Name_53,BR/631/2022-2023/50280 - Construction of Electricity facility,Education,25-06-2021,771289
281,Bihar,Constituency_53,MP_Name_53,BR/112/2022-2023/50281 - Construction of Health facility,Education,16-06-2021,1441413
282,Bihar,Constituency_53,MP_Name_53,BR/607/2022-2023/50282 - Construction of Electricity facility,Education,06-09-2024,855523
283,Bihar,Constituency_53,MP_Name_53,BR/324/2023-2024/50283 - Construction of Roads facility,Electricity,17-07-2023,1895216
284,Bihar,Constituency_53,MP_Name_53,BR/369/2021-2022/50284 - Construction of Drinking Water facility,Electricity,29-12-2023,1721487
285,Bihar,Constituency_53,MP_Name_53,BR/686/2022-2023/50285 - Construction of Sanitation facility,Electricity,26-08-2024,1318149
286,Delhi,Constituency_54,MP_Name_54,DL/846/2023-2024/50286 - Construction of Education facility,Sanitation,27-01-2022,1345860
287,Delhi,Constituency_54,MP_Name_54,DL/173/2023-2024/50287 - Construction of Sanitation facility,Electricity,09-11-2022,1841976
288,Delhi,Constituency_54,MP_Name_54,DL/185/2022-2023/50288 - Construction of Roads facility,Education,10-08-2024,734736
289,Uttar Pradesh,Constituency_55,MP_Name_55,UP/877/2022-2023/50289 - Construction of Health facility,Roads,24-01-2022,1642620
290,Uttar Pradesh,Constituency_55,MP_Name_55,UP/681/2022-2023/50290 - Construction of Electricity facility,Roads,04-11-2022,1541412
291,Uttar Pradesh,Constituency_55,MP_Name_55,UP/467/2022-2023/50291 - Construction of Sanitation facility,Sanitation,11-05-2024,667329
292,Uttar Pradesh,Constituency_55,MP_Name_55,UP/846/2021-2022/50292 - Construction of Drinking Water facility,Health,10-11-2022,1476175
293,Uttar Pradesh,Constituency_55,MP_Name_55,UP/262/2022-2023/50293 - Construction of Sanitation facility,Electricity,15-07-2023,1878434
294,Uttar Pradesh,Constituency_55,MP_Name_55,UP/568/2022-2023/50294 - Construction of Health facility,Roads,27-04-2021,626138
295,Uttar Pradesh,Constituency_55,MP_Name_55,UP/163/2023-2024/50295 - Construction of Electricity facility,Health,11-05-2024,1993905
296,Karnataka,Constituency_56,MP_Name_56,KA/851/2021-2022/50296 - Construction of Health facility,Education,16-09-2022,719101
297,Karnataka,Constituency_56,MP_Name_56,KA/115/2023-2024/50297 - Construction of Drinking Water facility,Electricity,30-05-2024,773392
298,Karnataka,Constituency_56,MP_Name_56,KA/528/2022-2023/50298 - Construction of Health facility,Sanitation,09-09-2024,688751
299,Karnataka,Constituency_56,MP_Name_56,KA/868/2021-2022/50299 - Construction of Sanitation facility,Drinking Water,09-05-2022,714207
300,Karnataka,Constituency_56,MP_Name_56,KA/697/2021-2022/50300 - Construction of Roads facility,Sanitation,28-10-2024,1821179
301,Karnataka,Constituency_56,MP_Name_56,KA/203/2022-2023/50301 - Construction of Education facility,Education,12-06-2021,1053593
302,Karnataka,Constituency_56,MP_Name_56,KA/540/2022-2023/50302 - Construction of Drinking Water facility,Sanitation,24-10-2024,816758
303,Karnataka,Constituency_56,MP_Name_56,KA/926/2021-2022/50303 - Construction of Roads facility,Sanitation,28-05-2023,717285
304,Rajasthan,Constituency_57,MP_Name_57,RJ/809/2023-2024/50304 - Construction of Electricity facility,Roads,21-02-2022,1271551
305,Rajasthan,Constituency_57,MP_Name_57,RJ/884/2021-2022/50305 - Construction of Electricity facility,Health,11-03-2024,672362
306,Rajasthan,Constituency_57,MP_Name_57,RJ/128/2022-2023/50306 - Construction of Electricity facility,Health,30-03-2022,779855
307,Rajasthan,Constituency_57,MP_Name_57,RJ/194/2022-2023/50307 - Construction of Drinking Water facility,Sanitation,01-12-2022,1179415
308,Rajasthan,Constituency_57,MP_Name_57,RJ/947/2023-2024/50308 - Construction of Education facility,Drinking Water,16-08-2022,504181
309,Karnataka,Constituency_58,MP_Name_58,KA/669/2021-2022/50309 - Construction of Roads facility,Drinking Water,23-03-2021,593621
310,Karnataka,Constituency_58,MP_Name_58,KA/458/2023-2024/50310 - Construction of Roads facility,Electricity,23-05-2024,1183791
311,Karnataka,Constituency_58,MP_Name_58,KA/177/2021-2022/50311 - Construction of Roads facility,Sanitation,11-09-2024,1908812
312,Karnataka,Constituency_58,MP_Name_58,KA/541/2022-2023/50312 - Construction of Education facility,Health,22-07-2021,820736
313,Karnataka,Constituency_58,MP_Name_58,KA/654/2023-2024/50313 - Construction of Health facility,Electricity,29-08-2022,1528698
314,Karnataka,Constituency_58,MP_Name_58,KA/365/2022-2023/50314 - Construction of Health facility,Electricity,01-10-2023,1415242
315,Maharashtra,Constituency_59,MP_Name_59,MH/762/2023-2024/50315 - Construction of Education facility,Health,18-01-2022,1682269
316,Maharashtra,Constituency_59,MP_Name_59,MH/352/2023-2024/50316 - Construction of Drinking Water facility,Sanitation,04-05-2021,664521
317,Maharashtra,Constituency_59,MP_Name_59,MH/785/2021-2022/50317 - Construction of Health facility,Roads,03-02-2023,531399
318,West Bengal,Constituency_60,MP_Name_60,WB/983/2022-2023/50318 - Construction of Sanitation facility,Roads,18-08-2024,1693835
319,West Bengal,Constituency_60,MP_Name_60,WB/614/2021-2022/50319 - Construction of Roads facility,Roads,29-04-2023,966468
320,West Bengal,Constituency_60,MP_Name_60,WB/108/2022-2023/50320 - Construction of Roads facility,Drinking Water,20-12-2023,1674537
321,West Bengal,Constituency_60,MP_Name_60,WB/325/2021-2022/50321 - Construction of Electricity facility,Education,22-01-2024,1929826
322,West Bengal,Constituency_60,MP_Name_60,WB/321/2021-2022/50322 - Construction of Electricity facility,Health,13-10-2021,810453
323,Tamil Nadu,Constituency_61,MP_Name_61,TN/120/2021-2022/50323 - Construction of Sanitation facility,Roads,07-02-2023,977484
324,Tamil Nadu,Constituency_61,MP_Name_61,TN/941/2023-2024/50324 - Construction of Electricity facility,Sanitation,26-06-2023,1877283
325,Tamil Nadu,Constituency_61,MP_Name_61,TN/662/2022-2023/50325 - Construction of Health facility,Education,17-03-2022,1469363
326,Tamil Nadu,Constituency_61,MP_Name_61,TN/313/2023-2024/50326 - Construction of Electricity facility,Roads,15-12-2022,573737
327,Tamil Nadu,Constituency_61,MP_Name_61,TN/116/2022-2023/50327 - Construction of Education facility,Sanitation,03-11-2021,1513169
328,Tamil Nadu,Constituency_61,MP_Name_61,TN/984/2023-2024/50328 - Construction of Sanitation facility,Education,07-11-2023,1922146
329,Tamil Nadu,Constituency_61,MP_Name_61,TN/164/2021-2022/50329 - Construction of Drinking Water facility,Health,23-08-2022,1369801
330,Uttar Pradesh,Constituency_62,MP_Name_62,UP/970/2023-2024/50330 - Construction of Education facility,Education,24-04-2021,977414
331,Uttar Pradesh,Constituency_62,MP_Name_62,UP/660/2022-2023/50331 - Construction of Electricity facility,Health,22-02-2023,834848
332,Uttar Pradesh,Constituency_62,MP_Name_62,UP/775/2021-2022/50332 - Construction of Sanitation facility,Electricity,12-01-2023,951120
333,Uttar Pradesh,Constituency_62,MP_Name_62,UP/346/2023-2024/50333 - Construction of Drinking Water facility,Education,26-08-2023,1179689
334,Uttar Pradesh,Constituency_62,MP_Name_62,UP/669/2023-2024/50334 - Construction of Drinking Water facility,Health,25-12-2024,1180212
335,Madhya Pradesh,Constituency_63,MP_Name_63,MP/370/2021-2022/50335 - Construction of Education facility,Sanitation,26-02-2023,1085255
336,Madhya Pradesh,Constituency_63,MP_Name_63,MP/996/2021-2022/50336 - Construction of Education facility,Education,11-12-2024,854761
337,Madhya Pradesh,Constituency_63,MP_Name_63,MP/777/2021-2022/50337 - Construction of Sanitation facility,Drinking Water,10-11-2021,1688006
338,Madhya Pradesh,Constituency_63,MP_Name_63,MP/475/2023-2024/50338 - Construction of Electricity facility,Education,06-07-2024,677651
339,Madhya Pradesh,Constituency_63,MP_Name_63,MP/929/2021-2022/50339 - Construction of Health facility,Sanitation,23-03-2021,1868077
340,Madhya Pradesh,Constituency_63,MP_Name_63,MP/527/2023-2024/50340 - Construction of Roads facility,Health,02-03-2023,1056604
341,Madhya Pradesh,Constituency_63,MP_Name_63,MP/348/2023-2024/50341 - Construction of Electricity facility,Health,11-05-2022,1109720
342,Madhya Pradesh,Constituency_63,MP_Name_63,MP/979/2021-2022/50342 - Construction of Roads facility,Drinking Water,09-09-2024,1369249
343,Delhi,Constituency_64,MP_Name_64,DL/441/2022-2023/50343 - Construction of Roads facility,Sanitation,24-08-2021,1598469
344,Delhi,Constituency_64,MP_Name_64,DL/744/2022-2023/50344 - Construction of Electricity facility,Health,08-09-2021,517050
345,Delhi,Constituency_64,MP_Name_64,DL/273/2022-2023/50345 - Construction of Roads facility,Sanitation,29-11-2022,911054
346,Delhi,Constituency_64,MP_Name_64,DL/750/2023-2024/50346 - Construction of Roads facility,Sanitation,14-07-2022,1858598
347,Delhi,Constituency_64,MP_Name_64,DL/389/2021-2022/50347 - Construction of Electricity facility,Health,12-10-2023,950127
348,Tamil Nadu,Constituency_65,MP_Name_65,TN/589/2022-2023/50348 - Construction of Sanitation facility,Electricity,03-07-2024,694718
349,Tamil Nadu,Constituency_65,MP_Name_65,TN/368/2023-2024/50349 - Construction of Health facility,Roads,18-07-2022,1973629
350,Tamil Nadu,Constituency_65,MP_Name_65,TN/359/2022-2023/50350 - Construction of Sanitation facility,Sanitation,22-11-2022,1255972
351,Gujarat,Constituency_66,MP_Name_66,GJ/245/2023-2024/50351 - Construction of Electricity facility,Electricity,08-06-2022,1386941
352,Gujarat,Constituency_66,MP_Name_66,GJ/608/2021-2022/50352 - Construction of Drinking Water facility,Electricity,28-04-2021,1515767
353,Gujarat,Constituency_66,MP_Name_66,GJ/456/2021-2022/50353 - Construction of Electricity facility,Electricity,12-12-2022,1139134
354,Gujarat,Constituency_66,MP_Name_66,GJ/965/2023-2024/50354 - Construction of Drinking Water facility,Drinking Water,19-02-2021,1364903
355,Gujarat,Constituency_66,MP_Name_66,GJ/127/2023-2024/50355 - Construction of Drinking Water facility,Drinking Water,18-05-2024,1796037
356,Gujarat,Constituency_66,MP_Name_66,GJ/404/2022-2023/50356 - Construction of Electricity facility,Sanitation,24-11-2022,1858154
357,Gujarat,Constituency_66,MP_Name_66,GJ/177/2022-2023/50357 - Construction of Roads facility,Roads,19-08-2021,1660937
358,Madhya Pradesh,Constituency_67,MP_Name_67,MP/985/2022-2023/50358 - Construction of Electricity facility,Drinking Water,14-04-2024,636596
359,Madhya Pradesh,Constituency_67,MP_Name_67,MP/106/2022-2023/50359 - Construction of Drinking Water facility,Education,30-06-2023,1551973
360,Madhya Pradesh,Constituency_67,MP_Name_67,MP/606/2022-2023/50360 - Construction of Health facility,Electricity,05-07-2022,1268499
361,Madhya Pradesh,Constituency_67,MP_Name_67,MP/148/2022-2023/50361 - Construction of Drinking Water facility,Sanitation,13-03-2021,1371750
362,Karnataka,Constituency_68,MP_Name_68,KA/638/2022-2023/50362 - Construction of Sanitation facility,Drinking Water,22-09-2023,826864
363,Karnataka,Constituency_68,MP_Name_68,KA/571/2022-2023/50363 - Construction of Education facility,Education,01-05-2024,1614172
364,Karnataka,Constituency_68,MP_Name_68,KA/266/2021-2022/50364 - Construction of Electricity facility,Electricity,02-07-2022,985802
365,Karnataka,Constituency_68,MP_Name_68,KA/271/2021-2022/50365 - Construction of Drinking Water facility,Electricity,23-02-2023,1631762
366,Karnataka,Constituency_68,MP_Name_68,KA/788/2022-2023/50366 - Construction of Sanitation facility,Electricity,07-06-2024,1509376
367,Karnataka,Constituency_68,MP_Name_68,KA/435/2022-2023/50367 - Construction of Roads facility,Electricity,11-07-2022,1406679
368,Karnataka,Constituency_68,MP_Name_68,KA/200/2023-2024/50368 - Construction of Sanitation facility,Electricity,05-10-2023,1519859
369,Karnataka,Constituency_68,MP_Name_68,KA/171/2021-2022/50369 - Construction of Sanitation facility,Electricity,04-04-2022,553808
370,Delhi,Constituency_69,MP_Name_69,DL/465/2021-2022/50370 - Construction of Roads facility,Education,21-12-2022,1633224
371,Delhi,Constituency_69,MP_Name_69,DL/603/2022-2023/50371 - Construction of Health facility,Electricity,11-12-2024,1365376
372,Delhi,Constituency_69,MP_Name_69,DL/559/2021-2022/50372 - Construction of Education facility,Electricity,22-02-2021,1251956
373,Delhi,Constituency_69,MP_Name_69,DL/646/2023-2024/50373 - Construction of Drinking Water facility,Roads,01-02-2023,1851521
374,Delhi,Constituency_69,MP_Name_69,DL/241/2021-2022/50374 - Construction of Electricity facility,Electricity,04-05-2022,1055898
375,Delhi,Constituency_69,MP_Name_69,DL/503/2021-2022/50375 - Construction of Roads facility,Drinking Water,28-07-2023,1761349
376,Delhi,Constituency_69,MP_Name_69,DL/289/2022-2023/50376 - Construction of Sanitation facility,Health,23-04-2023,607311
377,Delhi,Constituency_69,MP_Name_69,DL/881/2023-2024/50377 - Construction of Electricity facility,Electricity,08-03-2023,1339296
378,Maharashtra,Constituency_70,MP_Name_70,MH/623/2021-2022/50378 - Construction of Sanitation facility,Health,14-04-2023,935036
379,Maharashtra,Constituency_70,MP_Name_70,MH/688/2021-2022/50379 - Construction of Sanitation facility,Roads,12-09-2022,1601858
380,Maharashtra,Constituency_70,MP_Name_70,MH/382/2021-2022/50380 - Construction of Sanitation facility,Health,06-07-2024,1528657
381,Maharashtra,Constituency_70,MP_Name_70,MH/456/2022-2023/50381 - Construction of Sanitation facility,Roads,12-03-2022,1284373
382,Maharashtra,Constituency_70,MP_Name_70,MH/422/2022-2023/50382 - Construction of Electricity facility,Drinking Water,15-04-2023,1481279
383,Madhya Pradesh,Constituency_71,MP_Name_71,MP/101/2021-2022/50383 - Construction of Sanitation facility,Health,29-07-2022,1978292
384,Madhya Pradesh,Constituency_71,MP_Name_71,MP/818/2022-2023/50384 - Construction of Drinking Water facility,Electricity,10-02-2022,1698650
385,Madhya Pradesh,Constituency_71,MP_Name_71,MP/232/2021-2022/50385 - Construction of Roads facility,Drinking Water,02-02-2021,1725156
386,Madhya Pradesh,Constituency_71,MP_Name_71,MP/533/2022-2023/50386 - Construction of Sanitation facility,Health,05-12-2022,1002976
387,Madhya Pradesh,Constituency_71,MP_Name_71,MP/548/2022-2023/50387 - Construction of Health facility,Sanitation,02-11-2023,913451
388,Delhi,Constituency_72,MP_Name_72,DL/526/2022-2023/50388 - Construction of Education facility,Health,23-12-2022,1293077
389,Delhi,Constituency_72,MP_Name_72,DL/749/2021-2022/50389 - Construction of Roads facility,Sanitation,18-03-2022,610131
390,Delhi,Constituency_72,MP_Name_72,DL/809/2023-2024/50390 - Construction of Electricity facility,Roads,28-11-2021,1386529
391,Delhi,Constituency_72,MP_Name_72,DL/667/2022-2023/50391 - Construction of Electricity facility,Health,09-02-2024,946694
392,Bihar,Constituency_73,MP_Name_73,BR/395/2022-2023/50392 - Construction of Sanitation facility,Drinking Water,07-09-2024,1399113
393,Bihar,Constituency_73,MP_Name_73,BR/230/2021-2022/50393 - Construction of Roads facility,Sanitation,28-05-2023,1364320
394,Bihar,Constituency_73,MP_Name_73,BR/590/2021-2022/50394 - Construction of Sanitation facility,Drinking Water,03-11-2022,876774
395,Bihar,Constituency_73,MP_Name_73,BR/211/2022-2023/50395 - Construction of Education facility,Roads,18-03-2021,1439802
396,Bihar,Constituency_73,MP_Name_73,BR/750/2023-2024/50396 - Construction of Education facility,Electricity,22-08-2021,846559
397,Bihar,Constituency_73,MP_Name_73,BR/758/2022-2023/50397 - Construction of Electricity facility,Drinking Water,27-07-2021,804986
398,Karnataka,Constituency_74,MP_Name_74,KA/322/2021-2022/50398 - Construction of Electricity facility,Drinking Water,24-03-2023,1257375
399,Karnataka,Constituency_74,MP_Name_74,KA/540/2022-2023/50399 - Construction of Drinking Water facility,Sanitation,14-11-2022,525288
400,Karnataka,Constituency_74,MP_Name_74,KA/301/2023-2024/50400 - Construction of Sanitation facility,Drinking Water,05-08-2023,1175327
401,Karnataka,Constituency_74,MP_Name_74,KA/841/2021-2022/50401 - Construction of Drinking Water facility,Drinking Water,23-07-2023,1308219
402,Karnataka,Constituency_74,MP_Name_74,KA/733/2021-2022/50402 - Construction of Sanitation facility,Sanitation,11-06-2024,1128624
403,Karnataka,Constituency_74,MP_Name_74,KA/570/2021-2022/50403 - Construction of Education facility,Electricity,17-02-2024,1633662
404,Karnataka,Constituency_74,MP_Name_74,KA/927/2023-2024/50404 - Construction of Education facility,Education,10-04-2024,601705
405,Karnataka,Constituency_74,MP_Name_74,KA/607/2022-2023/50405 - Construction of Electricity facility,Health,17-01-2021,1472428
406,Maharashtra,Constituency_75,MP_Name_75,MH/507/2021-2022/50406 - Construction of Electricity facility,Sanitation,29-06-2023,1871368
407,Maharashtra,Constituency_75,MP_Name_75,MH/247/2021-2022/50407 - Construction of Health facility,Education,21-10-2022,1883133
408,Maharashtra,Constituency_75,MP_Name_75,MH/391/2021-2022/50408 - Construction of Health facility,Roads,27-05-2021,1843476
409,Maharashtra,Constituency_75,MP_Name_75,MH/192/2022-2023/50409 - Construction of Health facility,Drinking Water,22-05-2023,1009169
410,Maharashtra,Constituency_75,MP_Name_75,MH/719/2021-2022/50410 - Construction of Drinking Water facility,Education,05-06-2022,1791822
411,Maharashtra,Constituency_75,MP_Name_75,MH/289/2023-2024/50411 - Construction of Education facility,Drinking Water,05-08-2023,1555564
412,Maharashtra,Constituency_75,MP_Name_75,MH/776/2021-2022/50412 - Construction of Sanitation facility,Sanitation,28-06-2024,1531064
413,Maharashtra,Constituency_76,MP_Name_76,MH/388/2023-2024/50413 - Construction of Drinking Water facility,Sanitation,02-01-2021,1963587
414,Maharashtra,Constituency_76,MP_Name_76,MH/255/2022-2023/50414 - Construction of Education facility,Electricity,16-03-2024,1971089
415,Maharashtra,Constituency_76,MP_Name_76,MH/442/2021-2022/50415 - Construction of Health facility,Drinking Water,05-04-2022,1030547
416,Maharashtra,Constituency_76,MP_Name_76,MH/795/2022-2023/50416 - Construction of Sanitation facility,Sanitation,27-02-2022,1781978
417,Maharashtra,Constituency_76,MP_Name_76,MH/480/2021-2022/50417 - Construction of Roads facility,Health,02-03-2023,1538727
418,Maharashtra,Constituency_76,MP_Name_76,MH/402/2023-2024/50418 - Construction of Roads facility,Electricity,21-11-2021,1377836
419,Maharashtra,Constituency_77,MP_Name_77,MH/929/2022-2023/50419 - Construction of Roads facility,Health,01-05-2023,1829660
420,Maharashtra,Constituency_77,MP_Name_77,MH/688/2021-2022/50420 - Construction of Drinking Water facility,Drinking Water,27-04-2022,511150
421,Maharashtra,Constituency_77,MP_Name_77,MH/282/2023-2024/50421 - Construction of Education facility,Sanitation,04-01-2024,1005636
422,Maharashtra,Constituency_77,MP_Name_77,MH/701/2021-2022/50422 - Construction of Electricity facility,Health,05-03-2021,587064
423,Maharashtra,Constituency_77,MP_Name_77,MH/699/2022-2023/50423 - Construction of Sanitation facility,Health,11-12-2023,1669587
424,Maharashtra,Constituency_77,MP_Name_77,MH/680/2021-2022/50424 - Construction of Education facility,Drinking Water,23-02-2023,1735716
425,Gujarat,Constituency_78,MP_Name_78,GJ/178/2022-2023/50425 - Construction of Sanitation facility,Health,09-03-2022,1272262
426,Gujarat,Constituency_78,MP_Name_78,GJ/133/2021-2022/50426 - Construction of Education facility,Roads,02-07-2023,1347904
427,Gujarat,Constituency_78,MP_Name_78,GJ/612/2022-2023/50427 - Construction of Sanitation facility,Sanitation,29-03-2021,1815224
